HOG	OG	Gene Tree Parent Clade	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
N3.HOG0001419	OG0000418	n12			HEL_014068-RA, HEL_014070-RA					Vcard_DToL13610-RA	
N3.HOG0001420	OG0000418	n17								Vcard_DToL13609-RA	
N3.HOG0001421	OG0000419	n1			HEL_004054-RA, HEL_004051-RA, HEL_004050-RA	HMEL010176g1.t1	JC_17182-RA			Vcard_DToL17815-RA, Vcard_DToL17812-RA	XP_026483222.1
N3.HOG0001422	OG0000419	n13			HEL_004055-RA	HMEL034032g1.t1	JC_17183-RA			Vcard_DToL17816-RA	XP_026500022.1
N3.HOG0001423	OG0000420	n5			HEL_011055-RA						
N3.HOG0001424	OG0000420	n6			HEL_011058-RA	HMEL036211g1.t1					
N3.HOG0001425	OG0000420	n10			HEL_011054-RA		JC_06259-RA				
N3.HOG0001426	OG0000420	n14			HEL_011052-RA, HEL_011051-RA	HMEL036210g1.t1	JC_06262-RA				
N3.HOG0001427	OG0000420	n18			HEL_011053-RA		JC_06260-RA				
N3.HOG0001428	OG0000421	n0				HMEL037524g1.t1	JC_06861-RA				XP_026499301.1
N3.HOG0001429	OG0000422	n1			HEL_008880-RA, HEL_008882-RA, HEL_008879-RA	HMEL017537g1.t1, HMEL017536g1.t1					
N3.HOG0001430	OG0000422	n17				HMEL033671g1.t1	JC_11397-RA				
N3.HOG0001431	OG0000423	n3			HEL_004157-RA		JC_13505-RA			Vcard_DToL17913-RA	XP_026490699.1
N3.HOG0001432	OG0000423	n9			HEL_004151-RA, HEL_004155-RA	HMEL034089g1.t1	JC_17020-RA				
N3.HOG0001433	OG0000423	n12			HEL_004153-RA	HMEL013234g1.t1				Vcard_DToL17914-RA	XP_026490700.1
N3.HOG0001434	OG0000424	n1			HEL_010025-RA	HMEL015627g1.t1	JC_12004-RA			Vcard_DToL07774-RA	XP_026489070.1
N3.HOG0001435	OG0000424	n8			HEL_002070-RA	HMEL014972g1.t1	JC_12981-RA			Vcard_DToL15087-RA	XP_026500219.1
N3.HOG0001436	OG0000425	n4					JC_14879-RA				
N3.HOG0001437	OG0000425	n7								Vcard_DToL16068-RA	XP_026498814.1
N3.HOG0001438	OG0000425	n10									XP_026498815.1
N3.HOG0001439	OG0000425	n13									XP_026498816.1
N3.HOG0001440	OG0000425	n14					JC_14878-RA				XP_026498813.1
N3.HOG0001441	OG0000426	n0				HMEL032290g1.t1	JC_07923-RA, JC_07922-RA, JC_07920-RA, JC_07924-RA, JC_07921-RA, JC_07925-RA			Vcard_DToL06327-RA, Vcard_DToL06326-RA, Vcard_DToL06325-RA, Vcard_DToL06328-RA	
N3.HOG0001442	OG0000427	n1			HEL_014298-RA, HEL_014297-RA	HMEL022059g1.t1	JC_10251-RA			Vcard_DToL13565-RA	XP_026494284.1
N3.HOG0001443	OG0000427	n10			HEL_014296-RA	HMEL011984g1.t1	JC_10252-RA			Vcard_DToL13568-RA	XP_026494294.1
N3.HOG0001444	OG0000428	n1			HEL_009673-RA	HMEL010377-RA				Vcard_DToL00091-RA	XP_026500301.1
N3.HOG0001445	OG0000428	n8			HEL_009672-RA, HEL_009671-RA	HMEL010376-RA	JC_02248-RA			Vcard_DToL00089-RA	XP_026500287.1
N3.HOG0001446	OG0000429	n6				HMEL035921g1.t1					
N3.HOG0001447	OG0000429	n8			HEL_010261-RA	HMEL005629g1.t1					
N3.HOG0001448	OG0000429	n11								Vcard_DToL04094-RA	XP_026493625.1
N3.HOG0001449	OG0000429	n13				HMEL032925g1.t1	JC_03583-RA				
N3.HOG0001450	OG0000430	n1			HEL_009680-RA		JC_02231-RA			Vcard_DToL00101-RA	XP_026500285.1
N3.HOG0001451	OG0000430	n11					JC_02230-RA				
N3.HOG0001452	OG0000430	n16					JC_02236-RA			Vcard_DToL00093-RA	XP_026500304.1
N3.HOG0001453	OG0000431	n5				HMEL004110g1.t1, HMEL004106g1.t1	JC_14427-RA, JC_14423-RA				XP_026497660.1, XP_026497676.1
N3.HOG0001454	OG0000431	n10			HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA	HMEL031383g1.t1	JC_14428-RA, JC_14429-RA			Vcard_DToL16583-RA, Vcard_DToL16573-RA	
N3.HOG0001455	OG0000432	n4			HEL_004591-RA		JC_15610-RA				
N3.HOG0001456	OG0000432	n16			HEL_004592-RA					Vcard_DToL16870-RA	
N3.HOG0001457	OG0000432	n17									XP_026492935.1, XP_026492932.1, XP_026492934.1
N3.HOG0001458	OG0000433	n2			HEL_000530-RA					Vcard_DToL17586-RA	
N3.HOG0001459	OG0000433	n4								Vcard_DToL17585-RA	XP_026483837.1, XP_026483834.1, XP_026483835.1
N3.HOG0001460	OG0000433	n13			HEL_000532-RA		JC_15970-RA			Vcard_DToL08670-RA	
N3.HOG0001461	OG0000433	n16			HEL_000531-RA	HMEL011242g1.t1				Vcard_DToL17584-RA	
N3.HOG0001462	OG0000434	n1			HEL_010097-RA	HMEL003741g1.t1	JC_16352-RA			Vcard_DToL18373-RA, Vcard_DToL18288-RA	XP_026483356.1, XP_026483402.1
N3.HOG0001463	OG0000434	n11			HEL_007172-RA	HMEL013864g1.t1				Vcard_DToL18287-RA, Vcard_DToL00228-RA	XP_026500839.1
N3.HOG0001464	OG0000435	n1			HEL_010076-RA, HEL_010077-RA	HMEL013892g1.t1, HMEL014878g1.t1, HMEL035323g1.t1				Vcard_DToL18439-RA	XP_026483531.1, XP_026483532.1
N3.HOG0001465	OG0000435	n12				HMEL014881g1.t1	JC_16300-RA			Vcard_DToL18260-RA	XP_026483465.1
N3.HOG0001466	OG0000436	n1			HEL_003573-RA	HMEL003640g1.t1	JC_07476-RA, JC_07475-RA			Vcard_DToL09571-RA	XP_026492247.1
N3.HOG0001467	OG0000436	n9			HEL_003572-RA	HMEL003641g1.t1	JC_07478-RA			Vcard_DToL09572-RA	XP_026492155.1, XP_026492154.1, XP_026492156.1
N3.HOG0001468	OG0000437	n1			HEL_011179-RA	HMEL004391g1.t1	JC_11341-RA			Vcard_DToL11176-RA	
N3.HOG0001469	OG0000437	n6								Vcard_DToL11177-RA, Vcard_DToL11178-RA	
N3.HOG0001470	OG0000437	n13					JC_11338-RA				XP_026494599.1
N3.HOG0001471	OG0000437	n15			HEL_011180-RA	HMEL004390g1.t1					
N3.HOG0001472	OG0000437	n17				HMEL033581g1.t1					
N3.HOG0001473	OG0000438	n0			HEL_012391-RA, HEL_009410-RA	HMEL007691g1.t1, HMEL032830g1.t1	JC_06669-RA			Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA	XP_026485476.1, XP_026485479.1, XP_026485477.1, XP_026485478.1, XP_026485475.1
N3.HOG0001474	OG0000439	n1			HEL_006456-RA	HMEL032484g1.t1	JC_10132-RA			Vcard_DToL13442-RA, Vcard_DToL13444-RA	XP_026495447.1, XP_026495454.1, XP_026495471.1, XP_026495462.1, XP_026495478.1
N3.HOG0001475	OG0000439	n15			HEL_006457-RA	HMEL015566g1.t1	JC_10133-RA			Vcard_DToL13443-RA	
N3.HOG0001476	OG0000440	n2			HEL_010895-RA	HMEL014208g1.t1	JC_04713-RA				XP_026486072.1
N3.HOG0001477	OG0000440	n8					JC_04714-RA			Vcard_DToL05067-RA	
N3.HOG0001478	OG0000440	n11			HEL_012086-RA	HMEL012223g1.t1	JC_01946-RA			Vcard_DToL00354-RA	XP_026496135.1
N3.HOG0001479	OG0000441	n1			HEL_010652-RA	HMEL037090g1.t1	JC_09042-RA			Vcard_DToL07528-RA	XP_026492857.1, XP_026492858.1
N3.HOG0001480	OG0000441	n11				HMEL037091g1.t1	JC_09043-RA			Vcard_DToL07529-RA	XP_026492859.1
N3.HOG0001481	OG0000442	n2				HMEL022259g1.t1	JC_10067-RA			Vcard_DToL13368-RA, Vcard_DToL13370-RA	XP_026490689.1
N3.HOG0001482	OG0000442	n11				HMEL032518g1.t1	JC_06347-RA, JC_10066-RA			Vcard_DToL13367-RA	XP_026490708.1
N3.HOG0001483	OG0000443	n1			HEL_014521-RA	HMEL014755-RA	JC_16891-RA			Vcard_DToL18168-RA	XP_026489381.1
N3.HOG0001484	OG0000443	n7			HEL_004140-RA	HMEL013244-RA	JC_03945-RA, JC_17078-RA			Vcard_DToL17970-RA, Vcard_DToL17969-RA	XP_026494120.1
N3.HOG0001485	OG0000444	n2					JC_08064-RA				
N3.HOG0001486	OG0000444	n8					JC_12065-RA, JC_17237-RA, JC_11195-RA, JC_05806-RA, JC_02055-RA, JC_03926-RA				
N3.HOG0001487	OG0000444	n14					JC_13836-RA, JC_08065-RA, JC_13835-RA				
N3.HOG0001488	OG0000444	n17					JC_07272-RA				
N3.HOG0001489	OG0000444	n18					JC_09396-RA				
N3.HOG0001490	OG0000445	n1			HEL_006241-RA	HMEL034714g1.t1	JC_09215-RA			Vcard_DToL07002-RA	XP_026489510.1
N3.HOG0001491	OG0000445	n9			HEL_000599-RA, HEL_000600-RA	HMEL009327g1.t1	JC_15871-RA			Vcard_DToL17480-RA	XP_026483713.1
N3.HOG0001492	OG0000446	n5			HEL_004848-RA					Vcard_DToL16375-RA	
N3.HOG0001493	OG0000446	n9								Vcard_DToL16377-RA	
N3.HOG0001494	OG0000446	n10			HEL_004850-RA	HMEL031353g1.t1	JC_14285-RA			Vcard_DToL16379-RA, Vcard_DToL16382-RA	
N3.HOG0001495	OG0000446	n15				HMEL007966g1.t1	JC_14283-RA			Vcard_DToL16381-RA	
N3.HOG0001496	OG0000447	n4			HEL_008736-RA	HMEL010416g1.t1	JC_02614-RA			Vcard_DToL03625-RA	
N3.HOG0001497	OG0000447	n14					JC_02612-RA				
N3.HOG0001498	OG0000447	n15					JC_02611-RA			Vcard_DToL03622-RA	
N3.HOG0001499	OG0000447	n17			HEL_008738-RA		JC_02613-RA				
N3.HOG0001500	OG0000448	n2			HEL_001836-RA	HMEL013606g1.t1	JC_13201-RA			Vcard_DToL15358-RA	
N3.HOG0001501	OG0000448	n7			HEL_001837-RA		JC_17213-RA			Vcard_DToL15357-RA	
N3.HOG0001502	OG0000448	n9			HEL_001835-RA		JC_13202-RA			Vcard_DToL15359-RA	XP_026497311.1, XP_026497312.1, XP_026497310.1, XP_026497309.1
N3.HOG0001503	OG0000449	n6			HEL_004693-RA	HMEL013930g1.t1				Vcard_DToL17017-RA	
N3.HOG0001504	OG0000449	n8			HEL_004694-RA					Vcard_DToL17019-RA	XP_026494062.1
N3.HOG0001505	OG0000449	n12								Vcard_DToL17015-RA	
N3.HOG0001506	OG0000449	n15			HEL_004695-RA		JC_15735-RA				
N3.HOG0001507	OG0000449	n17			HEL_004691-RA, HEL_004696-RA		JC_15734-RA				
N3.HOG0001508	OG0000450	n0			HEL_012792-RA, HEL_012789-RA, HEL_012790-RA, HEL_012788-RA, HEL_012794-RA, HEL_012793-RA, HEL_012787-RA	HMEL032620g1.t1, HMEL011264g1.t1, HMEL032617g1.t1, HMEL032618g1.t1, HMEL032616g1.t1, HMEL011262g1.t1, HMEL011260g1.t1					
N3.HOG0001509	OG0000451	n2			HEL_004781-RA	HMEL005976g1.t1	JC_14194-RA, JC_14192-RA			Vcard_DToL16309-RA	XP_026494463.1
N3.HOG0001510	OG0000451	n11			HEL_004772-RA, HEL_004771-RA	HMEL017973g1.t1	JC_14193-RA, JC_14196-RA			Vcard_DToL16310-RA	XP_026494469.1
N3.HOG0001511	OG0000452	n0			HEL_005581-RA	HMEL006514g1.t1	JC_05327-RA			Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA	XP_026489796.1, XP_026489839.1
N3.HOG0001512	OG0000453	n7			HEL_010920-RA	HMEL031921g1.t1, HMEL031922g1.t1, HMEL007002g1.t1				Vcard_DToL05102-RA	
N3.HOG0001513	OG0000453	n11			HEL_010918-RA	HMEL031920g1.t1				Vcard_DToL05101-RA	XP_026486356.1
N3.HOG0001514	OG0000454	n1			HEL_012748-RA		JC_10849-RA			Vcard_DToL12705-RA	
N3.HOG0001515	OG0000454	n7				HMEL036745g1.t1					XP_026495709.1
N3.HOG0001516	OG0000454	n13			HEL_012745-RA					Vcard_DToL12699-RA	
N3.HOG0001517	OG0000454	n15			HEL_012738-RA					Vcard_DToL12706-RA	
N3.HOG0001518	OG0000454	n17			HEL_012747-RA					Vcard_DToL12695-RA	
N3.HOG0001519	OG0000455	n0				HMEL020415g1.t1	JC_04093-RA			Vcard_DToL08600-RA	XP_026494984.1, XP_026494985.1
N3.HOG0001520	OG0000456	n1			HEL_001375-RA	HMEL015140g1.t1	JC_00361-RA			Vcard_DToL02320-RA	XP_026484981.1
N3.HOG0001521	OG0000456	n9				HMEL003005g1.t1				Vcard_DToL08528-RA	XP_026495169.1
N3.HOG0001522	OG0000457	n4			HEL_006045-RA	HMEL008895g1.t1	JC_08960-RA				
N3.HOG0001523	OG0000457	n7			HEL_006051-RA, HEL_006046-RA	HMEL003883g1.t1	JC_08958-RA			Vcard_DToL07418-RA	
N3.HOG0001524	OG0000457	n14			HEL_006044-RA	HMEL008896g1.t1	JC_08961-RA				XP_026496949.1
N3.HOG0001525	OG0000458	n10					JC_08966-RA			Vcard_DToL07438-RA	
N3.HOG0001526	OG0000458	n13								Vcard_DToL07434-RA	
N3.HOG0001527	OG0000458	n14					JC_08967-RA			Vcard_DToL07437-RA	
N3.HOG0001528	OG0000458	n15			HEL_006194-RA	HMEL002647-RA				Vcard_DToL07433-RA	
N3.HOG0001529	OG0000458	n18									XP_026496646.1, XP_026496647.1
N3.HOG0001530	OG0000459	n1									XP_026495545.1
N3.HOG0001531	OG0000459	n10					JC_15086-RA, JC_15781-RA				
N3.HOG0001532	OG0000459	n12				HMEL030872g1.t1					
N3.HOG0001533	OG0000459	n14				HMEL036998g1.t1, HMEL035163g1.t1, HMEL031533g1.t1, HMEL036999g1.t1, HMEL030090g1.t1					
N3.HOG0001534	OG0000460	n0			HEL_003091-RA		JC_08415-RA			Vcard_DToL05726-RA	XP_026487530.1, XP_026487529.1, XP_026487528.1
N3.HOG0001535	OG0000461	n0			HEL_005474-RA, HEL_005473-RA	HMEL014202g1.t1	JC_05200-RA, JC_05201-RA, JC_05202-RA			Vcard_DToL03041-RA, Vcard_DToL03043-RA, Vcard_DToL03042-RA	XP_026498559.1, XP_026498560.1
N3.HOG0001536	OG0000462	n3					JC_09004-RA, JC_09003-RA				
N3.HOG0001537	OG0000462	n7			HEL_010611-RA	HMEL015770-RA, HMEL022518-RA	JC_09001-RA			Vcard_DToL07485-RA	
N3.HOG0001538	OG0000462	n13			HEL_010613-RA, HEL_010612-RA		JC_09002-RA			Vcard_DToL07487-RA	XP_026496801.1
N3.HOG0001539	OG0000463	n1			HEL_010620-RA		JC_09017-RA, JC_09016-RA			Vcard_DToL07502-RA	
N3.HOG0001540	OG0000463	n6			HEL_010621-RA	HMEL037073g1.t1	JC_09015-RA, JC_09014-RA			Vcard_DToL07500-RA	XP_026496666.1
N3.HOG0001541	OG0000464	n7				HMEL021029g1.t1	JC_11038-RA				
N3.HOG0001542	OG0000464	n9				HMEL021541g1.t1					
N3.HOG0001543	OG0000464	n10			HEL_012023-RA	HMEL009762g1.t1	JC_11037-RA			Vcard_DToL12528-RA	XP_026488002.1
N3.HOG0001544	OG0000465	n2			HEL_004412-RA	HMEL013021g1.t1	JC_02862-RA				XP_026491484.1
N3.HOG0001545	OG0000465	n9			HEL_004411-RA	HMEL033739g1.t1	JC_02874-RA, JC_02875-RA				XP_026491409.1, XP_026491410.1
N3.HOG0001546	OG0000466	n0				HMEL036855g1.t1, HMEL034165g1.t1, HMEL031120g1.t1, HMEL032497g1.t1, HMEL033619g1.t1, HMEL032652g1.t1, HMEL034140g1.t1, HMEL033350g1.t1, HMEL035295g1.t1, HMEL015071g1.t1, HMEL031194g1.t1, HMEL036939g1.t1, HMEL038168g1.t1, HMEL035899g1.t1, HMEL003164g1.t1, HMEL033402g1.t1, HMEL032605g1.t1, HMEL032820g1.t1				Vcard_DToL12531-RA	
N3.HOG0001547	OG0000467	n3			HEL_013074-RA	HMEL022269g1.t1					
N3.HOG0001548	OG0000467	n5			HEL_013075-RA					Vcard_DToL10266-RA	XP_026498359.1
N3.HOG0001549	OG0000467	n11				HMEL015572g1.t1	JC_06566-RA, JC_06565-RA				XP_026498361.1
N3.HOG0001550	OG0000468	n3								Vcard_DToL02592-RA	XP_026484710.1
N3.HOG0001551	OG0000468	n10								Vcard_DToL02590-RA	XP_026484657.1
N3.HOG0001552	OG0000468	n16									XP_026485042.1
N3.HOG0001553	OG0000469	n1			HEL_010001-RA	HMEL009415g1.t1	JC_11982-RA			Vcard_DToL07972-RA	XP_026501337.1, XP_026501336.1
N3.HOG0001554	OG0000469	n10			HEL_003267-RA	HMEL006992g1.t1	JC_08573-RA			Vcard_DToL05541-RA	XP_026490450.1
N3.HOG0001555	OG0000470	n3			HEL_007097-RA	HMEL035582g1.t1	JC_01771-RA			Vcard_DToL00673-RA	
N3.HOG0001556	OG0000470	n13				HMEL006374g1.t1	JC_01767-RA				
N3.HOG0001557	OG0000470	n15			HEL_007100-RA		JC_01766-RA				
N3.HOG0001558	OG0000471	n1					JC_01773-RA			Vcard_DToL00674-RA	
N3.HOG0001559	OG0000471	n12					JC_01777-RA				
N3.HOG0001560	OG0000471	n13					JC_01779-RA			Vcard_DToL00680-RA	
N3.HOG0001561	OG0000471	n15			HEL_007096-RA		JC_01774-RA			Vcard_DToL00676-RA	
N3.HOG0001562	OG0000472	n6									XP_026496763.1
N3.HOG0001563	OG0000472	n9				HMEL009628g1.t1					XP_026496431.1, XP_026493425.1
N3.HOG0001564	OG0000472	n14			HEL_004122-RA, HEL_004121-RA, HEL_004120-RA		JC_03182-RA				
N3.HOG0001565	OG0000472	n18			HEL_012875-RA						
N3.HOG0001566	OG0000473	n0			HEL_005985-RA, HEL_005987-RA, HEL_005986-RA	HMEL003139g1.t1, HMEL004359g1.t1, HMEL008050g1.t1, HMEL009586g1.t1	JC_15337-RA				
N3.HOG0001567	OG0000475	n8									XP_026490427.1
N3.HOG0001568	OG0000476	n1			HEL_013968-RA, HEL_013969-RA	HMEL010733g1.t1	JC_16524-RA				XP_026483107.1
N3.HOG0001569	OG0000476	n6			HEL_013972-RA, HEL_013971-RA	HMEL022566g1.t1, HMEL010730g1.t1	JC_16523-RA			Vcard_DToL18688-RA	XP_026483111.1
N3.HOG0001570	OG0000477	n0				HMEL030477g1.t1	JC_16437-RA				
N3.HOG0001571	OG0000478	n1			HEL_005329-RA, HEL_005330-RA	HMEL034406g1.t1					XP_026488527.1
N3.HOG0001572	OG0000478	n9			HEL_005332-RA	HMEL014782g1.t1	JC_05568-RA			Vcard_DToL03076-RA	XP_026488536.1
N3.HOG0001573	OG0000479	n0			HEL_005321-RA	HMEL014774g1.t1	JC_05562-RA			Vcard_DToL03082-RA	XP_026488512.1, XP_026488510.1, XP_026488509.1, XP_026488508.1, XP_026488511.1
N3.HOG0001574	OG0000480	n1			HEL_010055-RA	HMEL015029g1.t1	JC_16373-RA				XP_026483364.1
N3.HOG0001575	OG0000480	n10					JC_16372-RA			Vcard_DToL18283-RA	
N3.HOG0001576	OG0000480	n12			HEL_012659-RA, HEL_012658-RA	HMEL035407g1.t1	JC_16191-RA			Vcard_DToL18550-RA	
N3.HOG0001577	OG0000481	n2			HEL_004011-RA	HMEL034006g1.t1, HMEL020426g1.t1	JC_02407-RA			Vcard_DToL03319-RA	XP_026491486.1
N3.HOG0001578	OG0000481	n12					JC_02367-RA			Vcard_DToL03356-RA	
N3.HOG0001579	OG0000481	n14			HEL_003981-RA	HMEL002936g1.t1	JC_02365-RA				XP_026491487.1
N3.HOG0001580	OG0000482	n2			HEL_000741-RA		JC_06763-RA			Vcard_DToL02098-RA	XP_026499846.1
N3.HOG0001581	OG0000482	n8			HEL_000740-RA		JC_06761-RA, JC_06762-RA			Vcard_DToL12435-RA	XP_026496201.1, XP_026497194.1, XP_026487273.1
N3.HOG0001582	OG0000483	n5			HEL_013006-RA	HMEL037230g1.t1, HMEL037231g1.t1	JC_16424-RA				
N3.HOG0001583	OG0000483	n9			HEL_010251-RA, HEL_010252-RA	HMEL032916g1.t1					
N3.HOG0001584	OG0000485	n3				HMEL007852g1.t1, HMEL014518g1.t1	JC_02356-RA			Vcard_DToL03368-RA	XP_026491255.1
N3.HOG0001585	OG0000485	n16			HEL_003976-RA					Vcard_DToL03367-RA	
N3.HOG0001586	OG0000487	n2				HMEL036386g1.t1	JC_05674-RA				XP_026493443.1
N3.HOG0001587	OG0000487	n10									XP_026493435.1
N3.HOG0001588	OG0000487	n15				HMEL022392g1.t1	JC_05958-RA				
N3.HOG0001589	OG0000487	n16				HMEL036502g1.t1, HMEL036503g1.t1	JC_05957-RA				
N3.HOG0001590	OG0000488	n4			HEL_000468-RA	HMEL004862g1.t1, HMEL017681g1.t1	JC_14099-RA, JC_14109-RA, JC_14107-RA			Vcard_DToL13883-RA, Vcard_DToL13884-RA	XP_026496133.1, XP_026496126.1
N3.HOG0001591	OG0000489	n1			HEL_000784-RA	HMEL005461-RA	JC_06812-RA			Vcard_DToL12399-RA	
N3.HOG0001592	OG0000489	n10			HEL_000778-RA	HMEL003270-RA				Vcard_DToL12402-RA	XP_026494141.1
N3.HOG0001593	OG0000489	n15								Vcard_DToL12401-RA	XP_026494143.1
N3.HOG0001594	OG0000490	n1			HEL_010531-RA, HEL_010533-RA, HEL_010532-RA, HEL_010530-RA	HMEL017024g1.t1	JC_03697-RA			Vcard_DToL09008-RA	
N3.HOG0001595	OG0000490	n13			HEL_010529-RA					Vcard_DToL09010-RA	XP_026489918.1
N3.HOG0001596	OG0000490	n15			HEL_010528-RA	HMEL017029g1.t1				Vcard_DToL09011-RA	
N3.HOG0001597	OG0000491	n6				HMEL015365g1.t1	JC_06072-RA			Vcard_DToL10226-RA	
N3.HOG0001598	OG0000491	n9				HMEL015800g1.t1					XP_026493433.1
N3.HOG0001599	OG0000491	n10					JC_05638-RA			Vcard_DToL10016-RA	
N3.HOG0001600	OG0000491	n11			HEL_009706-RA	HMEL007450g1.t1					XP_026493388.1
N3.HOG0001601	OG0000492	n1								Vcard_DToL04790-RA, Vcard_DToL04787-RA	
N3.HOG0001602	OG0000492	n3			HEL_007567-RA	HMEL031762g1.t1	JC_04520-RA				XP_026499469.1
N3.HOG0001603	OG0000492	n13			HEL_007570-RA		JC_04517-RA				
N3.HOG0001604	OG0000492	n14			HEL_007569-RA	HMEL011563g1.t1	JC_04518-RA				
N3.HOG0001605	OG0000493	n1			HEL_009681-RA	HMEL008717g1.t1	JC_02227-RA			Vcard_DToL00106-RA	XP_026500303.1
N3.HOG0001606	OG0000493	n9			HEL_009683-RA		JC_02225-RA, JC_02223-RA, JC_02222-RA			Vcard_DToL00109-RA, Vcard_DToL00110-RA	XP_026500271.1
N3.HOG0001607	OG0000494	n1				HMEL002187g1.t1	JC_12883-RA				
N3.HOG0001608	OG0000494	n4			HEL_002159-RA	HMEL030497g1.t1, HMEL009671g1.t1, HMEL002186g1.t1				Vcard_DToL15054-RA	XP_026500175.1
N3.HOG0001609	OG0000495	n1			HEL_004256-RA	HMEL012261g1.t1	JC_06476-RA			Vcard_DToL10469-RA	XP_026485611.1
N3.HOG0001610	OG0000495	n9			HEL_007827-RA	HMEL036973g1.t1	JC_08777-RA			Vcard_DToL10472-RA, Vcard_DToL07205-RA	XP_026496935.1
N3.HOG0001611	OG0000496	n1			HEL_004360-RA	HMEL025014g1.t1	JC_06364-RA			Vcard_DToL10587-RA	XP_026485647.1
N3.HOG0001612	OG0000496	n9			HEL_004359-RA	HMEL025015g1.t1	JC_06365-RA			Vcard_DToL10586-RA	XP_026485641.1, XP_026485642.1
N3.HOG0001613	OG0000497	n3			HEL_000824-RA	HMEL037521g1.t1	JC_06860-RA			Vcard_DToL12346-RA	XP_026499275.1, XP_026499276.1
N3.HOG0001614	OG0000497	n13								Vcard_DToL12347-RA	
N3.HOG0001615	OG0000497	n14			HEL_000822-RA	HMEL037518g1.t1				Vcard_DToL12348-RA	
N3.HOG0001616	OG0000498	n0				HMEL002751g1.t1, HMEL033530g1.t1	JC_03958-RA, JC_06344-RA				
N3.HOG0001617	OG0000499	n1			HEL_000839-RA	HMEL010861g1.t1, HMEL037534g1.t1	JC_06903-RA, JC_06904-RA			Vcard_DToL12334-RA, Vcard_DToL12333-RA	XP_026499076.1
N3.HOG0001618	OG0000499	n13			HEL_000836-RA	HMEL037533g1.t1					
N3.HOG0001619	OG0000499	n16			HEL_000837-RA						
N3.HOG0001620	OG0000499	n17			HEL_000838-RA						
N3.HOG0001621	OG0000500	n0			HEL_009417-RA, HEL_009416-RA	HMEL005625g1.t1, HMEL032842g1.t1, HMEL032843g1.t1, HMEL032841g1.t1, HMEL021315g1.t1, HMEL005624g1.t1, HMEL032837g1.t1					
N3.HOG0001622	OG0000501	n3					JC_16495-RA, JC_16496-RA				XP_026486528.1, XP_026499488.1
N3.HOG0001623	OG0000501	n14					JC_16497-RA				
N3.HOG0001624	OG0000501	n17								Vcard_DToL18589-RA	
N3.HOG0001625	OG0000502	n1			HEL_013692-RA	HMEL005222g1.t1	JC_16953-RA			Vcard_DToL18105-RA	XP_026489397.1
N3.HOG0001626	OG0000502	n10			HEL_013678-RA	HMEL004571g1.t1	JC_16925-RA			Vcard_DToL18085-RA	XP_026488633.1
N3.HOG0001627	OG0000503	n1			HEL_004917-RA	HMEL016845g1.t1	JC_14328-RA				XP_026499368.1
N3.HOG0001628	OG0000503	n12			HEL_004918-RA						
N3.HOG0001629	OG0000503	n16			HEL_004920-RA		JC_14330-RA				
N3.HOG0001630	OG0000503	n17								Vcard_DToL16452-RA	XP_026499413.1
N3.HOG0001631	OG0000504	n0			HEL_009298-RA	HMEL016973g1.t1	JC_14976-RA			Vcard_DToL15976-RA	XP_026492498.1, XP_026492495.1, XP_026492500.1, XP_026492496.1, XP_026492497.1, XP_026492499.1
N3.HOG0001632	OG0000505	n2									XP_026489421.1
N3.HOG0001633	OG0000505	n4					JC_17001-RA				
N3.HOG0001634	OG0000505	n9									XP_026489392.1
N3.HOG0001635	OG0000505	n12									XP_026489351.1
N3.HOG0001636	OG0000506	n3					JC_10081-RA				
N3.HOG0001637	OG0000506	n8			HEL_006508-RA, HEL_006509-RA						
N3.HOG0001638	OG0000506	n10			HEL_006506-RA						
N3.HOG0001639	OG0000506	n12								Vcard_DToL13390-RA	XP_026495389.1, XP_026495393.1, XP_026495379.1
N3.HOG0001640	OG0000507	n1			HEL_002419-RA	HMEL012427g1.t1	JC_08176-RA				XP_026498786.1
N3.HOG0001641	OG0000507	n10					JC_08174-RA			Vcard_DToL06033-RA	
N3.HOG0001642	OG0000507	n12					JC_08175-RA				XP_026500419.1
N3.HOG0001643	OG0000508	n1			HEL_008775-RA		JC_02568-RA, JC_02569-RA			Vcard_DToL03575-RA	XP_026491806.1
N3.HOG0001644	OG0000508	n10			HEL_008776-RA, HEL_008777-RA	HMEL033866g1.t1	JC_02566-RA			Vcard_DToL03574-RA	XP_026491076.1
N3.HOG0001645	OG0000509	n3					JC_14913-RA, JC_14912-RA			Vcard_DToL16030-RA	XP_026492459.1
N3.HOG0001646	OG0000509	n10					JC_14914-RA			Vcard_DToL16029-RA	XP_026492458.1
N3.HOG0001647	OG0000510	n4			HEL_004657-RA					Vcard_DToL16987-RA	
