HOG	OG	Gene Tree Parent Clade	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
N6.HOG0000898	OG0000262	n15			HEL_003831-RA	HMEL038123g1.t1, HMEL038132g1.t1					
N6.HOG0000899	OG0000263	n6				HMEL020577g1.t1					
N6.HOG0000900	OG0000263	n17				HMEL016813g1.t1					
N6.HOG0000901	OG0000264	n1			HEL_000152-RA	HMEL017504g1.t1, HMEL017506g1.t1					
N6.HOG0000902	OG0000264	n10			HEL_000145-RA	HMEL005640g1.t1					
N6.HOG0000903	OG0000265	n2				HMEL033646g1.t1, HMEL034905g1.t1, HMEL037809g1.t1, HMEL030297g1.t1, HMEL036788g1.t1, HMEL035744g1.t1, HMEL030973g1.t1, HMEL036497g1.t1, HMEL034050g1.t1, HMEL031599g1.t1, HMEL004867g1.t1, HMEL036125g1.t1, HMEL036614g1.t1, HMEL037432g1.t1, HMEL030596g1.t1, HMEL035810g1.t1, HMEL035817g1.t1					
N6.HOG0000904	OG0000265	n21				HMEL035377g1.t1					
N6.HOG0000905	OG0000266	n1				HMEL036228g1.t1					
N6.HOG0000906	OG0000268	n1			HEL_004263-RA	HMEL031524g1.t1					
N6.HOG0000907	OG0000268	n2			HEL_005560-RA, HEL_004374-RA, HEL_005105-RA, HEL_014488-RA, HEL_004744-RA, HEL_004983-RA, HEL_002647-RA, HEL_004377-RA, HEL_004375-RA, HEL_004378-RA, HEL_011605-RA, HEL_011602-RA, HEL_004981-RA, HEL_007244-RA, HEL_012393-RA, HEL_005894-RA, HEL_006197-RA, HEL_005409-RA, HEL_014489-RA, HEL_006196-RA, HEL_009682-RA, HEL_004379-RA	HMEL006418g1.t1					
N6.HOG0000908	OG0000269	n0			HEL_004123-RA	HMEL034080g1.t1, HMEL036775g1.t1, HMEL031551g1.t1, HMEL002686g1.t1, HMEL037308g1.t1, HMEL033889g1.t1, HMEL030305g1.t1, HMEL037417g1.t1, HMEL034989g1.t1, HMEL033779g1.t1, HMEL035623g1.t1, HMEL033341g1.t1, HMEL016538g1.t1, HMEL032594g1.t1, HMEL031421g1.t1, HMEL031271g1.t1, HMEL030855g1.t1, HMEL036318g1.t1, HMEL033342g1.t1, HMEL030550g1.t1, HMEL031420g1.t1, HMEL030628g1.t1					
N6.HOG0000909	OG0000271	n1				HMEL014530g1.t1					
N6.HOG0000910	OG0000271	n5			HEL_002185-RA						
N6.HOG0000911	OG0000272	n2			HEL_003415-RA	HMEL016399g1.t1					
N6.HOG0000912	OG0000273	n1			HEL_004292-RA	HMEL036096g1.t1					
N6.HOG0000913	OG0000273	n12				HMEL036188g1.t1					
N6.HOG0000914	OG0000273	n15				HMEL010388g1.t1					
N6.HOG0000915	OG0000274	n1			HEL_008935-RA	HMEL017818g1.t1					
N6.HOG0000916	OG0000274	n9				HMEL012988g1.t1					
N6.HOG0000917	OG0000275	n2				HMEL036350g1.t1					
N6.HOG0000918	OG0000275	n19				HMEL036349g1.t1					
N6.HOG0000919	OG0000276	n1			HEL_001740-RA	HMEL015436g1.t1					
N6.HOG0000920	OG0000276	n21			HEL_001739-RA						
N6.HOG0000921	OG0000277	n1				HMEL020832g1.t1					
N6.HOG0000922	OG0000277	n10			HEL_010687-RA	HMEL037113g1.t1					
N6.HOG0000923	OG0000277	n15				HMEL021249g1.t1					
N6.HOG0000924	OG0000278	n11			HEL_008176-RA						
N6.HOG0000925	OG0000278	n14			HEL_008178-RA, HEL_008177-RA	HMEL011450g1.t1, HMEL011451g1.t1, HMEL011448g1.t1					
N6.HOG0000926	OG0000278	n18			HEL_001763-RA	HMEL015404g1.t1, HMEL031252g1.t1, HMEL015402g1.t1					
N6.HOG0000927	OG0000279	n5			HEL_011096-RA	HMEL036244g1.t1, HMEL034199g1.t1					
N6.HOG0000928	OG0000279	n13				HMEL013552g1.t1					
N6.HOG0000929	OG0000280	n5			HEL_005821-RA	HMEL036699g1.t1, HMEL036700g1.t1, HMEL036702g1.t1, HMEL036703g1.t1, HMEL036698g1.t1, HMEL036704g1.t1, HMEL008915g1.t1, HMEL008913g1.t1, HMEL036675g1.t1					
N6.HOG0000930	OG0000280	n14			HEL_005819-RA	HMEL022245g1.t1, HMEL015041g1.t1, HMEL015039g1.t1, HMEL015042g1.t1, HMEL015043g1.t1					
N6.HOG0000931	OG0000281	n1			HEL_009096-RA	HMEL012523g1.t1					
N6.HOG0000932	OG0000281	n12				HMEL031686g1.t1					
N6.HOG0000933	OG0000281	n17				HMEL015053g1.t1					
N6.HOG0000934	OG0000282	n14				HMEL008606g1.t1					
N6.HOG0000935	OG0000282	n18				HMEL031992g1.t1					
N6.HOG0000936	OG0000282	n22				HMEL007403g1.t1, HMEL010572g1.t1					
N6.HOG0000937	OG0000283	n1			HEL_013294-RA						
N6.HOG0000938	OG0000283	n12			HEL_013295-RA	HMEL031874g1.t1					
N6.HOG0000939	OG0000284	n2				HMEL003831g1.t1					
N6.HOG0000940	OG0000284	n13			HEL_001551-RA	HMEL011077g1.t1					
N6.HOG0000941	OG0000284	n14			HEL_001550-RA	HMEL005970g1.t1					
N6.HOG0000942	OG0000284	n15			HEL_001552-RA	HMEL003830g1.t1					
N6.HOG0000943	OG0000285	n1			HEL_004245-RA	HMEL036124g1.t1					
N6.HOG0000944	OG0000285	n16				HMEL036123g1.t1, HMEL020702g1.t1, HMEL036130g1.t1					
N6.HOG0000945	OG0000286	n1			HEL_007502-RA, HEL_007508-RA, HEL_007503-RA	HMEL032782g1.t1					
N6.HOG0000946	OG0000286	n11			HEL_007501-RA, HEL_007507-RA, HEL_007504-RA, HEL_007506-RA	HMEL020854g1.t1					
N6.HOG0000947	OG0000287	n8			HEL_008585-RA						
N6.HOG0000948	OG0000287	n15			HEL_013729-RA	HMEL008837g1.t1					
N6.HOG0000949	OG0000288	n0				HMEL036767g1.t1, HMEL036769g1.t1					
N6.HOG0000950	OG0000289	n1				HMEL032753g1.t1					
N6.HOG0000951	OG0000289	n9				HMEL022404g1.t1					
N6.HOG0000952	OG0000289	n15			HEL_007429-RA						
N6.HOG0000953	OG0000290	n2			HEL_000158-RA	HMEL013798g1.t1					
N6.HOG0000954	OG0000290	n10			HEL_000011-RA						
N6.HOG0000955	OG0000290	n13			HEL_000012-RA	HMEL006528g1.t1					
N6.HOG0000956	OG0000290	n14			HEL_000013-RA	HMEL020240g1.t1, HMEL022220g1.t1					
N6.HOG0000957	OG0000290	n16			HEL_000067-RA	HMEL032006g1.t1					
N6.HOG0000958	OG0000291	n0			HEL_013432-RA	HMEL021462g1.t1, HMEL032703g1.t1					
N6.HOG0000959	OG0000292	n0			HEL_007249-RA	HMEL003453-RA, HMEL026014g1.t1, HMEL026015g1.t1, HMEL003682-RA					
N6.HOG0000960	OG0000293	n1			HEL_012051-RA	HMEL013993g1.t1					
N6.HOG0000961	OG0000293	n10			HEL_012053-RA	HMEL018089g1.t1					
N6.HOG0000962	OG0000293	n16			HEL_011068-RA	HMEL006907g1.t1					
N6.HOG0000963	OG0000294	n2			HEL_010685-RA	HMEL037112g1.t1					
N6.HOG0000964	OG0000294	n11			HEL_010684-RA	HMEL037111g1.t1					
N6.HOG0000965	OG0000295	n6			HEL_008506-RA	HMEL004243g1.t1					
N6.HOG0000966	OG0000295	n16			HEL_008507-RA	HMEL004244g1.t1					
N6.HOG0000967	OG0000296	n12			HEL_011660-RA						
N6.HOG0000968	OG0000296	n13			HEL_011661-RA						
N6.HOG0000969	OG0000297	n12				HMEL016004g1.t1					
N6.HOG0000970	OG0000299	n0			HEL_005766-RA	HMEL032698g1.t1, HMEL031987g1.t1, HMEL037709g1.t1, HMEL034448g1.t1, HMEL038096g1.t1, HMEL032261g1.t1, HMEL034970g1.t1, HMEL034743g1.t1, HMEL033533g1.t1, HMEL032580g1.t1, HMEL021604g1.t1, HMEL036184g1.t1, HMEL037038g1.t1, HMEL031565g1.t1, HMEL034730g1.t1, HMEL032459g1.t1, HMEL033496g1.t1, HMEL036673g1.t1, HMEL033729g1.t1, HMEL032587g1.t1, HMEL003420g1.t1					
N6.HOG0000971	OG0000300	n0			HEL_010524-RA						
N6.HOG0000972	OG0000301	n0				HMEL030437g1.t1, HMEL034157g1.t1, HMEL030812g1.t1, HMEL031579g1.t1, HMEL030766g1.t1, HMEL032099g1.t1, HMEL034112g1.t1, HMEL035066g1.t1, HMEL036288g1.t1, HMEL034314g1.t1, HMEL033750g1.t1, HMEL034313g1.t1, HMEL030692g1.t1, HMEL032454g1.t1, HMEL030750g1.t1, HMEL034827g1.t1, HMEL038147g1.t1, HMEL035915g1.t1, HMEL038231g1.t1, HMEL034515g1.t1, HMEL034247g1.t1, HMEL034828g1.t1, HMEL010090g1.t1, HMEL030762g1.t1					
N6.HOG0000973	OG0000302	n10				HMEL016862g1.t1, HMEL031202g1.t1					
N6.HOG0000974	OG0000303	n16			HEL_000690-RA	HMEL037450g1.t1					
N6.HOG0000975	OG0000304	n5			HEL_010171-RA	HMEL034889g1.t1, HMEL034887g1.t1, HMEL034892g1.t1, HMEL010695g1.t1, HMEL010694g1.t1, HMEL034899g1.t1					
N6.HOG0000976	OG0000305	n1			HEL_001926-RA	HMEL009472g1.t1					
N6.HOG0000977	OG0000305	n12			HEL_001917-RA	HMEL009482g1.t1					
N6.HOG0000978	OG0000305	n18			HEL_001925-RA	HMEL009477g1.t1, HMEL009478g1.t1					
N6.HOG0000979	OG0000306	n2			HEL_005082-RA, HEL_005080-RA						
N6.HOG0000980	OG0000306	n4			HEL_005083-RA	HMEL037818g1.t1, HMEL021553g1.t1					
N6.HOG0000981	OG0000306	n13			HEL_005084-RA	HMEL037828g1.t1, HMEL021159g1.t1					
N6.HOG0000982	OG0000307	n1			HEL_004043-RA, HEL_004065-RA	HMEL010169g1.t1					
N6.HOG0000983	OG0000307	n11			HEL_007406-RA	HMEL020957g1.t1					
N6.HOG0000984	OG0000307	n13				HMEL014821g1.t1					
N6.HOG0000985	OG0000308	n1			HEL_002742-RA, HEL_002740-RA, HEL_014448-RA	HMEL032406g1.t1					
N6.HOG0000986	OG0000308	n11			HEL_002741-RA	HMEL012513g1.t1					
N6.HOG0000987	OG0000309	n2			HEL_005659-RA						
N6.HOG0000988	OG0000309	n9			HEL_005658-RA						
N6.HOG0000989	OG0000309	n10			HEL_005654-RA	HMEL016015g1.t1					
N6.HOG0000990	OG0000309	n13			HEL_005657-RA						
N6.HOG0000991	OG0000310	n1			HEL_012424-RA	HMEL009639g1.t1					
N6.HOG0000992	OG0000310	n21			HEL_012425-RA						
N6.HOG0000993	OG0000311	n1				HMEL010989g1.t1					
N6.HOG0000994	OG0000311	n10			HEL_006392-RA	HMEL010990-RA					
N6.HOG0000995	OG0000312	n1			HEL_006537-RA, HEL_006539-RA	HMEL032528g1.t1					
N6.HOG0000996	OG0000312	n11			HEL_006536-RA	HMEL032527g1.t1					
N6.HOG0000997	OG0000313	n8			HEL_004330-RA, HEL_004332-RA	HMEL025034-RA					
N6.HOG0000998	OG0000313	n11			HEL_004331-RA	HMEL025000-RA					
N6.HOG0000999	OG0000314	n0			HEL_008306-RA	HMEL014051g1.t1					
N6.HOG0001000	OG0000315	n1			HEL_011161-RA	HMEL010224-RA					
N6.HOG0001001	OG0000315	n9			HEL_011160-RA	HMEL022602-RA					
N6.HOG0001002	OG0000315	n10			HEL_011158-RA	HMEL010227-RA, HMEL010228-RA					
N6.HOG0001003	OG0000316	n13			HEL_013709-RA						
N6.HOG0001004	OG0000317	n1			HEL_013326-RA	HMEL007737g1.t1					
N6.HOG0001005	OG0000317	n15			HEL_000116-RA	HMEL032029g1.t1					
N6.HOG0001006	OG0000317	n18				HMEL032030g1.t1					
N6.HOG0001007	OG0000318	n6			HEL_014401-RA, HEL_014400-RA	HMEL015525g1.t1					
N6.HOG0001008	OG0000318	n12			HEL_014578-RA	HMEL013944g1.t1					
N6.HOG0001009	OG0000318	n14			HEL_014582-RA, HEL_014581-RA, HEL_014583-RA	HMEL013949g1.t1					
N6.HOG0001010	OG0000318	n17			HEL_014197-RA	HMEL008611g1.t1, HMEL013953g1.t1, HMEL033188g1.t1					
N6.HOG0001011	OG0000319	n1			HEL_000676-RA	HMEL015887g1.t1					
N6.HOG0001012	OG0000319	n12				HMEL015886g1.t1					
N6.HOG0001013	OG0000320	n1			HEL_010924-RA	HMEL031925g1.t1					
N6.HOG0001014	OG0000320	n10			HEL_010664-RA	HMEL007969g1.t1, HMEL037094g1.t1					
N6.HOG0001015	OG0000320	n12			HEL_010666-RA, HEL_010668-RA, HEL_010665-RA	HMEL021786g1.t1					
N6.HOG0001016	OG0000321	n1			HEL_004732-RA	HMEL004229g1.t1					
N6.HOG0001017	OG0000321	n15			HEL_004707-RA, HEL_004706-RA						
N6.HOG0001018	OG0000322	n6			HEL_001809-RA						
N6.HOG0001019	OG0000322	n20			HEL_001810-RA						
N6.HOG0001020	OG0000323	n1			HEL_014073-RA	HMEL022659-RA					
N6.HOG0001021	OG0000323	n13			HEL_014076-RA	HMEL022636-RA					
N6.HOG0001022	OG0000323	n18			HEL_014074-RA	HMEL022658-RA					
N6.HOG0001023	OG0000324	n6				HMEL021450g1.t1					
N6.HOG0001024	OG0000324	n9			HEL_003817-RA, HEL_003813-RA	HMEL038115g1.t1					
N6.HOG0001025	OG0000325	n0				HMEL032356g1.t1					
N6.HOG0001026	OG0000326	n1			HEL_012202-RA	HMEL011973g1.t1					
N6.HOG0001027	OG0000327	n9			HEL_001423-RA	HMEL031101g1.t1					
N6.HOG0001028	OG0000327	n14			HEL_001425-RA	HMEL031102g1.t1, HMEL031100g1.t1					
N6.HOG0001029	OG0000328	n2			HEL_013149-RA	HMEL011073g1.t1, HMEL003155g1.t1					
N6.HOG0001030	OG0000328	n16				HMEL033327g1.t1					
N6.HOG0001031	OG0000329	n1				HMEL006733g1.t1					
N6.HOG0001032	OG0000329	n15			HEL_000994-RA	HMEL037608g1.t1, HMEL003670g1.t1					
N6.HOG0001033	OG0000330	n4			HEL_007053-RA	HMEL008824g1.t1					
N6.HOG0001034	OG0000331	n1			HEL_012372-RA	HMEL011767g1.t1, HMEL021459g1.t1					
N6.HOG0001035	OG0000331	n10			HEL_012872-RA	HMEL009100g1.t1					
N6.HOG0001036	OG0000332	n4			HEL_002946-RA	HMEL022573g1.t1, HMEL015921g1.t1, HMEL015920-RA					
N6.HOG0001037	OG0000332	n7			HEL_002942-RA	HMEL003711-RA					
N6.HOG0001038	OG0000332	n13			HEL_002943-RA	HMEL015914-RA					
N6.HOG0001039	OG0000332	n14			HEL_013998-RA	HMEL015917-RA, HMEL015916-RA					
N6.HOG0001040	OG0000332	n16			HEL_002944-RA, HEL_002945-RA	HMEL015918-RA					
N6.HOG0001041	OG0000332	n18			HEL_013997-RA	HMEL018118g1.t1					
N6.HOG0001042	OG0000332	n19			HEL_002947-RA	HMEL015922g1.t1					
N6.HOG0001043	OG0000333	n1			HEL_003199-RA	HMEL011985g1.t1					
N6.HOG0001044	OG0000333	n10			HEL_003196-RA	HMEL033075g1.t1					
N6.HOG0001045	OG0000333	n18			HEL_003198-RA, HEL_003197-RA						
N6.HOG0001046	OG0000334	n10			HEL_013082-RA						
N6.HOG0001047	OG0000334	n14			HEL_013085-RA	HMEL014009g1.t1					
N6.HOG0001048	OG0000334	n18			HEL_013084-RA	HMEL035988g1.t1					
N6.HOG0001049	OG0000334	n19			HEL_013086-RA, HEL_013089-RA	HMEL014008g1.t1					
N6.HOG0001050	OG0000334	n21			HEL_013088-RA, HEL_013083-RA						
N6.HOG0001051	OG0000335	n5				HMEL012335g1.t1					
N6.HOG0001052	OG0000335	n7				HMEL031708g1.t1					
N6.HOG0001053	OG0000335	n10			HEL_011961-RA						
N6.HOG0001054	OG0000335	n11			HEL_011962-RA	HMEL012334g1.t1					
N6.HOG0001055	OG0000336	n3			HEL_004463-RA	HMEL017107g1.t1					
N6.HOG0001056	OG0000336	n10			HEL_004465-RA, HEL_004464-RA	HMEL006217g1.t1					
N6.HOG0001057	OG0000337	n1			HEL_008472-RA	HMEL003541g1.t1					
N6.HOG0001058	OG0000337	n12			HEL_008473-RA	HMEL003546g1.t1					
N6.HOG0001059	OG0000338	n0				HMEL034190g1.t1, HMEL021337g1.t1, HMEL035399g1.t1, HMEL031544g1.t1, HMEL030052g1.t1, HMEL033440g1.t1, HMEL037327g1.t1, HMEL035863g1.t1, HMEL033675g1.t1, HMEL037332g1.t1, HMEL035419g1.t1, HMEL035876g1.t1, HMEL037330g1.t1, HMEL036925g1.t1, HMEL031542g1.t1, HMEL031541g1.t1, HMEL032586g1.t1, HMEL031543g1.t1, HMEL032532g1.t1, HMEL032349g1.t1, HMEL034976g1.t1, HMEL037328g1.t1, HMEL037329g1.t1					
N6.HOG0001060	OG0000339	n0				HMEL035839g1.t1, HMEL031569g1.t1, HMEL037863g1.t1, HMEL031567g1.t1, HMEL006818g1.t1, HMEL033216g1.t1, HMEL032997g1.t1, HMEL035858g1.t1, HMEL034091g1.t1, HMEL033179g1.t1, HMEL034445g1.t1, HMEL033929g1.t1, HMEL030015g1.t1, HMEL030069g1.t1, HMEL030416g1.t1, HMEL031546g1.t1, HMEL037333g1.t1, HMEL030813g1.t1, HMEL030879g1.t1, HMEL030059g1.t1, HMEL035709g1.t1, HMEL032022g1.t1, HMEL035837g1.t1					
N6.HOG0001061	OG0000341	n1				HMEL009426-RA					
N6.HOG0001062	OG0000341	n8				HMEL009425g1.t1					
N6.HOG0001063	OG0000341	n13				HMEL033288g1.t1					
N6.HOG0001064	OG0000342	n8			HEL_000404-RA	HMEL036439g1.t1, HMEL007960g1.t1					
N6.HOG0001065	OG0000343	n2				HMEL037223g1.t1					
N6.HOG0001066	OG0000343	n20				HMEL035425g1.t1					
N6.HOG0001067	OG0000344	n6				HMEL031167g1.t1					
N6.HOG0001068	OG0000344	n10				HMEL034746g1.t1					
N6.HOG0001069	OG0000344	n11				HMEL035903g1.t1					
N6.HOG0001070	OG0000345	n1			HEL_005334-RA	HMEL014784g1.t1					
N6.HOG0001071	OG0000345	n10			HEL_006087-RA	HMEL002932g1.t1					
N6.HOG0001072	OG0000346	n0			HEL_005381-RA	HMEL006067g1.t1					
N6.HOG0001073	OG0000347	n4			HEL_013880-RA						
N6.HOG0001074	OG0000347	n13			HEL_013881-RA						
N6.HOG0001075	OG0000349	n1			HEL_004068-RA	HMEL008720g1.t1, HMEL030551g1.t1					
N6.HOG0001076	OG0000349	n13				HMEL014817g1.t1					
N6.HOG0001077	OG0000351	n1			HEL_012430-RA	HMEL030726g1.t1					
N6.HOG0001078	OG0000351	n14				HMEL030725g1.t1					
N6.HOG0001079	OG0000352	n3			HEL_005174-RA	HMEL037898g1.t1					
N6.HOG0001080	OG0000352	n10			HEL_004106-RA, HEL_004109-RA						
N6.HOG0001081	OG0000352	n13				HMEL008126g1.t1					
N6.HOG0001082	OG0000353	n0			HEL_006407-RA	HMEL013813g1.t1					
N6.HOG0001083	OG0000354	n1			HEL_011353-RA	HMEL037383g1.t1					
N6.HOG0001084	OG0000354	n9			HEL_011354-RA	HMEL037384g1.t1					
N6.HOG0001085	OG0000354	n12			HEL_011322-RA	HMEL037373g1.t1					
N6.HOG0001086	OG0000355	n19			HEL_013959-RA	HMEL010740g1.t1					
N6.HOG0001087	OG0000355	n20			HEL_011239-RA						
N6.HOG0001088	OG0000356	n1			HEL_014036-RA	HMEL002622g1.t1					
N6.HOG0001089	OG0000356	n9			HEL_014032-RA, HEL_014031-RA, HEL_014030-RA	HMEL011720g1.t1, HMEL033921g1.t1					
N6.HOG0001090	OG0000357	n4				HMEL006419g1.t1					
N6.HOG0001091	OG0000358	n5				HMEL020798g1.t1, HMEL037874g1.t1					
N6.HOG0001092	OG0000358	n14			HEL_010606-RA	HMEL014680g1.t1, HMEL014681g1.t1					
N6.HOG0001093	OG0000358	n16			HEL_010607-RA	HMEL014682g1.t1					
N6.HOG0001094	OG0000359	n1			HEL_004834-RA, HEL_004833-RA	HMEL007530g1.t1					
N6.HOG0001095	OG0000359	n13			HEL_004835-RA						
N6.HOG0001096	OG0000360	n1			HEL_014397-RA	HMEL015521g1.t1					
N6.HOG0001097	OG0000360	n20			HEL_009879-RA	HMEL008316g1.t1					
N6.HOG0001098	OG0000361	n7				HMEL015381-RA					
N6.HOG0001099	OG0000361	n8			HEL_006928-RA	HMEL015380-RA, HMEL015379-RA					
N6.HOG0001100	OG0000361	n13			HEL_006932-RA	HMEL015382-RA					
N6.HOG0001101	OG0000362	n4			HEL_004203-RA	HMEL036042g1.t1					
N6.HOG0001102	OG0000362	n13			HEL_004209-RA	HMEL036053g1.t1					
N6.HOG0001103	OG0000363	n6			HEL_014082-RA	HMEL012022g1.t1					
N6.HOG0001104	OG0000363	n8			HEL_014088-RA	HMEL012315g1.t1					
N6.HOG0001105	OG0000363	n9			HEL_014083-RA	HMEL012021g1.t1, HMEL020440g1.t1, HMEL032232g1.t1, HMEL032233g1.t1					
N6.HOG0001106	OG0000364	n1			HEL_013129-RA	HMEL002128g1.t1					
N6.HOG0001107	OG0000364	n9			HEL_013128-RA	HMEL002127g1.t1					
N6.HOG0001108	OG0000365	n0			HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA	HMEL017162-RA, HMEL017161-RA					
N6.HOG0001109	OG0000366	n10			HEL_001304-RA	HMEL031058g1.t1					
N6.HOG0001110	OG0000367	n1			HEL_000070-RA	HMEL032018g1.t1					
N6.HOG0001111	OG0000367	n16				HMEL008634g1.t1					
N6.HOG0001112	OG0000367	n18			HEL_000071-RA	HMEL032027g1.t1, HMEL007270g1.t1					
N6.HOG0001113	OG0000368	n5				HMEL011109g1.t1					
N6.HOG0001114	OG0000369	n1			HEL_008426-RA	HMEL033418g1.t1					
N6.HOG0001115	OG0000369	n12			HEL_008427-RA	HMEL017610g1.t1					
N6.HOG0001116	OG0000370	n3				HMEL036458g1.t1					
N6.HOG0001117	OG0000371	n3			HEL_003080-RA	HMEL012837g1.t1					
N6.HOG0001118	OG0000372	n0				HMEL036066g1.t1, HMEL032524g1.t1, HMEL030357g1.t1, HMEL033317g1.t1, HMEL036786g1.t1, HMEL032920g1.t1, HMEL030312g1.t1, HMEL035471g1.t1, HMEL033512g1.t1, HMEL005332g1.t1, HMEL010323g1.t1, HMEL033356g1.t1, HMEL031201g1.t1, HMEL034763g1.t1, HMEL032381g1.t1, HMEL034308g1.t1, HMEL034586g1.t1, HMEL034290g1.t1, HMEL038181g1.t1, HMEL032598g1.t1, HMEL030399g1.t1					
N6.HOG0001119	OG0000375	n8			HEL_004139-RA, HEL_014515-RA						
N6.HOG0001120	OG0000375	n10			HEL_014516-RA	HMEL013469g1.t1, HMEL013465g1.t1					
N6.HOG0001121	OG0000375	n13			HEL_014514-RA						
N6.HOG0001122	OG0000375	n15				HMEL013468g1.t1					
N6.HOG0001123	OG0000376	n1				HMEL014789g1.t1					
N6.HOG0001124	OG0000376	n9				HMEL013034g1.t1					
N6.HOG0001125	OG0000376	n14			HEL_005338-RA						
N6.HOG0001126	OG0000376	n16			HEL_012625-RA						
N6.HOG0001127	OG0000377	n1			HEL_003472-RA	HMEL018014g1.t1					
N6.HOG0001128	OG0000378	n1				HMEL031464g1.t1					
N6.HOG0001129	OG0000378	n12			HEL_008873-RA	HMEL017532g1.t1					
N6.HOG0001130	OG0000379	n3			HEL_003454-RA						
N6.HOG0001131	OG0000379	n7				HMEL031497g1.t1					
N6.HOG0001132	OG0000379	n12			HEL_003429-RA	HMEL008582g1.t1					
N6.HOG0001133	OG0000380	n2			HEL_003444-RA	HMEL015907g1.t1					
N6.HOG0001134	OG0000380	n10			HEL_003445-RA	HMEL015905g1.t1					
N6.HOG0001135	OG0000381	n4			HEL_000801-RA	HMEL037493g1.t1					
N6.HOG0001136	OG0000381	n5			HEL_000800-RA, HEL_000799-RA	HMEL005780g1.t1					
N6.HOG0001137	OG0000381	n13				HMEL014506g1.t1					
N6.HOG0001138	OG0000382	n1			HEL_000750-RA	HMEL004442g1.t1					
N6.HOG0001139	OG0000382	n9			HEL_000742-RA	HMEL008907g1.t1					
N6.HOG0001140	OG0000382	n16			HEL_000746-RA						
N6.HOG0001141	OG0000382	n18			HEL_000747-RA, HEL_000744-RA	HMEL008908g1.t1					
N6.HOG0001142	OG0000383	n5				HMEL036383g1.t1					
N6.HOG0001143	OG0000383	n6			HEL_007323-RA	HMEL036382g1.t1					
N6.HOG0001144	OG0000383	n11			HEL_007216-RA	HMEL017422g1.t1					
N6.HOG0001145	OG0000384	n1			HEL_005013-RA, HEL_005015-RA	HMEL016579g1.t1					
N6.HOG0001146	OG0000384	n11			HEL_005014-RA, HEL_005012-RA	HMEL008743g1.t1					
N6.HOG0001147	OG0000385	n18			HEL_012592-RA, HEL_012593-RA	HMEL007092g1.t1					
N6.HOG0001148	OG0000386	n6				HMEL030482g1.t1					
N6.HOG0001149	OG0000387	n4			HEL_003565-RA	HMEL014455g1.t1					
N6.HOG0001150	OG0000388	n4			HEL_006487-RA						
N6.HOG0001151	OG0000388	n5			HEL_006486-RA	HMEL032501g1.t1					
N6.HOG0001152	OG0000388	n9			HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA	HMEL011894g1.t1					
N6.HOG0001153	OG0000389	n5			HEL_009419-RA	HMEL032844g1.t1, HMEL036540g1.t1					
N6.HOG0001154	OG0000389	n13			HEL_009418-RA	HMEL021499g1.t1					
N6.HOG0001155	OG0000390	n17			HEL_008827-RA						
N6.HOG0001156	OG0000390	n19			HEL_008825-RA						
N6.HOG0001157	OG0000391	n8			HEL_012057-RA	HMEL016167g1.t1					
N6.HOG0001158	OG0000391	n15			HEL_000686-RA	HMEL013752g1.t1					
N6.HOG0001159	OG0000391	n16			HEL_000688-RA, HEL_000687-RA	HMEL016348g1.t1					
N6.HOG0001160	OG0000392	n9			HEL_013020-RA						
N6.HOG0001161	OG0000392	n12			HEL_013021-RA						
N6.HOG0001162	OG0000392	n13			HEL_013022-RA	HMEL011533g1.t1					
N6.HOG0001163	OG0000393	n0				HMEL017783g1.t1					
N6.HOG0001164	OG0000394	n1				HMEL034523g1.t1, HMEL034570g1.t1, HMEL034183g1.t1					
N6.HOG0001165	OG0000394	n9				HMEL037548g1.t1					
N6.HOG0001166	OG0000394	n13				HMEL036031g1.t1, HMEL036574g1.t1, HMEL037379g1.t1					
N6.HOG0001167	OG0000395	n1			HEL_005769-RA	HMEL016049g1.t1					
N6.HOG0001168	OG0000395	n11			HEL_013606-RA						
N6.HOG0001169	OG0000395	n13			HEL_013605-RA	HMEL036810g1.t1					
N6.HOG0001170	OG0000397	n0				HMEL020651g1.t1					
N6.HOG0001171	OG0000398	n1			HEL_013027-RA, HEL_013026-RA	HMEL037237g1.t1					
N6.HOG0001172	OG0000398	n14			HEL_013024-RA	HMEL037236g1.t1					
N6.HOG0001173	OG0000399	n3			HEL_009946-RA, HEL_009947-RA	HMEL010191g1.t1					
N6.HOG0001174	OG0000399	n13			HEL_009940-RA, HEL_009954-RA, HEL_009948-RA	HMEL010190g1.t1					
N6.HOG0001175	OG0000400	n11			HEL_005522-RA	HMEL006740g1.t1					
N6.HOG0001176	OG0000400	n17			HEL_005521-RA	HMEL006739g1.t1					
N6.HOG0001177	OG0000401	n1				HMEL020402g1.t1					
N6.HOG0001178	OG0000402	n1			HEL_001087-RA	HMEL037662g1.t1					
N6.HOG0001179	OG0000402	n12			HEL_001086-RA	HMEL007361g1.t1					
N6.HOG0001180	OG0000403	n3			HEL_000023-RA						
N6.HOG0001181	OG0000403	n13			HEL_000021-RA	HMEL031991g1.t1					
