HOG	OG	Gene Tree Parent Clade	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
N7.HOG0003918	OG0002477	n0								Vcard_DToL07046-RA	XP_026484231.1, XP_026484232.1
N7.HOG0003919	OG0002478	n0									XP_026494125.1
N7.HOG0003920	OG0002479	n0								Vcard_DToL16087-RA	XP_026498838.1
N7.HOG0003921	OG0002480	n0									XP_026492246.1
N7.HOG0003922	OG0002481	n0								Vcard_DToL16115-RA	XP_026498707.1
N7.HOG0003923	OG0002482	n0								Vcard_DToL09577-RA	XP_026492303.1, XP_026492302.1
N7.HOG0003924	OG0002483	n5									XP_026494399.1
N7.HOG0003925	OG0002483	n8								Vcard_DToL14614-RA	
N7.HOG0003926	OG0002484	n0								Vcard_DToL15060-RA, Vcard_DToL15059-RA	XP_026500209.1
N7.HOG0003927	OG0002485	n0								Vcard_DToL18566-RA	XP_026501243.1
N7.HOG0003928	OG0002486	n6									XP_026495829.1
N7.HOG0003929	OG0002487	n0								Vcard_DToL06156-RA	XP_026488569.1
N7.HOG0003930	OG0002488	n9								Vcard_DToL18408-RA	XP_026483560.1
N7.HOG0003931	OG0002489	n3									XP_026485598.1
N7.HOG0003932	OG0002489	n5								Vcard_DToL10594-RA	
N7.HOG0003933	OG0002490	n0								Vcard_DToL10240-RA	XP_026493320.1, XP_026493321.1
N7.HOG0003934	OG0002491	n4								Vcard_DToL13461-RA	
N7.HOG0003935	OG0002491	n6								Vcard_DToL13463-RA	XP_026490986.1
N7.HOG0003936	OG0002492	n0								Vcard_DToL11208-RA	XP_026494644.1
N7.HOG0003937	OG0002493	n0								Vcard_DToL16503-RA	XP_026499354.1
N7.HOG0003938	OG0002494	n9								Vcard_DToL17619-RA	XP_026483628.1
N7.HOG0003939	OG0002495	n0								Vcard_DToL00998-RA	XP_026497923.1
N7.HOG0003940	OG0002496	n6								Vcard_DToL17622-RA	
N7.HOG0003941	OG0002496	n7								Vcard_DToL17620-RA	
N7.HOG0003942	OG0002497	n4								Vcard_DToL04910-RA	
N7.HOG0003943	OG0002497	n7								Vcard_DToL04907-RA	
N7.HOG0003944	OG0002498	n8								Vcard_DToL18582-RA	
N7.HOG0003945	OG0002498	n9								Vcard_DToL18581-RA	
N7.HOG0003946	OG0002499	n0								Vcard_DToL15956-RA	XP_026490233.1
N7.HOG0003947	OG0002500	n2								Vcard_DToL16501-RA	XP_026499338.1
N7.HOG0003948	OG0002500	n9								Vcard_DToL16497-RA	
N7.HOG0003949	OG0002501	n0								Vcard_DToL04163-RA	XP_026487161.1
N7.HOG0003950	OG0002502	n0								Vcard_DToL01003-RA	XP_026497920.1
N7.HOG0003951	OG0002503	n0								Vcard_DToL14956-RA	XP_026500180.1
N7.HOG0003952	OG0002504	n0								Vcard_DToL03195-RA	XP_026496384.1
N7.HOG0003953	OG0002505	n0								Vcard_DToL18579-RA	XP_026499325.1, XP_026486540.1, XP_026486490.1
N7.HOG0003954	OG0002506	n0								Vcard_DToL13456-RA	XP_026491061.1
N7.HOG0003955	OG0002507	n0								Vcard_DToL01016-RA, Vcard_DToL01015-RA, Vcard_DToL01014-RA	XP_026497935.1
N7.HOG0003956	OG0002508	n9								Vcard_DToL04167-RA	XP_026487195.1
N7.HOG0003957	OG0002509	n0								Vcard_DToL14957-RA	XP_026500163.1
N7.HOG0003958	OG0002510	n0								Vcard_DToL18573-RA	XP_026486485.1
N7.HOG0003959	OG0002511	n4								Vcard_DToL12779-RA	
N7.HOG0003960	OG0002511	n7								Vcard_DToL12780-RA	
N7.HOG0003961	OG0002512	n3								Vcard_DToL06911-RA	
N7.HOG0003962	OG0002512	n9								Vcard_DToL06909-RA	
N7.HOG0003963	OG0002513	n0								Vcard_DToL14960-RA	XP_026500146.1
N7.HOG0003964	OG0002514	n0								Vcard_DToL11189-RA	XP_026494624.1, XP_026494622.1, XP_026494625.1
N7.HOG0003965	OG0002515	n0								Vcard_DToL16489-RA, Vcard_DToL16490-RA	XP_026499364.1
N7.HOG0003966	OG0002516	n0								Vcard_DToL13450-RA, Vcard_DToL13449-RA	XP_026491168.1, XP_026491160.1
N7.HOG0003967	OG0002517	n0								Vcard_DToL17647-RA	XP_026490579.1
N7.HOG0003968	OG0002518	n0								Vcard_DToL09566-RA	XP_026492248.1, XP_026492314.1
N7.HOG0003969	OG0002519	n4								Vcard_DToL01954-RA	
N7.HOG0003970	OG0002519	n5								Vcard_DToL01955-RA	
N7.HOG0003971	OG0002520	n6								Vcard_DToL03478-RA	
N7.HOG0003972	OG0002521	n2									XP_026490240.1
N7.HOG0003973	OG0002521	n7								Vcard_DToL15947-RA	
N7.HOG0003974	OG0002522	n2								Vcard_DToL12343-RA	XP_026499238.1
N7.HOG0003975	OG0002523	n0								Vcard_DToL10569-RA	XP_026485602.1
N7.HOG0003976	OG0002524	n0								Vcard_DToL15269-RA	XP_026497361.1
N7.HOG0003977	OG0002525	n1								Vcard_DToL01228-RA	XP_026493687.1
N7.HOG0003978	OG0002526	n0								Vcard_DToL06605-RA	XP_026500354.1
N7.HOG0003979	OG0002527	n2									XP_026501717.1
N7.HOG0003980	OG0002528	n0								Vcard_DToL17662-RA, Vcard_DToL17663-RA	XP_026490630.1
N7.HOG0003981	OG0002530	n0								Vcard_DToL01044-RA	XP_026497837.1
N7.HOG0003982	OG0002531	n0								Vcard_DToL18171-RA	XP_026489376.1
N7.HOG0003983	OG0002532	n0								Vcard_DToL06615-RA	XP_026488865.1
N7.HOG0003984	OG0002533	n0								Vcard_DToL06103-RA	XP_026487308.1, XP_026487310.1
N7.HOG0003985	OG0002534	n9								Vcard_DToL12331-RA	XP_026499261.1
N7.HOG0003986	OG0002535	n6								Vcard_DToL13441-RA	
N7.HOG0003987	OG0002536	n3								Vcard_DToL15248-RA	
N7.HOG0003988	OG0002536	n6								Vcard_DToL15249-RA	XP_026497282.1
N7.HOG0003989	OG0002537	n6								Vcard_DToL03504-RA	XP_026491206.1
N7.HOG0003990	OG0002537	n7								Vcard_DToL03503-RA	XP_026491028.1
N7.HOG0003991	OG0002538	n0								Vcard_DToL12322-RA	XP_026499225.1
N7.HOG0003992	OG0002539	n0								Vcard_DToL16464-RA	XP_026499394.1
N7.HOG0003993	OG0002540	n0								Vcard_DToL07223-RA	XP_026496909.1, XP_026496907.1, XP_026496908.1
N7.HOG0003994	OG0002541	n0								Vcard_DToL00176-RA	XP_026500289.1
N7.HOG0003995	OG0002542	n3								Vcard_DToL18596-RA	XP_026486546.1
N7.HOG0003996	OG0002543	n0								Vcard_DToL08847-RA, Vcard_DToL08850-RA	XP_026494836.1
N7.HOG0003997	OG0002544	n5								Vcard_DToL14889-RA	XP_026490952.1
N7.HOG0003998	OG0002545	n5								Vcard_DToL06099-RA	XP_026488532.1
N7.HOG0003999	OG0002546	n0								Vcard_DToL09937-RA	XP_026493064.1, XP_026493063.1
N7.HOG0004000	OG0002547	n2								Vcard_DToL08841-RA	
N7.HOG0004001	OG0002547	n3								Vcard_DToL08842-RA	XP_026495343.1
N7.HOG0004002	OG0002548	n0								Vcard_DToL04188-RA	XP_026488262.1, XP_026488261.1
N7.HOG0004003	OG0002549	n0								Vcard_DToL16954-RA	XP_026486830.1
N7.HOG0004004	OG0002550	n5								Vcard_DToL12879-RA	
N7.HOG0004005	OG0002551	n0								Vcard_DToL06591-RA	XP_026483736.1, XP_026483727.1
N7.HOG0004006	OG0002552	n5								Vcard_DToL02313-RA	
N7.HOG0004007	OG0002552	n8								Vcard_DToL02314-RA	
N7.HOG0004008	OG0002553	n6								Vcard_DToL08250-RA	
N7.HOG0004009	OG0002554	n0								Vcard_DToL13988-RA	XP_026491862.1
N7.HOG0004010	OG0002555	n0								Vcard_DToL06558-RA	XP_026500679.1
N7.HOG0004011	OG0002556	n0								Vcard_DToL11938-RA	XP_026486851.1, XP_026486852.1, XP_026486850.1
N7.HOG0004012	OG0002557	n0								Vcard_DToL01995-RA	XP_026485131.1, XP_026485130.1
N7.HOG0004013	OG0002558	n0								Vcard_DToL01325-RA	XP_026497110.1
N7.HOG0004014	OG0002559	n0								Vcard_DToL06085-RA	XP_026487280.1
N7.HOG0004015	OG0002560	n0								Vcard_DToL01092-RA	XP_026497859.1
N7.HOG0004016	OG0002562	n0								Vcard_DToL07245-RA	XP_026496634.1
N7.HOG0004017	OG0002563	n0								Vcard_DToL15925-RA	XP_026487152.1
N7.HOG0004018	OG0002564	n0								Vcard_DToL15213-RA	XP_026497552.1
N7.HOG0004019	OG0002565	n0								Vcard_DToL18111-RA	XP_026489431.1
N7.HOG0004020	OG0002566	n8								Vcard_DToL12892-RA	
N7.HOG0004021	OG0002566	n9								Vcard_DToL12889-RA	
N7.HOG0004022	OG0002567	n2								Vcard_DToL09915-RA	
N7.HOG0004023	OG0002567	n3								Vcard_DToL09916-RA	XP_026493463.1
N7.HOG0004024	OG0002568	n0								Vcard_DToL14870-RA, Vcard_DToL14869-RA	XP_026490995.1, XP_026490996.1
N7.HOG0004025	OG0002569	n0								Vcard_DToL09531-RA	XP_026492355.1
N7.HOG0004026	OG0002570	n0								Vcard_DToL08824-RA	XP_026495363.1, XP_026495362.1
N7.HOG0004027	OG0002571	n0								Vcard_DToL08823-RA	XP_026495367.1, XP_026495366.1
N7.HOG0004028	OG0002572	n3									XP_026489203.1
N7.HOG0004029	OG0002572	n7								Vcard_DToL11932-RA	
N7.HOG0004030	OG0002573	n0									XP_026483149.1
N7.HOG0004031	OG0002574	n0								Vcard_DToL02003-RA	XP_026485091.1
N7.HOG0004032	OG0002575	n3								Vcard_DToL14858-RA	XP_026490969.1
N7.HOG0004033	OG0002576	n0								Vcard_DToL06061-RA	XP_026487824.1
N7.HOG0004034	OG0002577	n0								Vcard_DToL06552-RA	XP_026500853.1
N7.HOG0004035	OG0002578	n0								Vcard_DToL03521-RA	XP_026491545.1, XP_026491544.1
N7.HOG0004036	OG0002579	n6								Vcard_DToL18136-RA	
N7.HOG0004037	OG0002580	n4								Vcard_DToL09899-RA	XP_026493275.1
N7.HOG0004038	OG0002580	n9								Vcard_DToL09900-RA	
N7.HOG0004039	OG0002581	n0								Vcard_DToL16434-RA	XP_026499399.1
N7.HOG0004040	OG0002582	n0								Vcard_DToL04967-RA	XP_026485775.1
N7.HOG0004041	OG0002583	n0								Vcard_DToL17547-RA	XP_026483881.1, XP_026483880.1
N7.HOG0004042	OG0002584	n0								Vcard_DToL06536-RA	XP_026501194.1
N7.HOG0004043	OG0002585	n0								Vcard_DToL02019-RA	XP_026484345.1
N7.HOG0004044	OG0002586	n0								Vcard_DToL13383-RA	XP_026492923.1
N7.HOG0004045	OG0002587	n0								Vcard_DToL14849-RA	XP_026490985.1
N7.HOG0004046	OG0002588	n0								Vcard_DToL06052-RA	XP_026500390.1
N7.HOG0004047	OG0002589	n5								Vcard_DToL16925-RA	
N7.HOG0004048	OG0002589	n8								Vcard_DToL16924-RA	XP_026485923.1
N7.HOG0004049	OG0002590	n6									XP_026484846.1
N7.HOG0004050	OG0002591	n0									XP_026489390.1
N7.HOG0004051	OG0002592	n4								Vcard_DToL04228-RA	XP_026488186.1
N7.HOG0004052	OG0002593	n5								Vcard_DToL16419-RA	XP_026499889.1
N7.HOG0004053	OG0002594	n0								Vcard_DToL09511-RA	XP_026492159.1
N7.HOG0004054	OG0002595	n0								Vcard_DToL08818-RA	XP_026494962.1, XP_026494960.1
N7.HOG0004055	OG0002596	n0								Vcard_DToL06039-RA, Vcard_DToL06040-RA	XP_026500414.1
N7.HOG0004056	OG0002597	n0								Vcard_DToL15189-RA	XP_026497572.1, XP_026497571.1
N7.HOG0004057	OG0002598	n3								Vcard_DToL17517-RA	XP_026483771.1
N7.HOG0004058	OG0002599	n0								Vcard_DToL14838-RA	XP_026500379.1
N7.HOG0004059	OG0002600	n0								Vcard_DToL13354-RA	XP_026492453.1
N7.HOG0004060	OG0002601	n0								Vcard_DToL14831-RA, Vcard_DToL16993-RA	XP_026500381.1
N7.HOG0004061	OG0002602	n0								Vcard_DToL17521-RA	XP_026483773.1
N7.HOG0004062	OG0002603	n6									XP_026492331.1
N7.HOG0004063	OG0002604	n0								Vcard_DToL02032-RA	XP_026484801.1
N7.HOG0004064	OG0002605	n0								Vcard_DToL08810-RA	XP_026494894.1
N7.HOG0004065	OG0002606	n0									XP_026483132.1, XP_026483133.1, XP_026483130.1, XP_026483129.1, XP_026483131.1, XP_026483134.1
N7.HOG0004066	OG0002607	n0								Vcard_DToL16911-RA, Vcard_DToL16909-RA	XP_026485832.1
N7.HOG0004067	OG0002608	n8								Vcard_DToL18657-RA	
N7.HOG0004068	OG0002609	n2									XP_026493557.1
N7.HOG0004069	OG0002610	n0								Vcard_DToL11959-RA	XP_026486923.1
N7.HOG0004070	OG0002611	n0								Vcard_DToL09348-RA	XP_026499663.1
N7.HOG0004071	OG0002612	n0								Vcard_DToL18307-RA, Vcard_DToL18306-RA	XP_026483550.1
N7.HOG0004072	OG0002613	n8									XP_026499174.1
N7.HOG0004073	OG0002614	n0								Vcard_DToL09349-RA	XP_026499661.1
N7.HOG0004074	OG0002615	n0								Vcard_DToL03226-RA	XP_026496370.1, XP_026496371.1
N7.HOG0004075	OG0002616	n3								Vcard_DToL03571-RA	XP_026491807.1
N7.HOG0004076	OG0002616	n5								Vcard_DToL03570-RA	XP_026491808.1
N7.HOG0004077	OG0002617	n4								Vcard_DToL04243-RA	XP_026488316.1
N7.HOG0004078	OG0002617	n9								Vcard_DToL04242-RA	
N7.HOG0004079	OG0002618	n5								Vcard_DToL16012-RA	XP_026492471.1
N7.HOG0004080	OG0002619	n5								Vcard_DToL03576-RA	XP_026491473.1
N7.HOG0004081	OG0002619	n9								Vcard_DToL03577-RA	
N7.HOG0004082	OG0002620	n0								Vcard_DToL08798-RA	XP_026495263.1
N7.HOG0004083	OG0002621	n0								Vcard_DToL16125-RA	XP_026498738.1
N7.HOG0004084	OG0002622	n0								Vcard_DToL03583-RA	XP_026491472.1, XP_026491471.1
N7.HOG0004085	OG0002623	n0								Vcard_DToL13334-RA	XP_026490679.1
N7.HOG0004086	OG0002624	n0								Vcard_DToL02050-RA	XP_026484779.1, XP_026484594.1
N7.HOG0004087	OG0002625	n0								Vcard_DToL03231-RA	XP_026496296.1, XP_026496297.1
N7.HOG0004088	OG0002626	n3									XP_026490541.1
N7.HOG0004089	OG0002627	n0								Vcard_DToL01163-RA	XP_026487908.1
N7.HOG0004090	OG0002628	n0								Vcard_DToL02053-RA	XP_026484405.1
N7.HOG0004091	OG0002629	n0									XP_026495491.1
N7.HOG0004092	OG0002630	n2								Vcard_DToL13319-RA	XP_026492108.1
N7.HOG0004093	OG0002631	n7								Vcard_DToL08784-RA	
N7.HOG0004094	OG0002632	n6								Vcard_DToL13318-RA	XP_026492029.1
N7.HOG0004095	OG0002633	n4								Vcard_DToL01168-RA	
N7.HOG0004096	OG0002634	n8									XP_026489236.1
N7.HOG0004097	OG0002635	n4								Vcard_DToL16988-RA	
N7.HOG0004098	OG0002635	n5									XP_026486506.1
N7.HOG0004099	OG0002636	n3								Vcard_DToL06002-RA	XP_026487662.1
N7.HOG0004100	OG0002636	n7								Vcard_DToL06001-RA	
N7.HOG0004101	OG0002637	n0								Vcard_DToL06492-RA	XP_026484658.1, XP_026484649.1
N7.HOG0004102	OG0002638	n0								Vcard_DToL03234-RA	XP_026496434.1
N7.HOG0004103	OG0002639	n0								Vcard_DToL06491-RA	XP_026484680.1, XP_026484671.1
N7.HOG0004104	OG0002640	n0								Vcard_DToL13308-RA	XP_026491951.1
N7.HOG0004105	OG0002641	n4								Vcard_DToL16989-RA	XP_026486234.1
N7.HOG0004106	OG0002642	n0								Vcard_DToL00276-RA	XP_026497985.1
N7.HOG0004107	OG0002643	n0								Vcard_DToL13302-RA	XP_026491974.1
N7.HOG0004108	OG0002644	n3								Vcard_DToL18262-RA	XP_026483347.1
N7.HOG0004109	OG0002645	n0								Vcard_DToL01518-RA, Vcard_DToL01517-RA	XP_026494773.1
N7.HOG0004110	OG0002646	n6								Vcard_DToL12278-RA	
N7.HOG0004111	OG0002646	n7								Vcard_DToL12277-RA	XP_026499057.1
N7.HOG0004112	OG0002647	n0								Vcard_DToL13946-RA	XP_026496146.1
N7.HOG0004113	OG0002648	n0								Vcard_DToL12742-RA	XP_026495835.1, XP_026495836.1, XP_026495837.1
N7.HOG0004114	OG0002649	n0								Vcard_DToL08766-RA	XP_026495194.1
N7.HOG0004115	OG0002650	n8								Vcard_DToL01525-RA	XP_026494751.1
N7.HOG0004116	OG0002651	n3								Vcard_DToL07702-RA	XP_026488950.1
N7.HOG0004117	OG0002652	n0								Vcard_DToL17504-RA	XP_026483641.1
N7.HOG0004118	OG0002653	n0								Vcard_DToL02079-RA	XP_026484410.1
N7.HOG0004119	OG0002654	n8								Vcard_DToL10505-RA	
N7.HOG0004120	OG0002654	n9								Vcard_DToL10506-RA	
N7.HOG0004121	OG0002655	n0								Vcard_DToL02081-RA	XP_026484395.1
N7.HOG0004122	OG0002656	n6								Vcard_DToL11294-RA	
N7.HOG0004123	OG0002656	n8								Vcard_DToL11296-RA	XP_026498038.1
N7.HOG0004124	OG0002657	n7								Vcard_DToL11292-RA	XP_026498025.1
N7.HOG0004125	OG0002658	n8								Vcard_DToL02090-RA	XP_026484390.1
N7.HOG0004126	OG0002659	n0								Vcard_DToL13272-RA	XP_026491860.1
N7.HOG0004127	OG0002660	n5									XP_026499640.1
N7.HOG0004128	OG0002661	n0								Vcard_DToL16360-RA	XP_026497648.1
N7.HOG0004129	OG0002662	n0									XP_026484420.1
N7.HOG0004130	OG0002663	n0								Vcard_DToL17459-RA	XP_026483721.1, XP_026483722.1
N7.HOG0004131	OG0002664	n0								Vcard_DToL16141-RA, Vcard_DToL16138-RA	XP_026498745.1
N7.HOG0004132	OG0002665	n0								Vcard_DToL05967-RA	XP_026487400.1
N7.HOG0004133	OG0002666	n0								Vcard_DToL12288-RA	XP_026499306.1
N7.HOG0004134	OG0002667	n3								Vcard_DToL16142-RA	XP_026498741.1
N7.HOG0004135	OG0002669	n5								Vcard_DToL04279-RA	XP_026488257.1
N7.HOG0004136	OG0002670	n1								Vcard_DToL05453-RA	
N7.HOG0004137	OG0002670	n6									XP_026487346.1
N7.HOG0004138	OG0002671	n0								Vcard_DToL05030-RA	XP_026486093.1, XP_026486094.1
N7.HOG0004139	OG0002672	n0								Vcard_DToL07719-RA	XP_026488979.1, XP_026488978.1
N7.HOG0004140	OG0002673	n0								Vcard_DToL09855-RA	XP_026493177.1
N7.HOG0004141	OG0002674	n0								Vcard_DToL01534-RA	XP_026493646.1
N7.HOG0004142	OG0002675	n0								Vcard_DToL07297-RA	XP_026497000.1, XP_026497002.1
N7.HOG0004143	OG0002676	n4								Vcard_DToL01536-RA	XP_026493645.1
N7.HOG0004144	OG0002676	n9								Vcard_DToL01535-RA	
N7.HOG0004145	OG0002677	n0								Vcard_DToL08752-RA	XP_026495293.1, XP_026495294.1, XP_026495292.1
N7.HOG0004146	OG0002678	n4								Vcard_DToL13266-RA	
N7.HOG0004147	OG0002678	n8								Vcard_DToL13264-RA	
N7.HOG0004148	OG0002679	n5								Vcard_DToL12300-RA	XP_026499078.1
N7.HOG0004149	OG0002679	n9								Vcard_DToL12299-RA	
N7.HOG0004150	OG0002680	n4								Vcard_DToL02103-RA	
N7.HOG0004151	OG0002681	n0								Vcard_DToL07671-RA, Vcard_DToL07928-RA	XP_026501298.1
N7.HOG0004152	OG0002682	n8								Vcard_DToL13263-RA	
N7.HOG0004153	OG0002683	n2								Vcard_DToL16146-RA	XP_026498705.1
N7.HOG0004154	OG0002684	n0								Vcard_DToL10486-RA	XP_026485459.1
N7.HOG0004155	OG0002685	n0									XP_026483813.1
N7.HOG0004156	OG0002686	n4								Vcard_DToL08264-RA	XP_026488598.1
N7.HOG0004157	OG0002687	n0								Vcard_DToL07301-RA	XP_026497033.1
N7.HOG0004158	OG0002688	n5								Vcard_DToL12305-RA	
N7.HOG0004159	OG0002688	n8								Vcard_DToL12306-RA	
N7.HOG0004160	OG0002689	n1								Vcard_DToL15340-RA	
N7.HOG0004161	OG0002689	n3								Vcard_DToL15341-RA	XP_026497475.1
N7.HOG0004162	OG0002690	n0								Vcard_DToL05051-RA, Vcard_DToL05052-RA	XP_026485780.1, XP_026485781.1
N7.HOG0004163	OG0002691	n3								Vcard_DToL12312-RA	
N7.HOG0004164	OG0002691	n4								Vcard_DToL12311-RA	XP_026499297.1
N7.HOG0004165	OG0002692	n0								Vcard_DToL14787-RA	XP_026489624.1, XP_026489623.1, XP_026489625.1
N7.HOG0004166	OG0002693	n0								Vcard_DToL05943-RA	XP_026487619.1
N7.HOG0004167	OG0002695	n2									XP_026494434.1
N7.HOG0004168	OG0002696	n7								Vcard_DToL14154-RA	XP_026486388.1
N7.HOG0004169	OG0002697	n0								Vcard_DToL00249-RA	XP_026489725.1, XP_026489743.1, XP_026489733.1
N7.HOG0004170	OG0002698	n4								Vcard_DToL05056-RA	XP_026485899.1
N7.HOG0004171	OG0002699	n0								Vcard_DToL16160-RA, Vcard_DToL16159-RA	XP_026498732.1
N7.HOG0004172	OG0002700	n0								Vcard_DToL11946-RA	XP_026486855.1
N7.HOG0004173	OG0002701	n5								Vcard_DToL02859-RA	
N7.HOG0004174	OG0002701	n6								Vcard_DToL02857-RA	XP_026489844.1
N7.HOG0004175	OG0002702	n4									XP_026498753.1
N7.HOG0004176	OG0002702	n5									XP_026498752.1
N7.HOG0004177	OG0002703	n0								Vcard_DToL00033-RA	XP_026500471.1
N7.HOG0004178	OG0002704	n5								Vcard_DToL13239-RA	XP_026493613.1
N7.HOG0004179	OG0002705	n0								Vcard_DToL17005-RA	XP_026486754.1
N7.HOG0004180	OG0002706	n4								Vcard_DToL17010-RA	
N7.HOG0004181	OG0002706	n5								Vcard_DToL17006-RA	XP_026485207.1
N7.HOG0004182	OG0002707	n0								Vcard_DToL17439-RA	XP_026483715.1
N7.HOG0004183	OG0002708	n4								Vcard_DToL02118-RA	
N7.HOG0004184	OG0002708	n7								Vcard_DToL02119-RA	
N7.HOG0004185	OG0002709	n0								Vcard_DToL07831-RA	XP_026489108.1
N7.HOG0004186	OG0002710	n0								Vcard_DToL02124-RA	XP_026484882.1
N7.HOG0004187	OG0002711	n4								Vcard_DToL14760-RA	
N7.HOG0004188	OG0002711	n6								Vcard_DToL14759-RA	XP_026489734.1
N7.HOG0004189	OG0002713	n4								Vcard_DToL14752-RA	
N7.HOG0004190	OG0002713	n7								Vcard_DToL14754-RA	
N7.HOG0004191	OG0002715	n0								Vcard_DToL02872-RA	XP_026489790.1
N7.HOG0004192	OG0002716	n0								Vcard_DToL10979-RA	XP_026493981.1
N7.HOG0004193	OG0002717	n0								Vcard_DToL02873-RA	XP_026489789.1
N7.HOG0004194	OG0002718	n0								Vcard_DToL02133-RA	XP_026484760.1
N7.HOG0004195	OG0002719	n6								Vcard_DToL17870-RA	
N7.HOG0004196	OG0002720	n1								Vcard_DToL00219-RA	XP_026500883.1
N7.HOG0004197	OG0002720	n8								Vcard_DToL00220-RA	
N7.HOG0004198	OG0002721	n0								Vcard_DToL16313-RA	XP_026494455.1, XP_026494457.1
N7.HOG0004199	OG0002722	n8								Vcard_DToL08701-RA	
N7.HOG0004200	OG0002722	n9								Vcard_DToL08702-RA	
N7.HOG0004201	OG0002723	n0								Vcard_DToL07321-RA	XP_026496826.1
N7.HOG0004202	OG0002724	n0								Vcard_DToL09833-RA	XP_026493101.1
N7.HOG0004203	OG0002725	n0								Vcard_DToL02876-RA	XP_026489800.1, XP_026489799.1
N7.HOG0004204	OG0002726	n4								Vcard_DToL14462-RA	
N7.HOG0004205	OG0002726	n5								Vcard_DToL14461-RA	
N7.HOG0004206	OG0002727	n0								Vcard_DToL13169-RA	XP_026492320.1
N7.HOG0004207	OG0002728	n0								Vcard_DToL16299-RA	XP_026494465.1
N7.HOG0004208	OG0002729	n2									XP_026493077.1
N7.HOG0004209	OG0002730	n8									XP_026486357.1
N7.HOG0004210	OG0002731	n0								Vcard_DToL16258-RA	XP_026494552.1
N7.HOG0004211	OG0002732	n0								Vcard_DToL07847-RA	XP_026489093.1
N7.HOG0004212	OG0002733	n0								Vcard_DToL02142-RA	
N7.HOG0004213	OG0002734	n4								Vcard_DToL17322-RA	XP_026484158.1
N7.HOG0004214	OG0002734	n5								Vcard_DToL17323-RA	XP_026484192.1
N7.HOG0004215	OG0002735	n0								Vcard_DToL12800-RA	XP_026495965.1
N7.HOG0004216	OG0002736	n6								Vcard_DToL17085-RA	XP_026493051.1
N7.HOG0004217	OG0002737	n2									XP_026500789.1
N7.HOG0004218	OG0002737	n6								Vcard_DToL00193-RA	
N7.HOG0004219	OG0002737	n8								Vcard_DToL00192-RA	
N7.HOG0004220	OG0002738	n0								Vcard_DToL17083-RA	XP_026493044.1
N7.HOG0004221	OG0002739	n2								Vcard_DToL16251-RA	XP_026494521.1
N7.HOG0004222	OG0002740	n6								Vcard_DToL11001-RA	
N7.HOG0004223	OG0002740	n7								Vcard_DToL11002-RA	XP_026494022.1
N7.HOG0004224	OG0002741	n0								Vcard_DToL08661-RA	XP_026495059.1
N7.HOG0004225	OG0002742	n0								Vcard_DToL11004-RA	XP_026494003.1, XP_026494004.1
N7.HOG0004226	OG0002743	n0									XP_026485847.1, XP_026485846.1
N7.HOG0004227	OG0002744	n0								Vcard_DToL11975-RA	XP_026486930.1, XP_026486932.1, XP_026486929.1
N7.HOG0004228	OG0002745	n0								Vcard_DToL05907-RA	XP_026487611.1
N7.HOG0004229	OG0002746	n0								Vcard_DToL05905-RA	XP_026487597.1, XP_026487596.1
N7.HOG0004230	OG0002747	n0								Vcard_DToL03681-RA	XP_026491084.1
N7.HOG0004231	OG0002748	n4								Vcard_DToL12808-RA	XP_026495653.1
N7.HOG0004232	OG0002748	n7								Vcard_DToL12809-RA	
N7.HOG0004233	OG0002749	n0								Vcard_DToL04325-RA	XP_026488276.1
N7.HOG0004234	OG0002750	n0								Vcard_DToL00184-RA	XP_026500272.1
N7.HOG0004235	OG0002751	n4								Vcard_DToL03684-RA	
N7.HOG0004236	OG0002751	n7								Vcard_DToL03685-RA	
N7.HOG0004237	OG0002752	n3								Vcard_DToL02925-RA	
N7.HOG0004238	OG0002753	n0								Vcard_DToL01594-RA	XP_026492642.1
N7.HOG0004239	OG0002754	n0								Vcard_DToL07891-RA	XP_026488900.1
N7.HOG0004240	OG0002755	n0								Vcard_DToL11978-RA	XP_026486917.1
N7.HOG0004241	OG0002756	n0								Vcard_DToL16240-RA	XP_026494525.1
N7.HOG0004242	OG0002757	n0								Vcard_DToL05132-RA	XP_026486149.1
N7.HOG0004243	OG0002758	n0								Vcard_DToL11983-RA	XP_026486908.1
N7.HOG0004244	OG0002759	n0								Vcard_DToL13146-RA	XP_026491147.1
N7.HOG0004245	OG0002760	n6								Vcard_DToL00368-RA	
N7.HOG0004246	OG0002760	n9								Vcard_DToL00366-RA	XP_026496107.1
N7.HOG0004247	OG0002761	n0								Vcard_DToL15374-RA	XP_026497506.1
N7.HOG0004248	OG0002762	n6								Vcard_DToL13144-RA	
N7.HOG0004249	OG0002763	n0								Vcard_DToL02937-RA, Vcard_DToL06564-RA, Vcard_DToL02936-RA	XP_026499856.1
N7.HOG0004250	OG0002764	n0								Vcard_DToL06695-RA	XP_026488414.1
N7.HOG0004251	OG0002765	n0								Vcard_DToL05140-RA	XP_026485823.1
N7.HOG0004252	OG0002766	n0								Vcard_DToL01601-RA	XP_026492618.1
N7.HOG0004253	OG0002767	n0								Vcard_DToL13226-RA, Vcard_DToL13228-RA	XP_026493026.1
