HOG	OG	Gene Tree Parent Clade	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
N1.HOG0000479	OG0000084	n23	Bany_12324-RA		HEL_010678-RA, HEL_010675-RA, HEL_010676-RA	HMEL037105g1.t1, HMEL037108g1.t1, HMEL037106g1.t1, HMEL037107g1.t1	JC_09063-RA				XP_026492749.1
N1.HOG0000480	OG0000084	n33					JC_09086-RA, JC_09085-RA, JC_09087-RA, JC_09088-RA, JC_09084-RA, JC_09089-RA, JC_09064-RA				
N1.HOG0000481	OG0000085	n3	Bany_15468-RA				JC_05550-RA				
N1.HOG0000482	OG0000085	n5					JC_05545-RA, JC_05548-RA				
N1.HOG0000483	OG0000085	n7			HEL_005303-RA, HEL_010296-RA, HEL_005234-RA	HMEL007950g1.t1			XP_039755091.1		
N1.HOG0000484	OG0000085	n11	Bany_15503-RA, Bany_09981-RA, Bany_09980-RA, Bany_14328-RA, Bany_01844-RA, Bany_09976-RA, Bany_09982-RA		HEL_005305-RA, HEL_005304-RA			XP_034826948.1, XP_034826962.1, XP_034826949.1, XP_034826960.1, XP_034826961.1	XP_039749173.1, XP_039749174.1, XP_039749175.1	Vcard_DToL03094-RA	XP_026496424.1
N1.HOG0000485	OG0000085	n29					JC_05547-RA, JC_05546-RA	XP_034829482.1, XP_034829481.1	XP_039755026.1, XP_039755027.1, XP_039754791.1	Vcard_DToL03096-RA, Vcard_DToL03095-RA	XP_026496275.1
N1.HOG0000486	OG0000086	n2	Bany_17798-RA, Bany_00207-RA, Bany_03539-RA, Bany_09601-RA, Bany_08445-RA, Bany_09033-RA, Bany_15897-RA, Bany_07373-RA, Bany_16595-RA				JC_14034-RA				
N1.HOG0000487	OG0000086	n11	Bany_12624-RA, Bany_08412-RA, Bany_14437-RA, Bany_11446-RA, Bany_16265-RA, Bany_04667-RA, Bany_14647-RA, Bany_08780-RA, Bany_17195-RA, Bany_07756-RA, Bany_11880-RA, Bany_01724-RA, Bany_07270-RA, Bany_17833-RA, Bany_05359-RA, Bany_09204-RA				JC_07805-RA				
N1.HOG0000488	OG0000086	n27	Bany_09844-RA, Bany_06322-RA, Bany_18016-RA, Bany_06782-RA, Bany_06785-RA, Bany_08042-RA, Bany_13177-RA, Bany_16113-RA, Bany_06361-RA, Bany_01322-RA, Bany_04771-RA, Bany_10487-RA								
N1.HOG0000489	OG0000087	n0	Bany_05303-RA, Bany_05301-RA, Bany_05304-RA, Bany_05302-RA, Bany_05300-RA		HEL_003928-RA, HEL_003933-RA, HEL_003931-RA, HEL_003934-RA, HEL_003935-RA, HEL_003930-RA, HEL_003927-RA, HEL_003941-RA, HEL_003938-RA, HEL_003937-RA, HEL_003936-RA, HEL_003932-RA, HEL_003929-RA, HEL_003926-RA	HMEL033933g1.t1, HMEL009120g1.t1, HMEL010522g1.t1, HMEL009121g1.t1, HMEL033934g1.t1, HMEL033932g1.t1, HMEL010523g1.t1, HMEL010521g1.t1, HMEL033936g1.t1, HMEL033937g1.t1, HMEL033938g1.t1, HMEL033935g1.t1, HMEL009122g1.t1	JC_02443-RA, JC_02442-RA, JC_02441-RA, JC_02439-RA, JC_02444-RA				XP_026491033.1, XP_026491504.1
N1.HOG0000490	OG0000088	n2				HMEL003756g1.t1	JC_09259-RA, JC_09269-RA		XP_039751393.1	Vcard_DToL06950-RA	XP_026489493.1
N1.HOG0000491	OG0000088	n8	Bany_16383-RA		HEL_013016-RA	HMEL011526g1.t1	JC_16432-RA	XP_034838855.1	XP_039762785.1		XP_026483148.1
N1.HOG0000492	OG0000088	n16	Bany_06437-RA		HEL_014145-RA, HEL_012840-RA	HMEL003757g1.t1, HMEL003755g1.t1	JC_09263-RA, JC_09271-RA, JC_09267-RA, JC_09273-RA, JC_09262-RA, JC_09274-RA, JC_09260-RA, JC_09264-RA	XP_034826751.1	XP_039751496.1	Vcard_DToL06952-RA	XP_026489494.1
N1.HOG0000493	OG0000088	n34			HEL_014142-RA	HMEL003761g1.t1, HMEL003760g1.t1	JC_09272-RA				
N1.HOG0000494	OG0000089	n1					JC_13927-RA, JC_10950-RA, JC_03949-RA, JC_14794-RA, JC_15101-RA	XP_034833735.1, XP_034833787.1, XP_034831243.1, XP_034837631.1, XP_034837907.1, XP_034838533.1, XP_034838261.1, XP_034838260.1, XP_034831244.1, XP_034825404.1		Vcard_DToL17977-RA	
N1.HOG0000495	OG0000089	n18								Vcard_DToL04008-RA, Vcard_DToL18811-RA, Vcard_DToL12624-RA, Vcard_DToL09485-RA, Vcard_DToL06496-RA, Vcard_DToL06859-RA, Vcard_DToL06310-RA, Vcard_DToL08080-RA, Vcard_DToL12125-RA, Vcard_DToL09462-RA, Vcard_DToL15284-RA, Vcard_DToL15224-RA, Vcard_DToL17560-RA, Vcard_DToL08537-RA, Vcard_DToL01821-RA	
N1.HOG0000496	OG0000089	n35					JC_03956-RA				
N1.HOG0000497	OG0000089	n36					JC_02698-RA, JC_03955-RA				
N1.HOG0000498	OG0000090	n3	Bany_09928-RA, Bany_09929-RA, Bany_09926-RA, Bany_09927-RA, Bany_11038-RA, Bany_15880-RA, Bany_09933-RA, Bany_09930-RA, Bany_17936-RA, Bany_17933-RA, Bany_17935-RA, Bany_09932-RA, Bany_08771-RA, Bany_09931-RA			HMEL006774g1.t1		XP_034824728.1, XP_034824736.1, XP_034824738.1, XP_034824737.1, XP_034824740.1, XP_034824739.1, XP_034824731.1, XP_034824730.1	XP_039749189.1, XP_039749188.1, XP_039749187.1, XP_039751315.1, XP_039749191.1		
N1.HOG0000499	OG0000090	n30			HEL_007626-RA	HMEL010419g1.t1	JC_04442-RA, JC_04443-RA	XP_034824729.1	XP_039749186.1	Vcard_DToL04847-RA	XP_026490095.1
N1.HOG0000500	OG0000091	n3						XP_034839852.1, XP_034835586.1			XP_026496136.1
N1.HOG0000501	OG0000091	n6	Bany_10128-RA			HMEL032269g1.t1					
N1.HOG0000502	OG0000091	n8				HMEL036279g1.t1, HMEL033634g1.t1, HMEL036045g1.t1					
N1.HOG0000503	OG0000091	n11	Bany_05733-RA			HMEL034455g1.t1	JC_11192-RA				
N1.HOG0000504	OG0000091	n16	Bany_13092-RA							Vcard_DToL15015-RA	XP_026498590.1, XP_026499894.1
N1.HOG0000505	OG0000091	n20							XP_039761446.1		XP_026498210.1
N1.HOG0000506	OG0000091	n22				HMEL035854g1.t1				Vcard_DToL15016-RA	
N1.HOG0000507	OG0000091	n24	Bany_13091-RA, Bany_08216-RA			HMEL030912g1.t1, HMEL038226g1.t1, HMEL032067g1.t1, HMEL030965g1.t1, HMEL030064g1.t1					
N1.HOG0000508	OG0000091	n30	Bany_07375-RA, Bany_04928-RA, Bany_09349-RA							Vcard_DToL07340-RA	
N1.HOG0000509	OG0000091	n33	Bany_10777-RA		HEL_010012-RA	HMEL035781g1.t1, HMEL035789g1.t1					
N1.HOG0000510	OG0000092	n1	Bany_08204-RA, Bany_08211-RA, Bany_08212-RA, Bany_08210-RA				JC_03404-RA, JC_03406-RA	XP_034830971.1		Vcard_DToL04259-RA	XP_026488296.1
N1.HOG0000511	OG0000092	n11								Vcard_DToL04255-RA, Vcard_DToL04256-RA, Vcard_DToL04257-RA	
N1.HOG0000512	OG0000092	n14	Bany_08213-RA						XP_039754570.1		
N1.HOG0000513	OG0000092	n20	Bany_08203-RA			HMEL032941g1.t1	JC_03407-RA				
N1.HOG0000514	OG0000092	n24			HEL_008400-RA, HEL_010287-RA, HEL_010290-RA, HEL_010286-RA, HEL_010285-RA	HMEL009597g1.t1, HMEL012374g1.t1, HMEL032947g1.t1, HMEL003048g1.t1, HMEL016489g1.t1, HMEL012376g1.t1, HMEL007577g1.t1, HMEL014517g1.t1					
N1.HOG0000515	OG0000093	n1	Bany_07027-RA		HEL_005969-RA	HMEL006620g1.t1	JC_15360-RA	XP_034837580.1	XP_039761758.1	Vcard_DToL17257-RA	XP_026483919.1, XP_026483920.1
N1.HOG0000516	OG0000093	n15					JC_15357-RA				XP_026483917.1
N1.HOG0000517	OG0000093	n18	Bany_06973-RA		HEL_005967-RA						
N1.HOG0000518	OG0000093	n19	Bany_06974-RA		HEL_005968-RA, HEL_005966-RA					Vcard_DToL17260-RA	
N1.HOG0000519	OG0000093	n22						XP_034837597.1	XP_039761603.1		
N1.HOG0000520	OG0000093	n24	Bany_07030-RA, Bany_07031-RA		HEL_005971-RA, HEL_005972-RA	HMEL003398g1.t1	JC_15362-RA, JC_15363-RA	XP_034837561.1	XP_039761633.1, XP_039761632.1	Vcard_DToL17256-RA	XP_026484027.1, XP_026484028.1
N1.HOG0000521	OG0000094	n2	Bany_02330-RA		HEL_006926-RA	HMEL015375g1.t1	JC_13682-RA	XP_034826064.1, XP_034826549.1	XP_039746862.1	Vcard_DToL15547-RA	XP_026488555.1
N1.HOG0000522	OG0000094	n10	Bany_02336-RA, Bany_02337-RA		HEL_006938-RA, HEL_006942-RA, HEL_006905-RA, HEL_006908-RA, HEL_006904-RA, HEL_006902-RA, HEL_006899-RA, HEL_006907-RA, HEL_006901-RA, HEL_006897-RA, HEL_006910-RA, HEL_010220-RA, HEL_006911-RA	HMEL030675g1.t1, HMEL010458g1.t1, HMEL003276g1.t1, HMEL003277g1.t1, HMEL010780g1.t1, HMEL003278g1.t1		XP_034826299.1, XP_034826552.1	XP_039764606.1, XP_039764616.1, XP_039764598.1	Vcard_DToL15561-RA	XP_026492024.1
N1.HOG0000523	OG0000095	n0	Bany_00651-RA, Bany_00639-RA, Bany_00642-RA, Bany_00643-RA, Bany_00646-RA, Bany_00647-RA, Bany_00648-RA, Bany_00650-RA, Bany_00645-RA		HEL_001292-RA	HMEL003312g1.t1	JC_00267-RA, JC_00268-RA, JC_00271-RA	XP_034841054.1, XP_034824157.1, XP_034824154.1, XP_034824155.1	XP_039745132.1, XP_039745133.1, XP_039765732.1, XP_039765917.1, XP_039765918.1, XP_039745523.1, XP_039745409.1, XP_039765705.1, XP_039765706.1, XP_039765396.1, XP_039765395.1, XP_039765394.1, XP_039765776.1, XP_039765778.1, XP_039745524.1	Vcard_DToL02427-RA, Vcard_DToL02425-RA	XP_026484614.1, XP_026484892.1
N1.HOG0000524	OG0000096	n1	Bany_05878-RA		HEL_010168-RA, HEL_010172-RA, HEL_010167-RA, HEL_010173-RA	HMEL034898g1.t1, HMEL034900g1.t1, HMEL034901g1.t1	JC_09719-RA, JC_09720-RA	XP_034826970.1, XP_034826971.1	XP_039751227.1	Vcard_DToL06347-RA	XP_026498766.1
N1.HOG0000525	OG0000096	n17	Bany_05883-RA		HEL_010165-RA	HMEL006028g1.t1	JC_09724-RA	XP_034826805.1	XP_039751260.1	Vcard_DToL06351-RA	XP_026489765.1, XP_026489764.1
N1.HOG0000526	OG0000096	n26	Bany_05880-RA			HMEL034896g1.t1	JC_09722-RA, JC_09721-RA	XP_034826807.1, XP_034826966.1	XP_039751463.1	Vcard_DToL06349-RA	XP_026498776.1, XP_026498782.1
N1.HOG0000527	OG0000097	n0	Bany_13038-RA, Bany_13041-RA, Bany_13039-RA		HEL_008951-RA, HEL_008950-RA, HEL_008948-RA	HMEL013001g1.t1, HMEL013003g1.t1, HMEL012997g1.t1, HMEL033632g1.t1	JC_08741-RA, JC_11495-RA, JC_11494-RA, JC_12150-RA, JC_12186-RA, JC_12185-RA, JC_12151-RA, JC_11492-RA, JC_11491-RA, JC_11146-RA, JC_16410-RA, JC_11493-RA, JC_11490-RA	XP_034832726.1	XP_039757158.1	Vcard_DToL11327-RA, Vcard_DToL11326-RA	XP_026498905.1, XP_026498928.1
N1.HOG0000528	OG0000098	n3	Bany_15791-RA		HEL_005540-RA	HMEL034286g1.t1, HMEL034287g1.t1, HMEL034288g1.t1, HMEL010981g1.t1, HMEL034285g1.t1	JC_05281-RA, JC_05286-RA, JC_05284-RA, JC_05283-RA, JC_05290-RA	XP_034828987.1	XP_039754908.1	Vcard_DToL02960-RA	XP_026498603.1
N1.HOG0000529	OG0000098	n18	Bany_15790-RA, Bany_15822-RA, Bany_15823-RA, Bany_15793-RA, Bany_15792-RA, Bany_14920-RA, Bany_14950-RA, Bany_15794-RA, Bany_09166-RA, Bany_14951-RA, Bany_14952-RA, Bany_14953-RA				JC_05289-RA, JC_16086-RA, JC_16084-RA	XP_034828986.1, XP_034829450.1	XP_039754998.1, XP_039758854.1		
N1.HOG0000530	OG0000099	n0	Bany_12826-RA				JC_12866-RA, JC_12832-RA	XP_034838222.1, XP_034837852.1, XP_034837363.1, XP_034838220.1, XP_034838201.1, XP_034824329.1, XP_034833457.1, XP_034836471.1, XP_034829001.1, XP_034838105.1, XP_034840173.1	XP_039758452.1, XP_039756050.1, XP_039752164.1, XP_039754110.1, XP_039750228.1, XP_039750465.1, XP_039750464.1, XP_039751399.1, XP_039756188.1, XP_039764326.1, XP_039754575.1, XP_039751986.1, XP_039754706.1, XP_039765247.1, XP_039759156.1, XP_039755188.1, XP_039765356.1, XP_039764824.1, XP_039762710.1, XP_039758411.1, XP_039765838.1, XP_039748888.1, XP_039763199.1		
N1.HOG0000531	OG0000100	n1	Bany_14506-RA, Bany_14504-RA, Bany_14505-RA		HEL_005774-RA	HMEL016056g1.t1	JC_10664-RA	XP_034834955.1		Vcard_DToL12906-RA	XP_026495781.1
N1.HOG0000532	OG0000100	n14			HEL_005770-RA, HEL_005771-RA	HMEL016051g1.t1, HMEL036651g1.t1, HMEL016050g1.t1	JC_10665-RA			Vcard_DToL12907-RA	
N1.HOG0000533	OG0000100	n21			HEL_005773-RA	HMEL036652g1.t1	JC_10663-RA				
N1.HOG0000534	OG0000100	n24	Bany_14503-RA		HEL_005776-RA	HMEL016058g1.t1	JC_10662-RA	XP_034834638.1	XP_039756542.1	Vcard_DToL12904-RA	XP_026495693.1
N1.HOG0000535	OG0000100	n32	Bany_14500-RA		HEL_005778-RA		JC_10658-RA			Vcard_DToL12899-RA	
N1.HOG0000536	OG0000101	n1	Bany_15315-RA		HEL_010134-RA, HEL_010133-RA	HMEL013064g1.t1, HMEL035350g1.t1	JC_05763-RA, JC_05759-RA, JC_05754-RA, JC_05762-RA, JC_05757-RA, JC_05758-RA	XP_034833305.1, XP_034833572.1, XP_034833571.1	XP_039758595.1	Vcard_DToL09191-RA	XP_026493040.1, XP_026493038.1
N1.HOG0000537	OG0000101	n20			HEL_010137-RA, HEL_010136-RA						
N1.HOG0000538	OG0000101	n22					JC_05760-RA				
N1.HOG0000539	OG0000101	n24	Bany_06155-RA		HEL_010138-RA		JC_05755-RA, JC_05761-RA				
N1.HOG0000540	OG0000101	n29	Bany_15313-RA				JC_09706-RA	XP_034833313.1	XP_039758877.1, XP_039758267.1	Vcard_DToL10113-RA	XP_026493188.1
N1.HOG0000541	OG0000101	n35			HEL_010135-RA			XP_034833573.1			
N1.HOG0000542	OG0000102	n1			HEL_013146-RA, HEL_013140-RA, HEL_013133-RA, HEL_013139-RA, HEL_013134-RA, HEL_013137-RA, HEL_013138-RA, HEL_003835-RA, HEL_013136-RA, HEL_013135-RA	HMEL003225g1.t1, HMEL038139g1.t1, HMEL033321g1.t1, HMEL033320g1.t1, HMEL011071g1.t1, HMEL011072g1.t1, HMEL033319g1.t1	JC_14892-RA, JC_12066-RA, JC_14237-RA, JC_12068-RA	XP_034827509.1		Vcard_DToL07821-RA, Vcard_DToL07817-RA	XP_026489046.1
N1.HOG0000543	OG0000102	n26	Bany_01509-RA, Bany_01511-RA		HEL_013147-RA	HMEL003365g1.t1	JC_12048-RA	XP_034827511.1, XP_034827504.1	XP_039752281.1, XP_039752133.1, XP_039752135.1		
N1.HOG0000544	OG0000103	n0	Bany_01667-RA		HEL_008320-RA	HMEL004144g1.t1	JC_11864-RA, JC_11856-RA, JC_11852-RA, JC_11853-RA, JC_11857-RA, JC_11862-RA, JC_11863-RA, JC_11861-RA, JC_11850-RA, JC_11854-RA, JC_11859-RA, JC_11849-RA, JC_11851-RA, JC_11860-RA	XP_034827721.1	XP_039751968.1	Vcard_DToL08117-RA, Vcard_DToL08106-RA, Vcard_DToL08112-RA, Vcard_DToL08124-RA, Vcard_DToL08121-RA, Vcard_DToL08115-RA, Vcard_DToL08125-RA, Vcard_DToL08113-RA, Vcard_DToL08126-RA, Vcard_DToL08114-RA, Vcard_DToL08116-RA, Vcard_DToL08111-RA, Vcard_DToL08118-RA, Vcard_DToL08122-RA	XP_026498404.1, XP_026498400.1, XP_026498403.1
N1.HOG0000545	OG0000104	n0					JC_06675-RA			Vcard_DToL07071-RA, Vcard_DToL05168-RA, Vcard_DToL10371-RA, Vcard_DToL13900-RA, Vcard_DToL17254-RA, Vcard_DToL01566-RA, Vcard_DToL02964-RA, Vcard_DToL04908-RA, Vcard_DToL07304-RA, Vcard_DToL15931-RA, Vcard_DToL03327-RA, Vcard_DToL11937-RA, Vcard_DToL15171-RA, Vcard_DToL13575-RA, Vcard_DToL07670-RA, Vcard_DToL10926-RA, Vcard_DToL09586-RA, Vcard_DToL11935-RA, Vcard_DToL07869-RA, Vcard_DToL08421-RA, Vcard_DToL14533-RA, Vcard_DToL13107-RA, Vcard_DToL07049-RA, Vcard_DToL12377-RA, Vcard_DToL07310-RA, Vcard_DToL05779-RA, Vcard_DToL00871-RA, Vcard_DToL18176-RA, Vcard_DToL04307-RA, Vcard_DToL09178-RA, Vcard_DToL06774-RA, Vcard_DToL12274-RA, Vcard_DToL00149-RA, Vcard_DToL07658-RA, Vcard_DToL04397-RA	
N1.HOG0000546	OG0000105	n0				HMEL030359g1.t1, HMEL032072g1.t1, HMEL034379g1.t1, HMEL037283g1.t1, HMEL032263g1.t1, HMEL035674g1.t1, HMEL032262g1.t1, HMEL035559g1.t1, HMEL036593g1.t1, HMEL031918g1.t1, HMEL032385g1.t1, HMEL033556g1.t1, HMEL032967g1.t1, HMEL032943g1.t1, HMEL031319g1.t1, HMEL031527g1.t1, HMEL033541g1.t1, HMEL032073g1.t1, HMEL034410g1.t1, HMEL032711g1.t1, HMEL030373g1.t1, HMEL031896g1.t1, HMEL031282g1.t1, HMEL037734g1.t1, HMEL034067g1.t1, HMEL033267g1.t1, HMEL035682g1.t1, HMEL035943g1.t1, HMEL037262g1.t1, HMEL030775g1.t1, HMEL033557g1.t1, HMEL038206g1.t1, HMEL036116g1.t1, HMEL031547g1.t1, HMEL031323g1.t1, HMEL036692g1.t1					
N1.HOG0000547	OG0000106	n0	Bany_03257-RA, Bany_18159-RA		HEL_014493-RA	HMEL031177g1.t1, HMEL031314g1.t1, HMEL030142g1.t1, HMEL036445g1.t1, HMEL031249g1.t1, HMEL037250g1.t1, HMEL031930g1.t1, HMEL034708g1.t1, HMEL014798g1.t1, HMEL033415g1.t1, HMEL037305g1.t1, HMEL030238g1.t1, HMEL031140g1.t1, HMEL034274g1.t1, HMEL031868g1.t1, HMEL037411g1.t1, HMEL011801g1.t1, HMEL033895g1.t1, HMEL015060g1.t1, HMEL033894g1.t1, HMEL022151g1.t1, HMEL033393g1.t1, HMEL031929g1.t1, HMEL031409g1.t1, HMEL032596g1.t1, HMEL031989g1.t1, HMEL031869g1.t1, HMEL037891g1.t1, HMEL031009g1.t1, HMEL006149g1.t1	JC_16716-RA, JC_07290-RA				XP_026485887.1
N1.HOG0000548	OG0000107	n0	Bany_11784-RA, Bany_11777-RA, Bany_11778-RA, Bany_11783-RA, Bany_00926-RA, Bany_09022-RA, Bany_02469-RA, Bany_09322-RA, Bany_17315-RA, Bany_13202-RA, Bany_16411-RA, Bany_13833-RA, Bany_17807-RA, Bany_06640-RA, Bany_04566-RA, Bany_14265-RA, Bany_14255-RA, Bany_09616-RA, Bany_16847-RA, Bany_08963-RA, Bany_08962-RA, Bany_16361-RA, Bany_06100-RA, Bany_13751-RA, Bany_11789-RA, Bany_11791-RA, Bany_11785-RA, Bany_11795-RA, Bany_11796-RA, Bany_11794-RA, Bany_11793-RA, Bany_11788-RA, Bany_11787-RA, Bany_11790-RA, Bany_11786-RA, Bany_11792-RA								
N1.HOG0000549	OG0000108	n2				HMEL031415g1.t1	JC_03202-RA				
N1.HOG0000550	OG0000108	n5	Bany_16502-RA				JC_12701-RA		XP_039761887.1		
N1.HOG0000551	OG0000108	n8	Bany_04119-RA, Bany_10373-RA				JC_16471-RA	XP_034839890.1, XP_034837747.1			
N1.HOG0000552	OG0000108	n13	Bany_02610-RA, Bany_04229-RA, Bany_14279-RA, Bany_04023-RA, Bany_16499-RA		HEL_009657-RA, HEL_009862-RA	HMEL013215g1.t1, HMEL010963g1.t1			XP_039752852.1		
N1.HOG0000553	OG0000108	n23	Bany_03769-RA, Bany_05734-RA, Bany_05900-RA								
N1.HOG0000554	OG0000108	n26			HEL_013515-RA		JC_03919-RA, JC_15130-RA, JC_03918-RA			Vcard_DToL18043-RA	
N1.HOG0000555	OG0000108	n32	Bany_10832-RA			HMEL017787g1.t1					
N1.HOG0000556	OG0000108	n33	Bany_07404-RA			HMEL031414g1.t1					
N1.HOG0000557	OG0000109	n2				HMEL032659g1.t1	JC_02996-RA, JC_02995-RA			Vcard_DToL04718-RA	XP_026497971.1
N1.HOG0000558	OG0000109	n7	Bany_08610-RA, Bany_08609-RA, Bany_02025-RA					XP_034830263.1		Vcard_DToL04719-RA	
N1.HOG0000559	OG0000109	n12	Bany_08600-RA		HEL_012843-RA, HEL_012844-RA, HEL_012842-RA, HEL_012841-RA	HMEL007501g1.t1		XP_034830617.1	XP_039754228.1		
N1.HOG0000560	OG0000109	n19	Bany_11580-RA, Bany_08603-RA, Bany_08602-RA		HEL_012849-RA, HEL_012847-RA	HMEL032662g1.t1	JC_02993-RA, JC_02992-RA, JC_02994-RA, JC_03001-RA	XP_034830465.1	XP_039754267.1	Vcard_DToL04721-RA, Vcard_DToL04712-RA	XP_026497973.1, XP_026497974.1, XP_026497980.1
N1.HOG0000561	OG0000110	n2	Bany_01227-RA, Bany_01228-RA		HEL_014554-RA		JC_12230-RA	XP_034828312.1	XP_039752795.1	Vcard_DToL07723-RA	XP_026488961.1, XP_026488962.1
N1.HOG0000562	OG0000110	n11	Bany_01226-RA, Bany_01225-RA			HMEL008603g1.t1	JC_12232-RA, JC_12231-RA	XP_034827561.1	XP_039752379.1		XP_026489019.1
N1.HOG0000563	OG0000110	n19	Bany_01235-RA		HEL_014551-RA	HMEL008599g1.t1	JC_12228-RA, JC_12227-RA, JC_12226-RA	XP_034828311.1	XP_039752305.1	Vcard_DToL07721-RA, Vcard_DToL07720-RA	XP_026488986.1, XP_026488980.1, XP_026488982.1, XP_026488981.1
N1.HOG0000564	OG0000111	n1	Bany_10939-RA		HEL_004223-RA	HMEL017867g1.t1	JC_06517-RA	XP_034828844.1	XP_039750513.1, XP_039750515.1, XP_039750514.1, XP_039750510.1, XP_039750512.1, XP_039750509.1, XP_039750511.1	Vcard_DToL10424-RA	XP_026485541.1
N1.HOG0000565	OG0000111	n17	Bany_10437-RA			HMEL016755g1.t1		XP_034824587.1		Vcard_DToL05298-RA	XP_026486198.1
N1.HOG0000566	OG0000111	n22			HEL_000126-RA		JC_04966-RA	XP_034824425.1	XP_039748821.1	Vcard_DToL05296-RA	XP_026485801.1
N1.HOG0000567	OG0000111	n28	Bany_10438-RA		HEL_000128-RA		JC_04964-RA	XP_034824419.1	XP_039749055.1	Vcard_DToL05301-RA	XP_026486121.1
N1.HOG0000568	OG0000112	n1	Bany_03560-RA			HMEL015804g1.t1	JC_08001-RA	XP_034824987.1			XP_026488156.1
N1.HOG0000569	OG0000112	n7					JC_07998-RA, JC_07999-RA, JC_08000-RA, JC_07995-RA				
N1.HOG0000570	OG0000112	n12	Bany_03561-RA								
N1.HOG0000571	OG0000112	n14	Bany_03558-RA, Bany_03554-RA, Bany_03555-RA, Bany_03559-RA			HMEL015803g1.t1		XP_034824550.1, XP_034825377.1, XP_034841192.1, XP_034825391.1	XP_039764736.1, XP_039764737.1, XP_039764735.1, XP_039764739.1		XP_026488169.1
N1.HOG0000572	OG0000112	n31				HMEL015807g1.t1, HMEL015805g1.t1, HMEL030166g1.t1					
N1.HOG0000573	OG0000113	n1	Bany_15687-RA		HEL_011798-RA, HEL_011796-RA	HMEL037320g1.t1, HMEL037318g1.t1		XP_034838911.1	XP_039755044.1		XP_026498858.1
N1.HOG0000574	OG0000113	n11	Bany_16240-RA						XP_039762991.1		
N1.HOG0000575	OG0000113	n15	Bany_16241-RA		HEL_011795-RA, HEL_011797-RA	HMEL037317g1.t1, HMEL037316g1.t1	JC_16665-RA	XP_034838915.1, XP_034838912.1, XP_034838914.1			XP_026486407.1
N1.HOG0000576	OG0000113	n26			HEL_008858-RA, HEL_008860-RA, HEL_008861-RA	HMEL033908g1.t1				Vcard_DToL03481-RA	
N1.HOG0000577	OG0000113	n31					JC_16657-RA				
N1.HOG0000578	OG0000113	n32	Bany_05360-RA				JC_02497-RA				
N1.HOG0000579	OG0000114	n2	Bany_01261-RA, Bany_01260-RA, Bany_01257-RA, Bany_01445-RA, Bany_01449-RA, Bany_01259-RA, Bany_01258-RA, Bany_01451-RA, Bany_01448-RA		HEL_014390-RA	HMEL015510g1.t1	JC_11661-RA	XP_034827802.1, XP_034827577.1	XP_039752504.1, XP_039751984.1, XP_039751985.1, XP_039751988.1, XP_039751983.1		XP_026488859.1
N1.HOG0000580	OG0000114	n23	Bany_01222-RA, Bany_01450-RA		HEL_009880-RA, HEL_009885-RA	HMEL015513g1.t1, HMEL008318g1.t1	JC_11662-RA			Vcard_DToL07873-RA	
N1.HOG0000581	OG0000114	n30	Bany_01444-RA, Bany_01446-RA			HMEL012182g1.t1				Vcard_DToL07876-RA, Vcard_DToL09470-RA	
N1.HOG0000582	OG0000115	n1	Bany_02238-RA		HEL_004784-RA	HMEL005318g1.t1	JC_14206-RA	XP_034825883.1	XP_039747701.1	Vcard_DToL16325-RA	XP_026494479.1
N1.HOG0000583	OG0000115	n14			HEL_004783-RA	HMEL031335g1.t1					
N1.HOG0000584	OG0000115	n16	Bany_06385-RA		HEL_006264-RA	HMEL017991g1.t1	JC_09318-RA	XP_034827053.1	XP_039751528.1	Vcard_DToL06773-RA	XP_026500251.1, XP_026500243.1
N1.HOG0000585	OG0000115	n24	Bany_02241-RA		HEL_004779-RA	HMEL031336g1.t1, HMEL031337g1.t1, HMEL031333g1.t1, HMEL005973g1.t1	JC_14203-RA	XP_034825882.1	XP_039746102.1	Vcard_DToL16322-RA	XP_026494478.1
N1.HOG0000586	OG0000116	n1	Bany_10490-RA		HEL_000181-RA	HMEL017091g1.t1	JC_05019-RA	XP_034824340.1	XP_039748745.1	Vcard_DToL05226-RA	XP_026486128.1
N1.HOG0000587	OG0000116	n12			HEL_010345-RA	HMEL037149g1.t1	JC_15737-RA, JC_09136-RA	XP_034830236.1	XP_039749795.1	Vcard_DToL07626-RA	XP_026489146.1
N1.HOG0000588	OG0000116	n20	Bany_17622-RA			HMEL034503g1.t1		XP_034837001.1	XP_039761021.1		XP_026494070.1
N1.HOG0000589	OG0000116	n25	Bany_07549-RA		HEL_010451-RA	HMEL013498g1.t1		XP_034839409.1	XP_039763856.1	Vcard_DToL00399-RA	XP_026496653.1
N1.HOG0000590	OG0000116	n32	Bany_12390-RA		HEL_004697-RA					Vcard_DToL17023-RA	
N1.HOG0000591	OG0000117	n1	Bany_01550-RA		HEL_013392-RA	HMEL033309g1.t1	JC_11736-RA, JC_11741-RA	XP_034828165.1, XP_034828164.1, XP_034828166.1		Vcard_DToL08238-RA	XP_026488567.1
N1.HOG0000592	OG0000117	n13	Bany_01547-RA, Bany_01546-RA			HMEL002123g1.t1					
