HOG	OG	Gene Tree Parent Clade	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
N4.HOG0000876	OG0000341	n1						XP_034827833.1	XP_039751963.1		
N4.HOG0000877	OG0000341	n13						XP_034828319.1	XP_039752492.1, XP_039752491.1		
N4.HOG0000878	OG0000342	n8							XP_039755819.1, XP_039747898.1		
N4.HOG0000879	OG0000342	n15							XP_039761885.1		
N4.HOG0000880	OG0000343	n15							XP_039763987.1		
N4.HOG0000881	OG0000343	n17							XP_039763963.1		
N4.HOG0000882	OG0000343	n20							XP_039764232.1		
N4.HOG0000883	OG0000344	n0							XP_039760439.1, XP_039761416.1, XP_039760447.1, XP_039761487.1, XP_039761414.1, XP_039762531.1, XP_039760385.1, XP_039761273.1, XP_039762049.1		
N4.HOG0000884	OG0000345	n1						XP_034829039.1	XP_039754969.1		
N4.HOG0000885	OG0000345	n10						XP_034829670.1	XP_039749538.1, XP_039749537.1		
N4.HOG0000886	OG0000345	n16						XP_034829671.1	XP_039749528.1, XP_039749529.1		
N4.HOG0000887	OG0000346	n0						XP_034836835.1, XP_034836833.1, XP_034836832.1, XP_034836836.1, XP_034836834.1	XP_039761097.1, XP_039761099.1, XP_039761098.1, XP_039761104.1, XP_039761105.1, XP_039761101.1, XP_039761102.1, XP_039761100.1		
N4.HOG0000888	OG0000347	n4						XP_034833261.1, XP_034833260.1, XP_034833258.1, XP_034833262.1	XP_039758602.1, XP_039758603.1, XP_039758604.1, XP_039758605.1		
N4.HOG0000889	OG0000349	n1						XP_034838104.1	XP_039761975.1		
N4.HOG0000890	OG0000350	n1						XP_034840839.1, XP_034840828.1	XP_039760423.1		
N4.HOG0000891	OG0000351	n1						XP_034830102.1	XP_039759031.1, XP_039759070.1, XP_039759062.1, XP_039759051.1, XP_039759040.1		
N4.HOG0000892	OG0000351	n14						XP_034832379.1, XP_034830120.1	XP_039759082.1		
N4.HOG0000893	OG0000352	n2						XP_034834226.1	XP_039757907.1		
N4.HOG0000894	OG0000352	n13						XP_034838214.1, XP_034838215.1	XP_039762163.1, XP_039762162.1		
N4.HOG0000895	OG0000353	n0						XP_034835541.1, XP_034835542.1, XP_034835540.1	XP_039759419.1, XP_039759423.1, XP_039759420.1, XP_039759421.1, XP_039759422.1		
N4.HOG0000896	OG0000354	n1						XP_034838654.1	XP_039748438.1		
N4.HOG0000897	OG0000354	n8						XP_034838397.1	XP_039748427.1		
N4.HOG0000898	OG0000355	n3							XP_039751961.1, XP_039751969.1, XP_039761372.1		
N4.HOG0000899	OG0000355	n6						XP_034838853.1			
N4.HOG0000900	OG0000355	n7						XP_034838841.1			
N4.HOG0000901	OG0000356	n1						XP_034825547.1	XP_039746195.1		
N4.HOG0000902	OG0000356	n9						XP_034825738.1	XP_039746052.1		
N4.HOG0000903	OG0000357	n14						XP_034839859.1			
N4.HOG0000904	OG0000358	n2						XP_034833813.1	XP_039757608.1		
N4.HOG0000905	OG0000359	n4						XP_034826661.1	XP_039750899.1, XP_039750907.1		
N4.HOG0000906	OG0000359	n13						XP_034826219.1	XP_039749372.1		
N4.HOG0000907	OG0000360	n12						XP_034827997.1, XP_034827998.1			
N4.HOG0000908	OG0000360	n18						XP_034827812.1			
N4.HOG0000909	OG0000361	n4						XP_034826065.1	XP_039747226.1		
N4.HOG0000910	OG0000361	n13						XP_034826220.1			
N4.HOG0000911	OG0000362	n4						XP_034828595.1, XP_034828594.1	XP_039750941.1		
N4.HOG0000912	OG0000362	n13						XP_034828614.1	XP_039750227.1		
N4.HOG0000913	OG0000363	n16						XP_034832914.1			
N4.HOG0000914	OG0000363	n17						XP_034833083.1			
N4.HOG0000915	OG0000364	n1						XP_034827941.1	XP_039752184.1		
N4.HOG0000916	OG0000364	n9						XP_034827395.1, XP_034827396.1, XP_034827397.1	XP_039752471.1		
N4.HOG0000917	OG0000365	n0						XP_034826199.1, XP_034837233.1	XP_039748085.1		
N4.HOG0000918	OG0000366	n2						XP_034841322.1, XP_034841326.1, XP_034841323.1, XP_034841324.1, XP_034841325.1, XP_034841327.1, XP_034841320.1, XP_034841321.1			
N4.HOG0000919	OG0000366	n19							XP_039765444.1, XP_039765441.1, XP_039765442.1		
N4.HOG0000920	OG0000367	n1						XP_034824605.1	XP_039748902.1		
N4.HOG0000921	OG0000367	n8						XP_034824839.1	XP_039749013.1		
N4.HOG0000922	OG0000368	n5						XP_034826381.1, XP_034826382.1, XP_034826383.1, XP_034826380.1	XP_039765618.1, XP_039765626.1		
N4.HOG0000923	OG0000369	n1						XP_034827988.1	XP_039752120.1		
N4.HOG0000924	OG0000369	n12						XP_034827889.1	XP_039752577.1		
N4.HOG0000925	OG0000370	n3							XP_039761836.1, XP_039761378.1, XP_039761279.1, XP_039762050.1		
N4.HOG0000926	OG0000371	n5						XP_034828393.1			
N4.HOG0000927	OG0000371	n9						XP_034828446.1, XP_034828380.1	XP_039763258.1		
N4.HOG0000928	OG0000371	n13						XP_034828422.1			
N4.HOG0000929	OG0000373	n0							XP_039756757.1, XP_039751723.1, XP_039761666.1, XP_039758179.1, XP_039748125.1, XP_039758986.1, XP_039758718.1, XP_039754446.1, XP_039748602.1, XP_039751425.1, XP_039764967.1, XP_039761939.1, XP_039756333.1, XP_039745561.1, XP_039761950.1, XP_039755609.1, XP_039752306.1, XP_039757184.1, XP_039759432.1, XP_039749473.1, XP_039756482.1, XP_039754981.1		
N4.HOG0000930	OG0000375	n3						XP_034837866.1	XP_039762408.1		
N4.HOG0000931	OG0000375	n6						XP_034837976.1	XP_039762407.1		
N4.HOG0000932	OG0000376	n1						XP_034829043.1, XP_034829044.1	XP_039754622.1		
N4.HOG0000933	OG0000376	n9						XP_034831824.1			
N4.HOG0000934	OG0000376	n11							XP_039753484.1		
N4.HOG0000935	OG0000377	n1						XP_034831830.1	XP_039753615.1		
N4.HOG0000936	OG0000377	n14						XP_034832408.1	XP_039753108.1		
N4.HOG0000937	OG0000378	n6						XP_034826440.1, XP_034826441.1	XP_039765388.1		
N4.HOG0000938	OG0000378	n10						XP_034826442.1	XP_039748046.1		
N4.HOG0000939	OG0000378	n13						XP_034826196.1			
N4.HOG0000940	OG0000378	n14						XP_034826443.1, XP_034832606.1	XP_039757387.1		
N4.HOG0000941	OG0000379	n9						XP_034832407.1	XP_039753655.1		
N4.HOG0000942	OG0000379	n12						XP_034832274.1	XP_039753667.1		
N4.HOG0000943	OG0000380	n2						XP_034832270.1	XP_039753531.1		
N4.HOG0000944	OG0000380	n10						XP_034832269.1	XP_039753533.1		
N4.HOG0000945	OG0000381	n1						XP_034831145.1	XP_039755807.1		
N4.HOG0000946	OG0000381	n13						XP_034826452.1	XP_039748822.1		
N4.HOG0000947	OG0000382	n1						XP_034831376.1	XP_039755854.1		
N4.HOG0000948	OG0000383	n1						XP_034833386.1	XP_039758477.1		
N4.HOG0000949	OG0000383	n16						XP_034833677.1			
N4.HOG0000950	OG0000384	n1						XP_034825917.1	XP_039752375.1		
N4.HOG0000951	OG0000384	n11						XP_034826487.1			
N4.HOG0000952	OG0000385	n3						XP_034832195.1			
N4.HOG0000953	OG0000385	n12							XP_039752848.1		
N4.HOG0000954	OG0000385	n13						XP_034832194.1	XP_039752851.1		
N4.HOG0000955	OG0000385	n14						XP_034832193.1			
N4.HOG0000956	OG0000386	n6						XP_034836139.1	XP_039760362.1, XP_039760066.1		
N4.HOG0000957	OG0000386	n13						XP_034836148.1	XP_039759936.1		
N4.HOG0000958	OG0000388	n1						XP_034835064.1	XP_039759582.1		
N4.HOG0000959	OG0000388	n9						XP_034832240.1	XP_039753161.1		
N4.HOG0000960	OG0000389	n2						XP_034830562.1			
N4.HOG0000961	OG0000389	n3						XP_034830563.1			
N4.HOG0000962	OG0000390	n0						XP_034825386.1	XP_039746354.1, XP_039746353.1, XP_039746355.1		
N4.HOG0000963	OG0000391	n1						XP_034835001.1, XP_034835003.1	XP_039756704.1		
N4.HOG0000964	OG0000391	n8						XP_034835005.1	XP_039756700.1		
N4.HOG0000965	OG0000392	n2						XP_034838858.1	XP_039762978.1		
N4.HOG0000966	OG0000392	n13						XP_034839054.1	XP_039762900.1		
N4.HOG0000967	OG0000393	n4						XP_034837925.1, XP_034830917.1, XP_034840174.1, XP_034839261.1, XP_034828082.1	XP_039746611.1		
N4.HOG0000968	OG0000393	n11						XP_034840440.1	XP_039747220.1		
N4.HOG0000969	OG0000394	n9							XP_039750773.1, XP_039750772.1, XP_039756678.1, XP_039763707.1		
N4.HOG0000970	OG0000394	n13							XP_039757354.1, XP_039761459.1, XP_039757901.1, XP_039761316.1, XP_039761450.1		
N4.HOG0000971	OG0000395	n1						XP_034834765.1	XP_039756403.1		
N4.HOG0000972	OG0000395	n11						XP_034834986.1			
N4.HOG0000973	OG0000395	n13						XP_034834987.1	XP_039756352.1		
N4.HOG0000974	OG0000396	n3						XP_034827088.1, XP_034836350.1, XP_034836864.1			
N4.HOG0000975	OG0000396	n7						XP_034830816.1, XP_034839924.1, XP_034837849.1			
N4.HOG0000976	OG0000396	n10						XP_034837147.1, XP_034837150.1, XP_034824169.1			
N4.HOG0000977	OG0000396	n14							XP_039757480.1, XP_039764355.1, XP_039761963.1, XP_039758296.1, XP_039749520.1, XP_039757925.1, XP_039763051.1		
N4.HOG0000978	OG0000397	n9						XP_034833172.1	XP_039758537.1, XP_039758539.1		
N4.HOG0000979	OG0000397	n16						XP_034833669.1	XP_039758524.1		
N4.HOG0000980	OG0000397	n17						XP_034833671.1, XP_034833670.1	XP_039758753.1, XP_039758525.1		
N4.HOG0000981	OG0000398	n7						XP_034838064.1	XP_039762042.1		
N4.HOG0000982	OG0000398	n8						XP_034838065.1			
N4.HOG0000983	OG0000399	n3						XP_034828254.1, XP_034826334.1	XP_039752205.1, XP_039752206.1, XP_039752208.1		
N4.HOG0000984	OG0000399	n13							XP_039752214.1		
N4.HOG0000985	OG0000400	n1						XP_034829385.1, XP_034829386.1	XP_039755216.1, XP_039754872.1		
N4.HOG0000986	OG0000400	n9						XP_034829384.1	XP_039754871.1		
N4.HOG0000987	OG0000401	n1						XP_034835309.1	XP_039759562.1		
N4.HOG0000988	OG0000401	n6						XP_034835509.1			
N4.HOG0000989	OG0000401	n12							XP_039759560.1		
N4.HOG0000990	OG0000402	n1						XP_034831503.1	XP_039755889.1, XP_039755888.1		
N4.HOG0000991	OG0000402	n12						XP_034831504.1	XP_039755547.1		
N4.HOG0000992	OG0000403	n8						XP_034824679.1	XP_039749255.1		
N4.HOG0000993	OG0000404	n1						XP_034834994.1	XP_039756691.1		
N4.HOG0000994	OG0000404	n12						XP_034834890.1	XP_039756087.1		
N4.HOG0000995	OG0000405	n1						XP_034825118.1	XP_039746309.1		
N4.HOG0000996	OG0000405	n14						XP_034825293.1	XP_039746126.1		
N4.HOG0000997	OG0000406	n6						XP_034832484.1, XP_034832500.1, XP_034832486.1	XP_039752959.1		
N4.HOG0000998	OG0000406	n9						XP_034832189.1, XP_034832499.1, XP_034832188.1	XP_039753211.1, XP_039753390.1, XP_039753228.1		
N4.HOG0000999	OG0000406	n14						XP_034832482.1	XP_039752957.1		
N4.HOG0001000	OG0000407	n1						XP_034826387.1	XP_039747203.1		
N4.HOG0001001	OG0000407	n15							XP_039749104.1, XP_039760648.1		
N4.HOG0001002	OG0000408	n6						XP_034824107.1	XP_039765332.1		
N4.HOG0001003	OG0000408	n9						XP_034826393.1			
N4.HOG0001004	OG0000409	n0						XP_034824757.1	XP_039748549.1		
N4.HOG0001005	OG0000410	n3						XP_034840402.1			
N4.HOG0001006	OG0000410	n8						XP_034840122.1	XP_039747113.1		
N4.HOG0001007	OG0000410	n15						XP_034840403.1, XP_034840119.1	XP_039746707.1		
N4.HOG0001008	OG0000412	n0						XP_034830800.1			
N4.HOG0001009	OG0000413	n0						XP_034832268.1	XP_039753298.1		
N4.HOG0001010	OG0000415	n10						XP_034839073.1	XP_039762889.1		
N4.HOG0001011	OG0000415	n11						XP_034839069.1	XP_039762538.1		
N4.HOG0001012	OG0000416	n12						XP_034840985.1	XP_039765842.1		
N4.HOG0001013	OG0000417	n2						XP_034835778.1, XP_034835779.1, XP_034835777.1	XP_039760332.1		
N4.HOG0001014	OG0000417	n11						XP_034835780.1, XP_034835783.1	XP_039759864.1		
N4.HOG0001015	OG0000418	n2						XP_034838515.1	XP_039758601.1		
N4.HOG0001016	OG0000418	n12						XP_034835206.1	XP_039759148.1		
N4.HOG0001017	OG0000418	n17						XP_034835136.1	XP_039759211.1		
N4.HOG0001018	OG0000419	n1						XP_034837916.1	XP_039762293.1		
N4.HOG0001019	OG0000421	n0						XP_034831545.1	XP_039755844.1		
N4.HOG0001020	OG0000422	n6						XP_034832808.1	XP_039757306.1		
N4.HOG0001021	OG0000422	n8						XP_034832809.1	XP_039757431.1		
N4.HOG0001022	OG0000422	n10						XP_034832941.1	XP_039757198.1, XP_039756828.1		
N4.HOG0001023	OG0000423	n2						XP_034838234.1	XP_039762212.1		
N4.HOG0001024	OG0000423	n12						XP_034838236.1, XP_034838235.1	XP_039762410.1		
N4.HOG0001025	OG0000424	n1						XP_034827690.1			
N4.HOG0001026	OG0000424	n8						XP_034835926.1	XP_039759961.1, XP_039760086.1		
N4.HOG0001027	OG0000425	n7						XP_034837132.1			
N4.HOG0001028	OG0000425	n10						XP_034837127.1			
N4.HOG0001029	OG0000425	n14						XP_034837133.1			
N4.HOG0001030	OG0000426	n6						XP_034830882.1, XP_034830883.1, XP_034830881.1	XP_039754303.1		
N4.HOG0001031	OG0000426	n9						XP_034836884.1	XP_039754304.1		
N4.HOG0001032	OG0000427	n1						XP_034835655.1	XP_039759451.1		
N4.HOG0001033	OG0000427	n10						XP_034835659.1	XP_039759662.1		
N4.HOG0001034	OG0000428	n1						XP_034839373.1	XP_039764085.1		
N4.HOG0001035	OG0000428	n8						XP_034839668.1	XP_039763580.1, XP_039763581.1, XP_039763754.1		
N4.HOG0001036	OG0000429	n12							XP_039754118.1		
N4.HOG0001037	OG0000429	n13						XP_034830991.1, XP_034830990.1, XP_034830866.1			
N4.HOG0001038	OG0000430	n1						XP_034839791.1	XP_039763164.1		
N4.HOG0001039	OG0000430	n11						XP_034839378.1	XP_039763344.1, XP_039763042.1, XP_039763092.1		
N4.HOG0001040	OG0000431	n0						XP_034825945.1	XP_039745447.1		
N4.HOG0001041	OG0000432	n0						XP_034836745.1, XP_034836746.1, XP_034836743.1, XP_034836744.1	XP_039760885.1, XP_039760891.1, XP_039760890.1, XP_039760887.1, XP_039760889.1, XP_039760886.1		
N4.HOG0001042	OG0000433	n10							XP_039748018.1, XP_039748017.1, XP_039748016.1		
N4.HOG0001043	OG0000434	n1						XP_034828104.1	XP_039752530.1		
N4.HOG0001044	OG0000434	n11						XP_034839375.1	XP_039763738.1		
N4.HOG0001045	OG0000435	n1						XP_034827517.1	XP_039752663.1		
N4.HOG0001046	OG0000435	n12						XP_034828298.1	XP_039751821.1		
N4.HOG0001047	OG0000436	n1						XP_034832242.1			
N4.HOG0001048	OG0000436	n9						XP_034831827.1	XP_039753240.1		
N4.HOG0001049	OG0000437	n9						XP_034833064.1	XP_039757379.1, XP_039757378.1		
N4.HOG0001050	OG0000438	n0						XP_034828371.1	XP_039750568.1, XP_039753141.1		
N4.HOG0001051	OG0000439	n1						XP_034835285.1, XP_034835286.1	XP_039758899.1		
N4.HOG0001052	OG0000440	n2						XP_034824458.1	XP_039748928.1		
N4.HOG0001053	OG0000440	n11						XP_034839337.1	XP_039763208.1		
N4.HOG0001054	OG0000441	n1						XP_034829959.1, XP_034829958.1	XP_039750067.1		
N4.HOG0001055	OG0000441	n11						XP_034826225.1	XP_039750862.1, XP_039750856.1		
N4.HOG0001056	OG0000442	n2						XP_034835537.1	XP_039758897.1		
N4.HOG0001057	OG0000442	n11						XP_034835428.1	XP_039759429.1		
N4.HOG0001058	OG0000443	n7						XP_034838333.1, XP_034838332.1	XP_039761987.1		
N4.HOG0001059	OG0000444	n2							XP_039749876.1, XP_039763838.1, XP_039755446.1		
N4.HOG0001060	OG0000445	n1						XP_034826683.1	XP_039751556.1		
N4.HOG0001061	OG0000445	n9						XP_034838353.1	XP_039748453.1, XP_039748452.1		
N4.HOG0001062	OG0000446	n5						XP_034826078.1, XP_034826079.1			
N4.HOG0001063	OG0000446	n9						XP_034826077.1			
N4.HOG0001064	OG0000447	n4						XP_034825229.1			
N4.HOG0001065	OG0000448	n6						XP_034835946.1	XP_039759798.1, XP_039759797.1		
N4.HOG0001066	OG0000449	n1						XP_034836820.1	XP_039761028.1		
N4.HOG0001067	OG0000450	n15						XP_034835577.1	XP_039759621.1		
N4.HOG0001068	OG0000450	n16						XP_034835578.1, XP_034835579.1	XP_039759313.1		
N4.HOG0001069	OG0000451	n2						XP_034825872.1	XP_039749296.1, XP_039765425.1		
N4.HOG0001070	OG0000451	n11						XP_034825878.1	XP_039753833.1		
N4.HOG0001071	OG0000452	n0						XP_034829360.1	XP_039755223.1		
N4.HOG0001072	OG0000453	n15						XP_034824819.1	XP_039749137.1		
N4.HOG0001073	OG0000453	n16						XP_034824416.1	XP_039749212.1, XP_039749213.1		
N4.HOG0001074	OG0000454	n7						XP_034834454.1	XP_039756450.1		
N4.HOG0001075	OG0000455	n0						XP_034840040.1	XP_039746858.1, XP_039746601.1, XP_039746592.1, XP_039746590.1, XP_039746593.1, XP_039746599.1, XP_039746595.1, XP_039746598.1, XP_039746596.1, XP_039747306.1, XP_039746591.1, XP_039746594.1		
N4.HOG0001076	OG0000456	n1						XP_034841436.1	XP_039765898.1		
N4.HOG0001077	OG0000456	n9						XP_034840788.1, XP_034840789.1	XP_039747086.1, XP_039747087.1, XP_039747088.1, XP_039747085.1		
N4.HOG0001078	OG0000457	n7						XP_034830070.1	XP_039749944.1		
N4.HOG0001079	OG0000457	n14						XP_034829895.1			
N4.HOG0001080	OG0000458	n3						XP_034829516.1	XP_039749506.1, XP_039749507.1, XP_039749505.1		
N4.HOG0001081	OG0000459	n1						XP_034826611.1, XP_034838390.1	XP_039749178.1, XP_039750812.1		
N4.HOG0001082	OG0000459	n12						XP_034832267.1			
N4.HOG0001083	OG0000460	n0						XP_034828286.1, XP_034828282.1, XP_034828295.1, XP_034828273.1	XP_039764985.1, XP_039764987.1, XP_039764991.1, XP_039764984.1, XP_039764989.1, XP_039764990.1, XP_039764988.1		
N4.HOG0001084	OG0000461	n4						XP_034829424.1	XP_039755204.1		
N4.HOG0001085	OG0000461	n6						XP_034829426.1, XP_034829049.1, XP_034829425.1	XP_039755205.1		
N4.HOG0001086	OG0000462	n7						XP_034829762.1			
N4.HOG0001087	OG0000462	n13						XP_034829761.1			
N4.HOG0001088	OG0000463	n6						XP_034829777.1	XP_039749355.1, XP_039749353.1, XP_039749356.1, XP_039749354.1, XP_039749352.1		
N4.HOG0001089	OG0000464	n10						XP_034834494.1	XP_039756365.1		
N4.HOG0001090	OG0000465	n2						XP_034825225.1	XP_039746464.1		
N4.HOG0001091	OG0000465	n9						XP_034825620.1	XP_039746415.1, XP_039746414.1		
N4.HOG0001092	OG0000467	n5						XP_034828511.1	XP_039750756.1		
N4.HOG0001093	OG0000467	n11						XP_034828750.1	XP_039750700.1, XP_039750701.1, XP_039750702.1		
N4.HOG0001094	OG0000468	n3						XP_034824133.1	XP_039765307.1		
N4.HOG0001095	OG0000468	n10						XP_034824132.1	XP_039765309.1		
N4.HOG0001096	OG0000468	n16							XP_039765308.1		
N4.HOG0001097	OG0000469	n1						XP_034827415.1	XP_039752086.1, XP_039752085.1		
N4.HOG0001098	OG0000469	n10						XP_034827079.1	XP_039747772.1, XP_039747763.1		
N4.HOG0001099	OG0000470	n3						XP_034839560.1			
N4.HOG0001100	OG0000470	n15						XP_034839559.1			
N4.HOG0001101	OG0000471	n1							XP_039763586.1		
N4.HOG0001102	OG0000472	n1							XP_039764258.1, XP_039764250.1		
N4.HOG0001103	OG0000472	n6						XP_034824577.1, XP_034832956.1			
N4.HOG0001104	OG0000473	n0						XP_034837735.1, XP_034837550.1, XP_034837551.1, XP_034837549.1	XP_039761451.1		
N4.HOG0001105	OG0000474	n0							XP_039759379.1, XP_039753464.1, XP_039763339.1, XP_039757891.1, XP_039749813.1, XP_039757596.1, XP_039763072.1, XP_039754038.1, XP_039761360.1, XP_039758949.1, XP_039752770.1, XP_039746060.1, XP_039764369.1, XP_039764622.1, XP_039746204.1, XP_039764390.1, XP_039754805.1, XP_039764368.1, XP_039764370.1, XP_039763709.1		
N4.HOG0001106	OG0000475	n3							XP_039764420.1, XP_039758578.1		
N4.HOG0001107	OG0000476	n6						XP_034838824.1, XP_034838825.1, XP_034838822.1	XP_039762847.1		
N4.HOG0001108	OG0000477	n4							XP_039761296.1, XP_039765701.1, XP_039765230.1, XP_039756311.1, XP_039752688.1, XP_039752337.1		
N4.HOG0001109	OG0000477	n12							XP_039754563.1, XP_039759686.1, XP_039763949.1		
N4.HOG0001110	OG0000478	n1						XP_034829477.1	XP_039755060.1		
N4.HOG0001111	OG0000478	n9						XP_034829478.1	XP_039755243.1		
N4.HOG0001112	OG0000479	n0						XP_034829035.1	XP_039755186.1, XP_039755187.1, XP_039755183.1, XP_039755181.1, XP_039755185.1, XP_039755184.1, XP_039755182.1		
N4.HOG0001113	OG0000480	n1						XP_034827452.1, XP_034827451.1	XP_039752452.1		
N4.HOG0001114	OG0000481	n2						XP_034825045.1	XP_039746272.1		
N4.HOG0001115	OG0000481	n12						XP_034825291.1			
N4.HOG0001116	OG0000482	n2						XP_034834942.1			
N4.HOG0001117	OG0000482	n8						XP_034831379.1	XP_039755890.1		
N4.HOG0001118	OG0000483	n5							XP_039762539.1		
N4.HOG0001119	OG0000483	n9						XP_034826731.1	XP_039762843.1		
N4.HOG0001120	OG0000483	n15						XP_034839067.1	XP_039762499.1		
N4.HOG0001121	OG0000483	n16						XP_034839066.1	XP_039762502.1, XP_039762501.1		
N4.HOG0001122	OG0000484	n0						XP_034837027.1, XP_034825732.1, XP_034836084.1, XP_034840037.1, XP_034838258.1, XP_034833253.1	XP_039763127.1, XP_039747584.1, XP_039758563.1, XP_039746889.1, XP_039747106.1, XP_039748008.1, XP_039755522.1, XP_039764375.1, XP_039759335.1, XP_039757092.1, XP_039750674.1		
N4.HOG0001123	OG0000485	n5						XP_034825534.1, XP_034825535.1, XP_034825536.1			
N4.HOG0001124	OG0000485	n8						XP_034825538.1	XP_039746245.1		
N4.HOG0001125	OG0000485	n10						XP_034825124.1	XP_039746096.1		
N4.HOG0001126	OG0000485	n16						XP_034825539.1			
N4.HOG0001127	OG0000486	n0							XP_039757930.1, XP_039763682.1, XP_039757878.1, XP_039762487.1, XP_039763675.1, XP_039758169.1		
N4.HOG0001128	OG0000487	n2						XP_034833370.1, XP_034833371.1	XP_039758860.1		
N4.HOG0001129	OG0000487	n9						XP_034833667.1	XP_039758609.1		
N4.HOG0001130	OG0000488	n1						XP_034836344.1	XP_039748378.1		
N4.HOG0001131	OG0000488	n4							XP_039747906.1, XP_039747905.1		
N4.HOG0001132	OG0000489	n1						XP_034831536.1	XP_039755388.1		
N4.HOG0001133	OG0000489	n15						XP_034831387.1			
N4.HOG0001134	OG0000490	n8						XP_034840347.1	XP_039747123.1		
N4.HOG0001135	OG0000491	n1						XP_034833600.1	XP_039758498.1		
N4.HOG0001136	OG0000491	n11						XP_034833295.1	XP_039758520.1		
N4.HOG0001137	OG0000492	n3						XP_034824311.1	XP_039748957.1		
N4.HOG0001138	OG0000492	n10						XP_034824320.1	XP_039749166.1		
N4.HOG0001139	OG0000493	n1						XP_034839785.1	XP_039763553.1		
N4.HOG0001140	OG0000493	n9						XP_034839667.1			
N4.HOG0001141	OG0000494	n1						XP_034835728.1			
N4.HOG0001142	OG0000494	n9						XP_034835730.1, XP_034835729.1, XP_034835727.1	XP_039760270.1		
N4.HOG0001143	OG0000494	n13						XP_034835819.1	XP_039760366.1		
N4.HOG0001144	OG0000495	n1						XP_034828466.1	XP_039750505.1		
N4.HOG0001145	OG0000495	n9						XP_034829862.1	XP_039749817.1		
N4.HOG0001146	OG0000496	n1						XP_034828496.1	XP_039750317.1		
N4.HOG0001147	OG0000496	n9						XP_034828495.1	XP_039750379.1		
N4.HOG0001148	OG0000497	n17						XP_034831255.1, XP_034831256.1			
N4.HOG0001149	OG0000499	n1						XP_034831137.1	XP_039755758.1		
N4.HOG0001150	OG0000500	n13						XP_034830841.1	XP_039754329.1		
N4.HOG0001151	OG0000500	n15						XP_034830581.1	XP_039754064.1		
N4.HOG0001152	OG0000500	n17						XP_034830589.1			
N4.HOG0001153	OG0000501	n3						XP_034839116.1, XP_034839115.1			
N4.HOG0001154	OG0000502	n1						XP_034838297.1	XP_039762143.1		
N4.HOG0001155	OG0000502	n10						XP_034838300.1	XP_039761974.1		
N4.HOG0001156	OG0000503	n1						XP_034826511.1	XP_039746725.1		
N4.HOG0001157	OG0000503	n8						XP_034826509.1	XP_039748174.1		
N4.HOG0001158	OG0000504	n0						XP_034837247.1, XP_034837248.1	XP_039760733.1, XP_039760735.1, XP_039760734.1, XP_039760732.1, XP_039760731.1		
N4.HOG0001159	OG0000505	n2						XP_034838074.1			
N4.HOG0001160	OG0000505	n9						XP_034838044.1	XP_039762400.1, XP_039762031.1		
N4.HOG0001161	OG0000505	n14						XP_034838128.1	XP_039761999.1, XP_039761998.1		
N4.HOG0001162	OG0000505	n17						XP_034838106.1			
N4.HOG0001163	OG0000506	n3							XP_039759283.1, XP_039759284.1		
N4.HOG0001164	OG0000506	n12						XP_034835160.1, XP_034835159.1, XP_034835161.1			
N4.HOG0001165	OG0000507	n1						XP_034826447.1	XP_039764755.1		
N4.HOG0001166	OG0000507	n12						XP_034826564.1	XP_039763549.1		
N4.HOG0001167	OG0000508	n1						XP_034825556.1	XP_039746123.1, XP_039746173.1		
N4.HOG0001168	OG0000508	n10						XP_034825473.1	XP_039746122.1		
N4.HOG0001169	OG0000509	n3						XP_034837100.1	XP_039760419.1		
N4.HOG0001170	OG0000509	n10						XP_034837261.1	XP_039760827.1		
N4.HOG0001171	OG0000510	n0						XP_034836971.1	XP_039761059.1		
N4.HOG0001172	OG0000511	n3						XP_034835553.1	XP_039759698.1		
N4.HOG0001173	OG0000511	n11						XP_034835353.1	XP_039759519.1		
N4.HOG0001174	OG0000512	n0						XP_034827188.1, XP_034827187.1	XP_039751142.1, XP_039751141.1, XP_039751140.1		
N4.HOG0001175	OG0000513	n1						XP_034827531.1	XP_039751767.1		
N4.HOG0001176	OG0000513	n9						XP_034827530.1, XP_034827529.1	XP_039752176.1		
N4.HOG0001177	OG0000515	n1						XP_034825767.1	XP_039746416.1		
N4.HOG0001178	OG0000515	n13						XP_034832873.1	XP_039757365.1		
N4.HOG0001179	OG0000516	n8						XP_034833391.1	XP_039758471.1		
N4.HOG0001180	OG0000516	n9						XP_034827806.1	XP_039751975.1		
N4.HOG0001181	OG0000518	n9						XP_034835194.1	XP_039759417.1		
N4.HOG0001182	OG0000518	n12							XP_039759622.1		
N4.HOG0001183	OG0000519	n1						XP_034835227.1, XP_034835583.1, XP_034835228.1	XP_039759353.1, XP_039759350.1		
N4.HOG0001184	OG0000520	n1						XP_034827651.1	XP_039752448.1		
N4.HOG0001185	OG0000520	n9						XP_034831183.1	XP_039755345.1		
N4.HOG0001186	OG0000521	n1						XP_034837638.1	XP_039761564.1		
N4.HOG0001187	OG0000522	n1						XP_034828632.1	XP_039750950.1		
N4.HOG0001188	OG0000522	n9						XP_034828630.1	XP_039750909.1		
N4.HOG0001189	OG0000523	n0						XP_034832120.1	XP_039753176.1, XP_039753174.1, XP_039753178.1, XP_039753179.1, XP_039753177.1, XP_039753180.1		
