HOG	OG	Gene Tree Parent Clade	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
N2.HOG0001852	OG0000729	n7	Bany_08953-RA					XP_034832360.1	XP_039753299.1		
N2.HOG0001853	OG0000730	n4	Bany_16903-RA, Bany_16772-RA, Bany_18133-RA, Bany_13966-RA, Bany_16311-RA, Bany_16309-RA, Bany_04602-RA, Bany_17509-RA					XP_034840342.1, XP_034833078.1			
N2.HOG0001854	OG0000730	n14	Bany_18129-RA								
N2.HOG0001855	OG0000731	n7	Bany_05177-RA								
N2.HOG0001856	OG0000731	n8	Bany_05179-RA								
N2.HOG0001857	OG0000731	n11	Bany_05181-RA						XP_039746236.1		
N2.HOG0001858	OG0000732	n1	Bany_05869-RA					XP_034826827.1	XP_039751495.1		
N2.HOG0001859	OG0000732	n8	Bany_06314-RA					XP_034826760.1	XP_039751492.1		
N2.HOG0001860	OG0000733	n5	Bany_01834-RA								
N2.HOG0001861	OG0000733	n8	Bany_01835-RA								
N2.HOG0001862	OG0000733	n11	Bany_01830-RA								
N2.HOG0001863	OG0000734	n2	Bany_01502-RA, Bany_04601-RA								
N2.HOG0001864	OG0000734	n4	Bany_07438-RA, Bany_16310-RA, Bany_01501-RA, Bany_04309-RA								
N2.HOG0001865	OG0000734	n8	Bany_11065-RA, Bany_04914-RA, Bany_03261-RA, Bany_08774-RA, Bany_04915-RA					XP_034834256.1, XP_034826606.1	XP_039761203.1		
N2.HOG0001866	OG0000735	n7	Bany_16443-RA								
N2.HOG0001867	OG0000735	n10	Bany_16444-RA								
N2.HOG0001868	OG0000735	n12						XP_034836558.1			
N2.HOG0001869	OG0000736	n1	Bany_07177-RA					XP_034839345.1	XP_039763933.1		
N2.HOG0001870	OG0000736	n9	Bany_06144-RA					XP_034827266.1	XP_039751330.1		
N2.HOG0001871	OG0000737	n1	Bany_05872-RA								
N2.HOG0001872	OG0000737	n6	Bany_05873-RA					XP_034826842.1	XP_039751168.1		
N2.HOG0001873	OG0000738	n4						XP_034839083.1			
N2.HOG0001874	OG0000738	n7	Bany_16048-RA					XP_034838815.1			
N2.HOG0001875	OG0000738	n11	Bany_16438-RA								
N2.HOG0001876	OG0000738	n14							XP_039762727.1, XP_039762726.1		
N2.HOG0001877	OG0000739	n0	Bany_08431-RA, Bany_10464-RA, Bany_10463-RA, Bany_03869-RA, Bany_10297-RA, Bany_08430-RA, Bany_03557-RA, Bany_02212-RA, Bany_13724-RA, Bany_05947-RA, Bany_00972-RA, Bany_13723-RA, Bany_02213-RA, Bany_16462-RA						XP_039746164.1		
N2.HOG0001878	OG0000740	n1						XP_034838270.1	XP_039762205.1, XP_039762204.1, XP_039762206.1		
N2.HOG0001879	OG0000740	n5	Bany_12708-RA								
N2.HOG0001880	OG0000740	n10	Bany_16463-RA								
N2.HOG0001881	OG0000741	n2						XP_034830464.1	XP_039754374.1, XP_039754376.1, XP_039754375.1, XP_039754377.1		
N2.HOG0001882	OG0000741	n10	Bany_07972-RA								
N2.HOG0001883	OG0000741	n12	Bany_07971-RA								
N2.HOG0001884	OG0000742	n3	Bany_00974-RA								
N2.HOG0001885	OG0000742	n5	Bany_00976-RA					XP_034827961.1	XP_039751736.1, XP_039751738.1, XP_039751737.1		
N2.HOG0001886	OG0000743	n1	Bany_16982-RA					XP_034835923.1	XP_039760063.1		
N2.HOG0001887	OG0000743	n8	Bany_10848-RA					XP_034828439.1			
N2.HOG0001888	OG0000744	n5						XP_034833505.1	XP_039758608.1, XP_039758607.1		
N2.HOG0001889	OG0000744	n8	Bany_14925-RA, Bany_15612-RA								
N2.HOG0001890	OG0000744	n11	Bany_14927-RA								
N2.HOG0001891	OG0000745	n3	Bany_01888-RA					XP_034826449.1	XP_039748691.1		
N2.HOG0001892	OG0000745	n5	Bany_01889-RA					XP_034826340.1, XP_034826450.1	XP_039749947.1		
N2.HOG0001893	OG0000746	n2	Bany_01893-RA					XP_034826323.1	XP_039747023.1		
N2.HOG0001894	OG0000746	n8	Bany_01892-RA								
N2.HOG0001895	OG0000746	n12	Bany_01891-RA								
N2.HOG0001896	OG0000747	n5	Bany_10639-RA								
N2.HOG0001897	OG0000747	n9						XP_034828798.1	XP_039750851.1		
N2.HOG0001898	OG0000748	n1						XP_034827278.1			
N2.HOG0001899	OG0000748	n7	Bany_05914-RA					XP_034826954.1	XP_039750988.1		
N2.HOG0001900	OG0000749	n0	Bany_00046-RA					XP_034823938.1	XP_039765570.1		
N2.HOG0001901	OG0000750	n1	Bany_15527-RA								
N2.HOG0001902	OG0000750	n7						XP_034828961.1	XP_039754862.1		
N2.HOG0001903	OG0000750	n10	Bany_15528-RA								
N2.HOG0001904	OG0000750	n11	Bany_15525-RA								
N2.HOG0001905	OG0000751	n1	Bany_09381-RA					XP_034834066.1	XP_039757566.1		
N2.HOG0001906	OG0000751	n7	Bany_09379-RA, Bany_09380-RA					XP_034834069.1, XP_034824847.1			
N2.HOG0001907	OG0000752	n0	Bany_12549-RA					XP_034837808.1	XP_039762108.1, XP_039762107.1, XP_039762106.1		
N2.HOG0001908	OG0000753	n5	Bany_13699-RA								
N2.HOG0001909	OG0000753	n8	Bany_13700-RA								
N2.HOG0001910	OG0000753	n12	Bany_13698-RA, Bany_11914-RA								
N2.HOG0001911	OG0000754	n2	Bany_09963-RA					XP_034824640.1	XP_039748949.1		
N2.HOG0001912	OG0000754	n9	Bany_09962-RA						XP_039749075.1		
N2.HOG0001913	OG0000755	n3	Bany_01012-RA					XP_034827764.1	XP_039752414.1		
N2.HOG0001914	OG0000756	n1							XP_039756259.1		
N2.HOG0001915	OG0000756	n6	Bany_14356-RA					XP_034834939.1	XP_039756415.1		
N2.HOG0001916	OG0000757	n3	Bany_16145-RA					XP_034838985.1	XP_039762690.1		
N2.HOG0001917	OG0000757	n9	Bany_16146-RA					XP_034838785.1	XP_039762857.1		
N2.HOG0001918	OG0000758	n1	Bany_11219-RA					XP_034835391.1	XP_039759274.1		
N2.HOG0001919	OG0000758	n10						XP_034835390.1	XP_039759497.1		
N2.HOG0001920	OG0000759	n1						XP_034837831.1	XP_039761826.1		
N2.HOG0001921	OG0000759	n9	Bany_12606-RA								
N2.HOG0001922	OG0000759	n13							XP_039761827.1, XP_039761828.1, XP_039761829.1		
N2.HOG0001923	OG0000760	n1	Bany_02727-RA								
N2.HOG0001924	OG0000760	n3						XP_034840710.1, XP_034840709.1	XP_039747034.1		
N2.HOG0001925	OG0000760	n10						XP_034840708.1	XP_039747030.1		
N2.HOG0001926	OG0000761	n1	Bany_11257-RA					XP_034835692.1	XP_039759100.1		
N2.HOG0001927	OG0000761	n10	Bany_11258-RA					XP_034835693.1	XP_039759096.1		
N2.HOG0001928	OG0000762	n0	Bany_11259-RA						XP_039759104.1		
N2.HOG0001929	OG0000763	n1						XP_034839007.1	XP_039762545.1		
N2.HOG0001930	OG0000763	n12	Bany_16177-RA								
N2.HOG0001931	OG0000764	n2						XP_034835520.1	XP_039759566.1		
N2.HOG0001932	OG0000764	n8	Bany_11263-RA					XP_034835698.1, XP_034835699.1	XP_039759093.1		
N2.HOG0001933	OG0000765	n1	Bany_00128-RA								
N2.HOG0001934	OG0000765	n8	Bany_00131-RA					XP_034841537.1	XP_039745229.1, XP_039745228.1		
N2.HOG0001935	OG0000766	n1	Bany_01976-RA, Bany_01975-RA								
N2.HOG0001936	OG0000766	n8	Bany_01974-RA					XP_034826477.1	XP_039764454.1, XP_039764439.1, XP_039764448.1		
N2.HOG0001937	OG0000767	n1							XP_039746249.1		
N2.HOG0001938	OG0000767	n7	Bany_05294-RA								
N2.HOG0001939	OG0000768	n12	Bany_17045-RA					XP_034836078.1			
N2.HOG0001940	OG0000768	n13	Bany_17047-RA					XP_034835712.1	XP_039759934.1		
N2.HOG0001941	OG0000769	n1	Bany_17049-RA								
N2.HOG0001942	OG0000769	n6	Bany_17051-RA					XP_034836080.1	XP_039759771.1		
N2.HOG0001943	OG0000770	n4	Bany_16201-RA					XP_034839042.1	XP_039762613.1		
N2.HOG0001944	OG0000770	n10						XP_034838758.1			
N2.HOG0001945	OG0000771	n1	Bany_15597-RA								
N2.HOG0001946	OG0000771	n4	Bany_12079-RA					XP_034835042.1	XP_039759547.1, XP_039759325.1		
N2.HOG0001947	OG0000772	n1	Bany_07319-RA						XP_039763133.1		
N2.HOG0001948	OG0000772	n8	Bany_04454-RA					XP_034835429.1	XP_039752626.1		
N2.HOG0001949	OG0000773	n3						XP_034832106.1	XP_039753373.1		
N2.HOG0001950	OG0000773	n9						XP_034832105.1	XP_039753582.1		
N2.HOG0001951	OG0000774	n4	Bany_16585-RA					XP_034836605.1			
N2.HOG0001952	OG0000774	n8	Bany_16587-RA								
N2.HOG0001953	OG0000775	n1	Bany_14992-RA					XP_034833604.1	XP_039758702.1		
N2.HOG0001954	OG0000775	n9	Bany_14991-RA						XP_039758850.1		
N2.HOG0001955	OG0000776	n2	Bany_17068-RA, Bany_17069-RA					XP_034835719.1	XP_039760039.1		
N2.HOG0001956	OG0000776	n10						XP_034835720.1			
N2.HOG0001957	OG0000777	n0	Bany_04479-RA					XP_034836231.1, XP_034836238.1, XP_034836245.1, XP_034836244.1	XP_039757933.1, XP_039757940.1, XP_039757927.1		
N2.HOG0001958	OG0000778	n0	Bany_14425-RA					XP_034834841.1	XP_039756140.1, XP_039756138.1, XP_039756139.1		
N2.HOG0001959	OG0000779	n4	Bany_12016-RA					XP_034829835.1, XP_034829834.1	XP_039749552.1, XP_039749553.1		
N2.HOG0001960	OG0000779	n10	Bany_05099-RA, Bany_16225-RA, Bany_16693-RA								
N2.HOG0001961	OG0000780	n4	Bany_03601-RA								
N2.HOG0001962	OG0000780	n10	Bany_03599-RA						XP_039764471.1		
N2.HOG0001963	OG0000781	n3	Bany_00219-RA, Bany_00215-RA						XP_039765318.1		
N2.HOG0001964	OG0000781	n10	Bany_00218-RA								
N2.HOG0001965	OG0000782	n2	Bany_11973-RA					XP_034829914.1, XP_034829913.1	XP_039750047.1, XP_039750046.1		
N2.HOG0001966	OG0000782	n11	Bany_11975-RA								
N2.HOG0001967	OG0000783	n3	Bany_10052-RA					XP_034824081.1			
N2.HOG0001968	OG0000783	n12	Bany_00908-RA					XP_034824080.1			
N2.HOG0001969	OG0000784	n2	Bany_12785-RA					XP_034837953.1			
N2.HOG0001970	OG0000784	n8	Bany_12784-RA					XP_034831792.1			
N2.HOG0001971	OG0000785	n1	Bany_15029-RA					XP_034833160.1	XP_039758800.1		
N2.HOG0001972	OG0000786	n6	Bany_12800-RA, Bany_12940-RA, Bany_12922-RA								
N2.HOG0001973	OG0000786	n10	Bany_12955-RA						XP_039762937.1, XP_039762936.1		
N2.HOG0001974	OG0000786	n14	Bany_12954-RA						XP_039762471.1		
N2.HOG0001975	OG0000787	n0	Bany_17930-RA, Bany_01148-RA, Bany_01149-RA					XP_034827790.1, XP_034827791.1, XP_034827792.1	XP_039751998.1		
N2.HOG0001976	OG0000788	n7	Bany_01161-RA								
N2.HOG0001977	OG0000788	n11	Bany_01163-RA								
N2.HOG0001978	OG0000789	n3						XP_034838296.1			
N2.HOG0001979	OG0000789	n10	Bany_12816-RA								
N2.HOG0001980	OG0000790	n1	Bany_09558-RA					XP_034833778.1	XP_039757628.1		
N2.HOG0001981	OG0000791	n3						XP_034835068.1	XP_039759005.1		
N2.HOG0001982	OG0000791	n8	Bany_11387-RA								
N2.HOG0001983	OG0000791	n9	Bany_11388-RA								
N2.HOG0001984	OG0000791	n10	Bany_11389-RA, Bany_11390-RA								
N2.HOG0001985	OG0000792	n2	Bany_09560-RA					XP_034828884.1	XP_039750780.1		
N2.HOG0001986	OG0000792	n11	Bany_07652-RA					XP_034839588.1			
N2.HOG0001987	OG0000793	n3						XP_034827265.1	XP_039751322.1, XP_039751323.1, XP_039751324.1		
N2.HOG0001988	OG0000793	n7	Bany_06146-RA								
N2.HOG0001989	OG0000793	n12	Bany_06145-RA								
N2.HOG0001990	OG0000794	n3	Bany_15655-RA								
N2.HOG0001991	OG0000794	n9	Bany_15651-RA, Bany_15650-RA								
N2.HOG0001992	OG0000795	n2	Bany_08866-RA					XP_034832234.1	XP_039753445.1		
N2.HOG0001993	OG0000795	n7	Bany_08865-RA					XP_034832134.1, XP_034832135.1	XP_039753579.1		
N2.HOG0001994	OG0000796	n2						XP_034836441.1	XP_039748093.1, XP_039748092.1, XP_039748091.1		
N2.HOG0001995	OG0000796	n6	Bany_16672-RA								
N2.HOG0001996	OG0000796	n11	Bany_16671-RA								
N2.HOG0001997	OG0000797	n0	Bany_08199-RA					XP_034830965.1, XP_034830948.1	XP_039753796.1, XP_039753794.1		
N2.HOG0001998	OG0000798	n0	Bany_14519-RA					XP_034834825.1	XP_039756247.1		
N2.HOG0001999	OG0000799	n1	Bany_10137-RA					XP_034824864.1	XP_039749322.1		
N2.HOG0002000	OG0000799	n9	Bany_10142-RA								
N2.HOG0002001	OG0000799	n11	Bany_10140-RA								
N2.HOG0002002	OG0000800	n2						XP_034828302.1	XP_039752501.1		
N2.HOG0002003	OG0000800	n9						XP_034836613.1	XP_039748463.1		
N2.HOG0002004	OG0000801	n3	Bany_16705-RA								
N2.HOG0002005	OG0000801	n8	Bany_16706-RA, Bany_16703-RA								
N2.HOG0002006	OG0000802	n0	Bany_11504-RA, Bany_11503-RA					XP_034835306.1	XP_039759602.1		
N2.HOG0002007	OG0000803	n2	Bany_17261-RA					XP_034835981.1	XP_039760132.1		
N2.HOG0002008	OG0000803	n9	Bany_17250-RA					XP_034835976.1	XP_039760257.1		
N2.HOG0002009	OG0000804	n0	Bany_08236-RA					XP_034830858.1, XP_034830857.1, XP_034830856.1	XP_039753939.1, XP_039753938.1, XP_039753940.1		
N2.HOG0002010	OG0000805	n1	Bany_11526-RA					XP_034835558.1	XP_039759504.1		
N2.HOG0002011	OG0000805	n8	Bany_11523-RA					XP_034835184.1	XP_039759385.1		
N2.HOG0002012	OG0000806	n4	Bany_02239-RA					XP_034826527.1			
N2.HOG0002013	OG0000806	n5	Bany_02240-RA					XP_034825887.1, XP_034825888.1, XP_034825886.1, XP_034825884.1			
N2.HOG0002014	OG0000807	n7	Bany_09648-RA					XP_034833926.1, XP_034834244.1			
N2.HOG0002015	OG0000807	n10						XP_034833908.1			
N2.HOG0002016	OG0000808	n0	Bany_06927-RA					XP_034838453.1, XP_034838454.1, XP_034838452.1	XP_039748408.1, XP_039748407.1, XP_039748406.1, XP_039748409.1		
N2.HOG0002017	OG0000809	n4	Bany_13563-RA								
N2.HOG0002018	OG0000809	n9	Bany_03026-RA								
N2.HOG0002019	OG0000809	n11	Bany_13564-RA, Bany_13595-RA								
N2.HOG0002020	OG0000810	n7							XP_039762008.1		
N2.HOG0002021	OG0000810	n9							XP_039754319.1, XP_039758570.1, XP_039748318.1, XP_039764417.1, XP_039764301.1, XP_039763075.1		
N2.HOG0002022	OG0000811	n3	Bany_08986-RA					XP_034832226.1			
N2.HOG0002023	OG0000811	n9	Bany_08988-RA					XP_034832228.1	XP_039753351.1		
N2.HOG0002024	OG0000812	n9	Bany_17651-RA								
N2.HOG0002025	OG0000812	n10	Bany_04154-RA, Bany_04153-RA, Bany_17648-RA								
N2.HOG0002026	OG0000813	n2							XP_039751357.1		
N2.HOG0002027	OG0000813	n5	Bany_06285-RA								
N2.HOG0002028	OG0000813	n8	Bany_06286-RA								
N2.HOG0002029	OG0000813	n9	Bany_06284-RA					XP_034827075.1			
N2.HOG0002030	OG0000814	n2	Bany_08304-RA						XP_039754342.1		
N2.HOG0002031	OG0000814	n4						XP_034830823.1			
N2.HOG0002032	OG0000814	n8						XP_034831013.1, XP_034830821.1, XP_034830822.1			
N2.HOG0002033	OG0000815	n0	Bany_16763-RA					XP_034831159.1, XP_034836396.1, XP_034838015.1, XP_034826147.1, XP_034837888.1	XP_039752793.1, XP_039763343.1, XP_039762120.1, XP_039763430.1, XP_039763104.1, XP_039754604.1, XP_039761952.1, XP_039765105.1, XP_039754119.1, XP_039746958.1		
N2.HOG0002034	OG0000816	n6	Bany_02305-RA					XP_034826241.1	XP_039756552.1		
N2.HOG0002035	OG0000816	n9	Bany_02314-RA						XP_039754653.1		
N2.HOG0002036	OG0000816	n11	Bany_02309-RA						XP_039754549.1		
N2.HOG0002037	OG0000816	n12	Bany_02313-RA, Bany_02310-RA, Bany_02316-RA						XP_039748440.1		
N2.HOG0002038	OG0000817	n1						XP_034840548.1			
N2.HOG0002039	OG0000817	n6	Bany_06289-RA, Bany_06292-RA, Bany_06293-RA, Bany_06290-RA, Bany_06291-RA					XP_034827076.1	XP_039751358.1		
N2.HOG0002040	OG0000818	n0	Bany_16789-RA						XP_039748362.1		
N2.HOG0002041	OG0000819	n3						XP_034833941.1, XP_034833940.1	XP_039757850.1		
N2.HOG0002042	OG0000819	n9						XP_034833938.1	XP_039757921.1		
N2.HOG0002043	OG0000820	n2						XP_034836372.1	XP_039747970.1		
N2.HOG0002044	OG0000820	n7	Bany_16797-RA, Bany_16792-RA								
N2.HOG0002045	OG0000820	n9	Bany_16796-RA								
N2.HOG0002046	OG0000821	n1	Bany_02319-RA								
N2.HOG0002047	OG0000821	n5	Bany_02320-RA					XP_034826545.1	XP_039765471.1		
N2.HOG0002048	OG0000822	n2						XP_034825104.1, XP_034825105.1	XP_039745953.1		
N2.HOG0002049	OG0000822	n10	Bany_05586-RA								
N2.HOG0002050	OG0000822	n13	Bany_05587-RA								
N2.HOG0002051	OG0000823	n0	Bany_00497-RA					XP_034823931.1	XP_039765583.1		
N2.HOG0002052	OG0000824	n1	Bany_07574-RA					XP_034839467.1	XP_039764048.1		
N2.HOG0002053	OG0000824	n7	Bany_05092-RA					XP_034838393.1	XP_039760693.1		
N2.HOG0002054	OG0000825	n0	Bany_14694-RA					XP_034834535.1, XP_034834533.1, XP_034834532.1, XP_034834536.1, XP_034834530.1, XP_034834531.1, XP_034834529.1	XP_039756001.1		
N2.HOG0002055	OG0000826	n0	Bany_13437-RA					XP_034832878.1, XP_034832877.1	XP_039757249.1, XP_039757247.1, XP_039757248.1, XP_039757246.1		
N2.HOG0002056	OG0000827	n0	Bany_02341-RA					XP_034826253.1, XP_034826254.1, XP_034826255.1	XP_039749615.1, XP_039749596.1, XP_039749605.1		
N2.HOG0002057	OG0000828	n1							XP_039749513.1		
N2.HOG0002058	OG0000828	n9	Bany_12206-RA					XP_034829518.1	XP_039749499.1		
N2.HOG0002059	OG0000829	n2						XP_034832162.1	XP_039753627.1		
N2.HOG0002060	OG0000829	n4	Bany_09096-RA, Bany_09095-RA								
N2.HOG0002061	OG0000829	n14	Bany_09097-RA								
N2.HOG0002062	OG0000830	n0	Bany_02362-RA					XP_034826497.1			
N2.HOG0002063	OG0000831	n1						XP_034840558.1	XP_039747264.1		
N2.HOG0002064	OG0000831	n8	Bany_02369-RA					XP_034826595.1			
N2.HOG0002065	OG0000832	n3	Bany_17377-RA								
N2.HOG0002066	OG0000832	n8	Bany_17375-RA								
N2.HOG0002067	OG0000832	n14						XP_034836197.1	XP_039760157.1		
N2.HOG0002068	OG0000833	n2	Bany_00590-RA					XP_034841112.1, XP_034841111.1	XP_039765487.1, XP_039765488.1, XP_039765486.1		
N2.HOG0002069	OG0000834	n2						XP_034841289.1, XP_034841290.1			
N2.HOG0002070	OG0000834	n4	Bany_00615-RA								
N2.HOG0002071	OG0000834	n8	Bany_00616-RA						XP_039765982.1, XP_039765981.1		
N2.HOG0002072	OG0000835	n0	Bany_14093-RA					XP_034831227.1	XP_039755723.1, XP_039755663.1		
N2.HOG0002073	OG0000836	n2	Bany_09830-RA					XP_034833967.1	XP_039757487.1		
N2.HOG0002074	OG0000836	n9	Bany_09829-RA					XP_034833974.1	XP_039758165.1		
N2.HOG0002075	OG0000837	n0	Bany_07069-RA					XP_034837471.1	XP_039761507.1		
N2.HOG0002076	OG0000838	n0	Bany_08423-RA					XP_034830349.1	XP_039754443.1, XP_039754445.1, XP_039754444.1		
N2.HOG0002077	OG0000839	n0	Bany_12285-RA					XP_034829934.1, XP_034829936.1, XP_034829935.1, XP_034830076.1	XP_039749421.1, XP_039749422.1		
N2.HOG0002078	OG0000840	n4						XP_034833534.1	XP_039755458.1		
N2.HOG0002079	OG0000840	n12						XP_034833544.1	XP_039755447.1		
N2.HOG0002080	OG0000841	n1						XP_034831518.1, XP_034831519.1	XP_039755785.1		
N2.HOG0002081	OG0000841	n11	Bany_14147-RA								
N2.HOG0002082	OG0000842	n4						XP_034830079.1			
N2.HOG0002083	OG0000842	n9						XP_034830077.1			
N2.HOG0002084	OG0000842	n11	Bany_12292-RA								
N2.HOG0002085	OG0000843	n8	Bany_02431-RA					XP_034825791.1	XP_039746038.1		
N2.HOG0002086	OG0000844	n3	Bany_14180-RA								
N2.HOG0002087	OG0000844	n9	Bany_14185-RA								
N2.HOG0002088	OG0000845	n7	Bany_01630-RA					XP_034828071.1	XP_039751822.1		
N2.HOG0002089	OG0000846	n0	Bany_13573-RA					XP_034832862.1, XP_034832860.1, XP_034832861.1	XP_039756764.1, XP_039756762.1, XP_039756763.1		
N2.HOG0002090	OG0000847	n7	Bany_00747-RA					XP_034824139.1	XP_039745545.1		
N2.HOG0002091	OG0000847	n13						XP_034840918.1			
N2.HOG0002092	OG0000848	n2	Bany_12401-RA					XP_034829994.1	XP_039750088.1, XP_039750089.1, XP_039750090.1		
N2.HOG0002093	OG0000848	n14						XP_034834260.1			
N2.HOG0002094	OG0000849	n1	Bany_04227-RA					XP_034833095.1	XP_039765036.1		
N2.HOG0002095	OG0000850	n2							XP_039746319.1		
N2.HOG0002096	OG0000851	n4						XP_034837896.1	XP_039762152.1		
N2.HOG0002097	OG0000851	n6						XP_034837894.1	XP_039762154.1		
N2.HOG0002098	OG0000851	n9						XP_034837895.1	XP_039762024.1		
N2.HOG0002099	OG0000852	n6						XP_034836641.1, XP_034836386.1, XP_034838802.1, XP_034834833.1, XP_034829162.1, XP_034835281.1, XP_034837923.1, XP_034838336.1, XP_034836469.1, XP_034831184.1			
N2.HOG0002100	OG0000853	n0						XP_034828819.1, XP_034840438.1	XP_039762011.1		
N2.HOG0002101	OG0000854	n2						XP_034826735.1			
N2.HOG0002102	OG0000859	n1						XP_034833609.1			
N2.HOG0002103	OG0000859	n8						XP_034834959.1			
N2.HOG0002104	OG0000861	n0						XP_034824206.1, XP_034837942.1, XP_034836443.1, XP_034839053.1, XP_034838164.1, XP_034840905.1, XP_034838203.1, XP_034831691.1, XP_034834761.1, XP_034839892.1, XP_034837921.1, XP_034836644.1, XP_034834262.1	XP_039763209.1, XP_039751924.1		
N2.HOG0002105	OG0000862	n0						XP_034839640.1			
N2.HOG0002106	OG0000863	n2	Bany_00183-RA					XP_034841227.1	XP_039765862.1		
N2.HOG0002107	OG0000863	n6	Bany_00184-RA					XP_034841228.1	XP_039765802.1		
N2.HOG0002108	OG0000863	n9	Bany_08654-RA								
N2.HOG0002109	OG0000863	n11	Bany_00185-RA						XP_039765897.1		
N2.HOG0002110	OG0000864	n8	Bany_09913-RA								
N2.HOG0002111	OG0000864	n11	Bany_09911-RA								
N2.HOG0002112	OG0000864	n12	Bany_09912-RA						XP_039748517.1		
N2.HOG0002113	OG0000865	n3	Bany_17700-RA, Bany_17697-RA								
N2.HOG0002114	OG0000865	n10	Bany_13514-RA								
N2.HOG0002115	OG0000866	n0	Bany_09343-RA					XP_034833717.1	XP_039757751.1		
N2.HOG0002116	OG0000867	n2						XP_034832621.1	XP_039757210.1		
N2.HOG0002117	OG0000867	n4	Bany_13306-RA								
N2.HOG0002118	OG0000867	n9	Bany_00012-RA								
N2.HOG0002119	OG0000868	n3						XP_034831011.1	XP_039753935.1, XP_039753936.1		
N2.HOG0002120	OG0000868	n6	Bany_08298-RA, Bany_14895-RA								
N2.HOG0002121	OG0000868	n10	Bany_08300-RA								
N2.HOG0002122	OG0000869	n1	Bany_03473-RA								
N2.HOG0002123	OG0000869	n2	Bany_15255-RA								
N2.HOG0002124	OG0000870	n5	Bany_10567-RA								
N2.HOG0002125	OG0000870	n9	Bany_10566-RA								
N2.HOG0002126	OG0000870	n13						XP_034828392.1	XP_039750711.1		
N2.HOG0002127	OG0000871	n2						XP_034828106.1, XP_034828107.1	XP_039752351.1		
N2.HOG0002128	OG0000871	n11	Bany_00959-RA								
N2.HOG0002129	OG0000871	n12	Bany_00960-RA								
N2.HOG0002130	OG0000872	n0	Bany_16473-RA, Bany_16475-RA					XP_034836579.1, XP_034836580.1	XP_039747527.1, XP_039747528.1		
N2.HOG0002131	OG0000873	n2	Bany_07963-RA					XP_034830463.1	XP_039754002.1		
N2.HOG0002132	OG0000873	n8	Bany_07962-RA								
N2.HOG0002133	OG0000874	n3	Bany_13655-RA								
N2.HOG0002134	OG0000874	n8	Bany_13656-RA								
N2.HOG0002135	OG0000875	n0	Bany_05224-RA, Bany_05225-RA					XP_034825529.1, XP_034825374.1, XP_034825531.1, XP_034825532.1	XP_039746436.1, XP_039746223.1		
N2.HOG0002136	OG0000876	n8	Bany_12884-RA, Bany_00149-RA						XP_039763352.1		
N2.HOG0002137	OG0000876	n10	Bany_04558-RA, Bany_16088-RA						XP_039763792.1		
N2.HOG0002138	OG0000877	n4	Bany_04360-RA, Bany_04359-RA, Bany_04358-RA, Bany_04355-RA, Bany_04354-RA					XP_034832255.1, XP_034831810.1, XP_034832266.1	XP_039757852.1		
N2.HOG0002139	OG0000877	n12	Bany_04398-RA					XP_034832276.1	XP_039754349.1		
N2.HOG0002140	OG0000878	n4	Bany_07211-RA					XP_034839164.1			
N2.HOG0002141	OG0000878	n8	Bany_07213-RA					XP_034839166.1			
N2.HOG0002142	OG0000879	n0	Bany_12689-RA, Bany_08884-RA, Bany_12634-RA, Bany_08878-RA, Bany_09111-RA, Bany_12793-RA, Bany_12217-RA, Bany_14476-RA, Bany_12769-RA, Bany_12534-RA, Bany_07409-RA, Bany_07410-RA, Bany_12688-RA, Bany_16707-RA, Bany_08885-RA								
N2.HOG0002143	OG0000880	n1	Bany_10646-RA, Bany_10647-RA								
N2.HOG0002144	OG0000880	n6	Bany_10644-RA								
N2.HOG0002145	OG0000881	n3	Bany_00101-RA, Bany_16107-RA								
N2.HOG0002146	OG0000881	n11	Bany_16108-RA								
N2.HOG0002147	OG0000882	n0	Bany_08239-RA, Bany_08240-RA, Bany_12658-RA, Bany_12353-RA, Bany_14943-RA, Bany_13484-RA						XP_039749193.1, XP_039749917.1, XP_039764408.1		
N2.HOG0002148	OG0000883	n6	Bany_03292-RA						XP_039747189.1		
N2.HOG0002149	OG0000883	n7	Bany_07224-RA, Bany_17804-RA, Bany_07336-RA, Bany_07298-RA					XP_034841080.1	XP_039765899.1		
N2.HOG0002150	OG0000884	n3	Bany_16126-RA								
N2.HOG0002151	OG0000884	n9	Bany_16125-RA								
N2.HOG0002152	OG0000885	n2	Bany_04770-RA					XP_034836356.1	XP_039754341.1, XP_039754406.1		
N2.HOG0002153	OG0000885	n10	Bany_04399-RA					XP_034837491.1			
N2.HOG0002154	OG0000886	n0	Bany_01922-RA								
N2.HOG0002155	OG0000887	n0	Bany_11607-RA, Bany_04401-RA, Bany_11608-RA, Bany_11609-RA					XP_034835566.1	XP_039759612.1		
N2.HOG0002156	OG0000888	n0	Bany_12571-RA, Bany_12574-RA					XP_034837834.1	XP_039761935.1		
N2.HOG0002157	OG0000889	n2	Bany_01927-RA								
N2.HOG0002158	OG0000889	n4	Bany_01964-RA					XP_034826013.1	XP_039749769.1, XP_039749761.1, XP_039749752.1, XP_039749744.1		
