Orthogroup	Vanessa_tameamea	Junonia_coenia
OG0002356	XP_026500070.1	JC_16578-RA, JC_16543-RA
OG0002357	XP_026498217.1	JC_16565-RA
OG0002358	XP_026484247.1	JC_08693-RA
OG0002360	XP_026499513.1	JC_17075-RA
OG0002361	XP_026498081.1	JC_01559-RA
OG0002362	XP_026490217.1	JC_14527-RA
OG0002363	XP_026492965.1	JC_11423-RA
OG0002364	XP_026500156.1	JC_12977-RA
OG0002365	XP_026498216.1	JC_16626-RA
OG0002366	XP_026493403.1	JC_05640-RA
OG0002366	XP_026498223.1	JC_05639-RA
OG0002367	XP_026489999.1	JC_03693-RA
OG0002368	XP_026484281.1, XP_026484282.1, XP_026484283.1	JC_08695-RA
OG0002369	XP_026488752.1	JC_15997-RA
OG0002371	XP_026496147.1	JC_14117-RA, JC_14118-RA
OG0002372	XP_026492940.1	JC_11413-RA
OG0002373	XP_026489978.1	JC_03702-RA
OG0002375	XP_026495453.1	JC_10330-RA, JC_10329-RA
OG0002377	XP_026483529.1	JC_16268-RA
OG0002378	XP_026486602.1	JC_15628-RA
OG0002379	XP_026483518.1	JC_16270-RA
OG0002380	XP_026486739.1, XP_026486740.1	JC_15723-RA
OG0002381	XP_026486716.1	JC_15626-RA, JC_15627-RA
OG0002382	XP_026495808.1	JC_10574-RA
OG0002383	XP_026501110.1, XP_026501111.1	JC_00801-RA
OG0002384	XP_026498103.1, XP_026498104.1	JC_01542-RA
OG0002385	XP_026495518.1	JC_10580-RA, JC_10578-RA
OG0002386	XP_026492206.1	JC_07410-RA, JC_07409-RA
OG0002387	XP_026488876.1	JC_06826-RA
OG0002388	XP_026501158.1	JC_00803-RA
OG0002389	XP_026483513.1	JC_16282-RA, JC_16281-RA
OG0002390	XP_026489346.1	JC_07971-RA
OG0002391	XP_026498096.1, XP_026498097.1, XP_026498098.1	JC_01531-RA
OG0002392	XP_026489616.1	JC_12411-RA
OG0002393	XP_026492381.1	JC_07415-RA
OG0002394	XP_026492968.1	JC_11401-RA
OG0002395	XP_026488839.1	JC_06828-RA
OG0002397	XP_026500051.1, XP_026491773.1	JC_02326-RA
OG0002398	XP_026484300.1	JC_08719-RA
OG0002399	XP_026490235.1	JC_14996-RA
OG0002400	XP_026490173.1	JC_14503-RA
OG0002401	XP_026494179.1	JC_10223-RA
OG0002402	XP_026490705.1	JC_03937-RA
OG0002403	XP_026500470.1	JC_02297-RA
OG0002404	XP_026492292.1	JC_07421-RA
OG0002405	XP_026490652.1	JC_16029-RA
OG0002406	XP_026500450.1, XP_026500451.1	JC_02296-RA
OG0002407	XP_026498836.1	JC_14865-RA
OG0002408	XP_026490657.1	JC_16033-RA
OG0002409	XP_026494188.1	JC_10200-RA
OG0002410	XP_026491167.1	JC_02425-RA
OG0002411	XP_026489645.1	JC_12400-RA
OG0002412	XP_026500519.1, XP_026500520.1	JC_02281-RA
OG0002413	XP_026489617.1	JC_12396-RA
OG0002414	XP_026501125.1, XP_026501124.1, XP_026501123.1	JC_00825-RA
OG0002415	XP_026489710.1	JC_12389-RA
OG0002416	XP_026492492.1	JC_14903-RA, JC_14904-RA
OG0002417	XP_026489711.1	JC_12384-RA
OG0002418	XP_026490680.1	JC_16769-RA
OG0002419	XP_026483291.1	JC_14474-RA
OG0002420	XP_026497244.1	JC_14147-RA
OG0002421	XP_026500911.1, XP_026500832.1	JC_09799-RA
OG0002422	XP_026487771.1	JC_08002-RA
OG0002423	XP_026501129.1	JC_00807-RA, JC_00808-RA
OG0002424	XP_026497241.1	JC_14157-RA, JC_14159-RA, JC_14158-RA
OG0002425	XP_026494126.1	JC_17084-RA, JC_17086-RA
OG0002426	XP_026486618.1	JC_01515-RA
OG0002427	XP_026495534.1	JC_10615-RA
OG0002428	XP_026501585.1, XP_026501575.1, XP_026501565.1	JC_09804-RA
OG0002429	XP_026500085.1	JC_12938-RA, JC_12939-RA
OG0002430	XP_026486590.1	JC_01513-RA
OG0002431	XP_026486589.1	JC_01512-RA
OG0002432	XP_026496053.1	JC_16587-RA, JC_16588-RA
OG0002433	XP_026489987.1	JC_03739-RA
OG0002435	XP_026498819.1	JC_14894-RA
OG0002436	XP_026498507.1	JC_06179-RA, JC_06180-RA
OG0002437	XP_026484807.1	JC_00710-RA
OG0002438	XP_026483405.1	JC_16402-RA
OG0002439	XP_026483417.1	JC_16400-RA
OG0002440	XP_026488754.1	JC_16137-RA
OG0002442	XP_026490337.1, XP_026490338.1, XP_026490336.1	JC_14030-RA
OG0002443	XP_026484273.1	JC_08740-RA
OG0002444	XP_026498480.1, XP_026498481.1	JC_06194-RA, JC_06196-RA
OG0002445	XP_026484206.1	JC_16683-RA
OG0002446	XP_026483419.1	JC_16393-RA
OG0002447	XP_026492906.1, XP_026492907.1	JC_15607-RA
OG0002448	XP_026498491.1	JC_06209-RA
OG0002449	XP_026500252.1, XP_026500253.1	JC_12898-RA
OG0002450	XP_026492612.1, XP_026492619.1	JC_10175-RA
OG0002451	XP_026500226.1	JC_12897-RA
OG0002452	XP_026486621.1	JC_01497-RA, JC_01498-RA
OG0002453	XP_026490637.1	JC_16070-RA, JC_16071-RA
OG0002454	XP_026500928.1	JC_10668-RA, JC_11099-RA
OG0002455	XP_026491082.1	JC_02455-RA
OG0002456	XP_026498743.1	JC_17066-RA
OG0002456	XP_026486518.1	JC_17065-RA
OG0002457	XP_026500852.1	JC_01943-RA
OG0002458	XP_026498810.1	JC_14843-RA, JC_14844-RA
OG0002459	XP_026492508.1, XP_026492501.1	JC_10163-RA
OG0002460	XP_026487157.1, XP_026487158.1, XP_026487159.1	JC_03504-RA
OG0002461	XP_026492564.1, XP_026492556.1	JC_10161-RA
OG0002462	XP_026498856.1, XP_026498857.1, XP_026498855.1	JC_16661-RA
OG0002463	XP_026490375.1, XP_026490374.1, XP_026490373.1	JC_14023-RA
OG0002464	XP_026495987.1	JC_10726-RA
OG0002465	XP_026495985.1	JC_10725-RA
OG0002466	XP_026490494.1, XP_026490478.1, XP_026490488.1	JC_10159-RA
OG0002467	XP_026498866.1	JC_16652-RA, JC_16651-RA
OG0002469	XP_026495727.1	JC_17041-RA
OG0002470	XP_026498873.1	JC_16559-RA
OG0002471	XP_026499307.1	JC_06854-RA
OG0002472	XP_026498869.1	JC_16558-RA
OG0002474	XP_026490759.1	JC_11815-RA, JC_11816-RA
OG0002475	XP_026484230.1	JC_08753-RA
OG0002477	XP_026484231.1, XP_026484232.1	JC_08754-RA
OG0002478	XP_026494125.1	JC_17081-RA
OG0002480	XP_026492246.1	JC_07483-RA
OG0002481	XP_026498707.1	JC_14835-RA
OG0002482	XP_026492303.1, XP_026492302.1	JC_07480-RA, JC_07481-RA
OG0002483	XP_026494399.1	JC_06547-RA, JC_12460-RA
OG0002484	XP_026500209.1	JC_12876-RA
OG0002486	XP_026495829.1	JC_14378-RA
OG0002487	XP_026488569.1	JC_08048-RA
OG0002488	XP_026483560.1	JC_16338-RA
OG0002489	XP_026485598.1	JC_06352-RA, JC_06353-RA
OG0002490	XP_026493320.1, XP_026493321.1	JC_06060-RA
OG0002491	XP_026490986.1	JC_10149-RA
OG0002492	XP_026494644.1	JC_11361-RA
OG0002493	XP_026499354.1	JC_14369-RA
OG0002494	XP_026483628.1	JC_16116-RA
OG0002495	XP_026497923.1	JC_01472-RA
OG0002496	XP_026483626.1	JC_16115-RA
OG0002497	XP_026490116.1	JC_04548-RA, JC_04546-RA
OG0002498	XP_026486539.1	JC_16486-RA, JC_16485-RA
OG0002499	XP_026490233.1	JC_14998-RA
OG0002500	XP_026499338.1	JC_14366-RA
OG0002501	XP_026487161.1	JC_03488-RA
OG0002502	XP_026497920.1	JC_01465-RA
OG0002503	XP_026500180.1	JC_12835-RA
OG0002504	XP_026496384.1	JC_05441-RA
OG0002505	XP_026486490.1	JC_16483-RA
OG0002506	XP_026491061.1	JC_10143-RA
OG0002507	XP_026497935.1	JC_01457-RA
OG0002508	XP_026487195.1	JC_03485-RA
OG0002509	XP_026500163.1	JC_12838-RA, JC_12837-RA
OG0002511	XP_026495568.1	JC_10789-RA, JC_10788-RA
OG0002512	XP_026501044.1	JC_09646-RA, JC_09647-RA
OG0002513	XP_026500146.1	JC_12845-RA
OG0002514	XP_026494624.1, XP_026494622.1, XP_026494625.1	JC_11348-RA
OG0002515	XP_026499364.1	JC_14359-RA
OG0002516	XP_026491168.1, XP_026491160.1	JC_10138-RA
OG0002517	XP_026490579.1	JC_16081-RA
OG0002518	XP_026492248.1	JC_07473-RA
OG0002519	XP_026484621.1	JC_00657-RA
OG0002520	XP_026491316.1	JC_02495-RA
OG0002521	XP_026490240.1	JC_15004-RA
OG0002522	XP_026499238.1	JC_06866-RA
OG0002523	XP_026485602.1	JC_06381-RA, JC_06380-RA
OG0002524	XP_026497361.1	JC_13114-RA
OG0002525	XP_026493687.1	JC_01274-RA
OG0002526	XP_026500354.1	JC_09600-RA
OG0002527	XP_026501717.1	JC_15012-RA
OG0002528	XP_026490630.1	JC_16064-RA
OG0002529	XP_026497291.1	JC_13097-RA, JC_13098-RA
OG0002530	XP_026497837.1	JC_01434-RA
OG0002531	XP_026489376.1	JC_16885-RA
OG0002532	XP_026488865.1	JC_09586-RA
OG0002533	XP_026487308.1, XP_026487310.1	JC_08097-RA
OG0002534	XP_026499261.1	JC_06901-RA
OG0002535	XP_026492670.1	JC_10131-RA
OG0002536	XP_026497282.1	JC_13094-RA
OG0002537	XP_026491206.1, XP_026491028.1	JC_02512-RA
OG0002538	XP_026499225.1	JC_06893-RA
OG0002539	XP_026499394.1	JC_14340-RA
OG0002540	XP_026496909.1, XP_026496907.1, XP_026496908.1	JC_08946-RA
OG0002541	XP_026500289.1	JC_01952-RA
OG0002542	XP_026486546.1	JC_16500-RA
OG0002543	XP_026494836.1	JC_03830-RA
OG0002544	XP_026490952.1	JC_12778-RA
OG0002545	XP_026488532.1	JC_08106-RA
OG0002546	XP_026493064.1, XP_026493063.1	JC_06040-RA
OG0002547	XP_026495343.1	JC_03838-RA
OG0002548	XP_026488262.1, XP_026488261.1	JC_03463-RA
OG0002549	XP_026486830.1	JC_15672-RA
OG0002550	XP_026495604.1	JC_10641-RA, JC_10640-RA
OG0002551	XP_026483736.1, XP_026483727.1	JC_09609-RA
OG0002552	XP_026484949.1	JC_00366-RA
OG0002553	XP_026488579.1	JC_11712-RA, JC_11711-RA, JC_11713-RA
OG0002554	XP_026491862.1	JC_13978-RA
OG0002555	XP_026500679.1	JC_09634-RA
OG0002557	XP_026485131.1, XP_026485130.1	JC_00635-RA
OG0002558	XP_026497110.1	JC_00965-RA
OG0002559	XP_026487280.1	JC_08116-RA
OG0002560	XP_026497859.1	JC_01398-RA
OG0002562	XP_026496634.1	JC_08931-RA
OG0002563	XP_026487152.1	JC_15022-RA
OG0002564	XP_026497552.1	JC_13068-RA, JC_13066-RA, JC_13069-RA
OG0002565	XP_026489431.1	JC_16964-RA
OG0002566	XP_026495543.1	JC_10648-RA
OG0002567	XP_026493463.1	JC_06029-RA
OG0002568	XP_026490995.1, XP_026490996.1	JC_12755-RA
OG0002569	XP_026492355.1	JC_07443-RA
OG0002570	XP_026495363.1, XP_026495362.1	JC_03850-RA
OG0002571	XP_026495367.1, XP_026495366.1	JC_03852-RA
OG0002572	XP_026489203.1	JC_07194-RA
OG0002573	XP_026483149.1	JC_16416-RA
OG0002574	XP_026485091.1	JC_00628-RA
OG0002575	XP_026490969.1	JC_12747-RA, JC_12746-RA
OG0002576	XP_026487824.1	JC_08144-RA
OG0002577	XP_026500853.1	JC_09547-RA
OG0002578	XP_026491545.1, XP_026491544.1	JC_02527-RA
OG0002580	XP_026493275.1	JC_06020-RA
OG0002581	XP_026499399.1	JC_14319-RA
OG0002582	XP_026485775.1	JC_04624-RA
OG0002583	XP_026483881.1, XP_026483880.1	JC_15937-RA
OG0002584	XP_026501194.1	JC_09536-RA
OG0002585	XP_026484345.1	JC_00616-RA
OG0002586	XP_026492923.1	JC_10076-RA
OG0002587	XP_026490985.1	JC_12735-RA
OG0002588	XP_026500390.1	JC_08154-RA
OG0002590	XP_026484846.1	JC_00612-RA
OG0002591	XP_026489390.1	JC_17005-RA
OG0002592	XP_026488186.1	JC_03433-RA
OG0002593	XP_026499889.1	JC_14248-RA
OG0002594	XP_026492159.1	JC_07526-RA
OG0002595	XP_026494962.1, XP_026494960.1	JC_03859-RA
OG0002596	XP_026500414.1	JC_08165-RA
OG0002597	XP_026497572.1, XP_026497571.1	JC_13051-RA
OG0002599	XP_026500379.1	JC_12725-RA, JC_12727-RA
OG0002601	XP_026500381.1	JC_12719-RA
OG0002602	XP_026483773.1	JC_15914-RA
OG0002604	XP_026484801.1	JC_00605-RA
OG0002605	XP_026494894.1	JC_03870-RA
OG0002606	XP_026483132.1, XP_026483133.1, XP_026483130.1, XP_026483129.1, XP_026483131.1, XP_026483134.1	JC_16461-RA
OG0002607	XP_026485832.1	JC_15637-RA, JC_15638-RA
OG0002608	XP_026483143.1	JC_16456-RA, JC_16455-RA
OG0002609	XP_026493557.1	JC_10053-RA
OG0002610	XP_026486923.1	JC_07171-RA
OG0002611	XP_026499663.1	JC_07649-RA
OG0002612	XP_026483550.1	JC_16367-RA
OG0002613	XP_026499174.1	JC_06941-RA
OG0002614	XP_026499661.1	JC_07648-RA
OG0002615	XP_026496370.1, XP_026496371.1	JC_05414-RA
OG0002616	XP_026491808.1	JC_02564-RA
OG0002617	XP_026488316.1	JC_03419-RA
OG0002619	XP_026491473.1	JC_02570-RA
OG0002620	XP_026495263.1	JC_03880-RA
OG0002621	XP_026498738.1	JC_14824-RA
OG0002622	XP_026491472.1, XP_026491471.1	JC_02575-RA
OG0002623	XP_026490679.1	JC_10044-RA
OG0002624	XP_026484779.1, XP_026484594.1	JC_00589-RA
OG0002625	XP_026496296.1, XP_026496297.1	JC_05410-RA
OG0002626	XP_026490541.1	JC_10037-RA, JC_10036-RA
OG0002627	XP_026487908.1	JC_01329-RA, JC_01330-RA, JC_01331-RA
OG0002628	XP_026484405.1	JC_00586-RA
OG0002629	XP_026495491.1	JC_10695-RA
OG0002630	XP_026492108.1	JC_10029-RA
OG0002632	XP_026492029.1	JC_10028-RA
OG0002633	XP_026487878.1	JC_01326-RA
OG0002634	XP_026489236.1	JC_16530-RA
OG0002635	XP_026486506.1	JC_15705-RA, JC_15706-RA
OG0002637	XP_026484658.1, XP_026484649.1	JC_09499-RA
OG0002638	XP_026496434.1	JC_05407-RA, JC_05408-RA
OG0002639	XP_026484680.1, XP_026484671.1	JC_09498-RA
OG0002640	XP_026491951.1	JC_10016-RA
OG0002641	XP_026486234.1	JC_15707-RA
OG0002642	XP_026497985.1	JC_02022-RA, JC_02021-RA
OG0002643	XP_026491974.1	JC_10011-RA
OG0002644	XP_026483347.1	JC_16297-RA
OG0002645	XP_026494773.1	JC_01129-RA
OG0002646	XP_026499057.1	JC_06919-RA
OG0002647	XP_026496146.1	JC_13937-RA
OG0002648	XP_026495835.1, XP_026495836.1, XP_026495837.1	JC_10825-RA
OG0002649	XP_026495194.1	JC_03904-RA
OG0002650	XP_026494751.1	JC_01136-RA
OG0002652	XP_026483641.1	JC_15893-RA, JC_15896-RA
OG0002654	XP_026485466.1	JC_06444-RA, JC_06443-RA
OG0002655	XP_026484395.1	JC_00564-RA
OG0002656	XP_026498038.1	JC_11466-RA
OG0002657	XP_026498025.1	JC_11462-RA
OG0002658	XP_026484390.1	JC_00558-RA
OG0002659	XP_026491860.1	JC_09992-RA
OG0002660	XP_026499640.1	JC_07624-RA
OG0002661	XP_026497648.1	JC_14304-RA, JC_14302-RA
OG0002662	XP_026484420.1	JC_00557-RA
OG0002663	XP_026483721.1, XP_026483722.1	JC_15855-RA
OG0002664	XP_026498745.1	JC_14813-RA
OG0002665	XP_026487400.1	JC_08229-RA, JC_08230-RA
OG0002666	XP_026499306.1	JC_06912-RA
OG0002667	XP_026498741.1	JC_14812-RA
OG0002668	XP_026497332.1	JC_13169-RA
OG0002671	XP_026486093.1, XP_026486094.1	JC_04685-RA
OG0002672	XP_026488979.1, XP_026488978.1	JC_12224-RA
OG0002673	XP_026493177.1	JC_05976-RA, JC_05977-RA, JC_05978-RA
OG0002674	XP_026493646.1	JC_01145-RA, JC_01144-RA
OG0002675	XP_026497000.1, XP_026497002.1	JC_08888-RA
OG0002676	XP_026493645.1	JC_01146-RA
OG0002677	XP_026495293.1, XP_026495294.1, XP_026495292.1	JC_03915-RA
OG0002678	XP_026491810.1	JC_09988-RA, JC_09986-RA
OG0002679	XP_026499078.1	JC_06873-RA
OG0002680	XP_026484387.1	JC_00551-RA, JC_00550-RA, JC_00549-RA
OG0002681	XP_026501298.1	JC_11695-RA
OG0002682	XP_026491179.1	JC_09983-RA, JC_09985-RA
OG0002683	XP_026498705.1	JC_14806-RA
OG0002684	XP_026485459.1	JC_06462-RA
OG0002685	XP_026483813.1	JC_15847-RA, JC_15846-RA
OG0002687	XP_026497033.1	JC_08883-RA
OG0002688	XP_026499046.1	JC_06877-RA, JC_06876-RA
OG0002690	XP_026485780.1, XP_026485781.1	JC_04703-RA
OG0002691	XP_026499297.1	JC_06882-RA
OG0002692	XP_026489624.1, XP_026489623.1, XP_026489625.1	JC_12329-RA
OG0002693	XP_026487619.1	JC_08244-RA
OG0002695	XP_026494434.1	JC_14225-RA
OG0002696	XP_026486388.1	JC_13888-RA, JC_13887-RA, JC_13889-RA
OG0002697	XP_026489725.1, XP_026489743.1, XP_026489733.1	JC_02071-RA
OG0002698	XP_026485899.1	JC_04708-RA
OG0002699	XP_026498732.1	JC_14793-RA
OG0002700	XP_026486855.1	JC_07184-RA
OG0002701	XP_026489844.1	JC_05358-RA
OG0002702	XP_026498753.1	JC_14790-RA
OG0002702	XP_026498752.1	JC_14791-RA
OG0002703	XP_026500471.1	JC_02290-RA
OG0002704	XP_026493613.1	JC_09957-RA
OG0002705	XP_026486754.1	JC_15724-RA
OG0002706	XP_026485207.1	JC_15726-RA
OG0002707	XP_026483715.1	JC_15833-RA, JC_15830-RA
OG0002708	XP_026484433.1	JC_00538-RA, JC_00537-RA
OG0002709	XP_026489108.1	JC_12083-RA
OG0002710	XP_026484882.1	JC_00534-RA
OG0002711	XP_026489734.1	JC_12347-RA
OG0002712	XP_026492429.1	JC_09887-RA, JC_09886-RA
OG0002713	XP_026489735.1	JC_12354-RA, JC_12353-RA
OG0002714	XP_026494551.1	JC_14696-RA
OG0002715	XP_026489790.1	JC_05347-RA, JC_05349-RA
OG0002716	XP_026493981.1	JC_11180-RA
OG0002717	XP_026489789.1	JC_05348-RA
OG0002718	XP_026484760.1	JC_00529-RA
OG0002719	XP_026501070.1	JC_17188-RA, JC_17187-RA
OG0002720	XP_026500883.1	JC_02050-RA
OG0002721	XP_026494455.1, XP_026494457.1	JC_14198-RA
OG0002722	XP_026495034.1	JC_17206-RA, JC_04001-RA, JC_04000-RA
OG0002723	XP_026496826.1	JC_08865-RA
OG0002724	XP_026493101.1	JC_05953-RA
OG0002725	XP_026489800.1, XP_026489799.1	JC_05342-RA
OG0002726	XP_026494308.1	JC_12258-RA, JC_12259-RA
OG0002727	XP_026492320.1	JC_09852-RA
OG0002728	XP_026494465.1	JC_14185-RA
OG0002729	XP_026493077.1	JC_05944-RA
OG0002730	XP_026486357.1	JC_04753-RA
OG0002731	XP_026494552.1	JC_14684-RA, JC_14685-RA
OG0002732	XP_026489093.1	JC_12116-RA
OG0002734	XP_026484158.1, XP_026484192.1	JC_15275-RA
OG0002735	XP_026495965.1	JC_10766-RA
OG0002736	XP_026493051.1	JC_15782-RA
OG0002737	XP_026500789.1	JC_02033-RA, JC_02032-RA
OG0002738	XP_026493044.1	JC_15779-RA, JC_15778-RA
OG0002739	XP_026494521.1	JC_14676-RA
OG0002740	XP_026494022.1	JC_11199-RA
OG0002741	XP_026495059.1	JC_04031-RA
OG0002742	XP_026494003.1, XP_026494004.1	JC_11201-RA
OG0002743	XP_026485847.1, XP_026485846.1	JC_04770-RA, JC_04769-RA, JC_04768-RA, JC_04771-RA
OG0002744	XP_026486930.1, XP_026486932.1, XP_026486929.1	JC_07158-RA
OG0002745	XP_026487611.1	JC_08269-RA
OG0002746	XP_026487597.1, XP_026487596.1	JC_08272-RA
OG0002747	XP_026491084.1	JC_02670-RA
OG0002748	XP_026495653.1	JC_10754-RA
OG0002749	XP_026488276.1	JC_03341-RA
OG0002750	XP_026500272.1	JC_02082-RA
OG0002751	XP_026491271.1	JC_02672-RA, JC_02673-RA
OG0002752	XP_026498624.1	JC_05321-RA
OG0002753	XP_026492642.1	JC_01194-RA
OG0002754	XP_026488900.1	JC_11912-RA
OG0002755	XP_026486917.1	JC_07156-RA
OG0002756	XP_026494525.1	JC_14666-RA
OG0002757	XP_026486149.1	JC_04782-RA
OG0002758	XP_026486908.1	JC_07153-RA
OG0002759	XP_026491147.1	JC_09833-RA, JC_09832-RA
OG0002760	XP_026496107.1	JC_02091-RA
OG0002761	XP_026497506.1	JC_13213-RA
OG0002762	XP_026492740.1	JC_09829-RA, JC_09830-RA
OG0002763	XP_026499856.1	JC_05310-RA
OG0002764	XP_026488414.1	JC_09433-RA, JC_10946-RA, JC_10947-RA
OG0002765	XP_026485823.1	JC_04787-RA
OG0002766	XP_026492618.1	JC_01202-RA
OG0002767	XP_026493026.1	JC_09923-RA
OG0002768	XP_026492268.1	JC_07577-RA
OG0002769	XP_026494366.1	JC_12687-RA, JC_12686-RA, JC_12685-RA
OG0002770	XP_026492270.1, XP_026492269.1	JC_07576-RA
OG0002771	XP_026484799.1	JC_00489-RA
OG0002772	XP_026492372.1, XP_026492371.1	JC_07575-RA
OG0002773	XP_026484806.1	JC_00488-RA
OG0002774	XP_026496980.1, XP_026496979.1, XP_026496978.1	JC_08834-RA
OG0002775	XP_026492708.1	JC_01207-RA
OG0002776	XP_026485264.1, XP_026485272.1, XP_026485279.1	JC_09423-RA
OG0002778	XP_026496689.1	JC_02101-RA
OG0002779	XP_026493238.1	JC_10061-RA, JC_12870-RA, JC_15201-RA, JC_02985-RA, JC_02785-RA, JC_15248-RA, JC_00474-RA, JC_02148-RA, JC_09575-RA
OG0002780	XP_026496142.1	JC_02107-RA
OG0002782	XP_026498619.1	JC_05293-RA
OG0002783	XP_026498116.1	JC_13725-RA
OG0002784	XP_026485613.1	JC_06511-RA
OG0002784	XP_026485614.1	JC_06512-RA
OG0002785	XP_026491197.1	JC_02684-RA
OG0002786	XP_026496532.1, XP_026496540.1	JC_02122-RA
OG0002787	XP_026495626.1	JC_10960-RA
OG0002788	XP_026495255.1	JC_04082-RA
OG0002789	XP_026488849.1	JC_11940-RA, JC_11942-RA, JC_11938-RA
OG0002790	XP_026497021.1	JC_08824-RA
OG0002792	XP_026493881.1	JC_11213-RA
OG0002793	XP_026494325.1, XP_026494324.1	JC_12560-RA
OG0002794	XP_026493885.1	JC_11217-RA
OG0002795	XP_026498188.1	JC_05894-RA, JC_05895-RA
OG0002796	XP_026485768.1, XP_026485772.1	JC_04906-RA
OG0002797	XP_026494350.1	JC_12557-RA
OG0002798	XP_026499013.1	JC_01888-RA
OG0002799	XP_026485079.1	JC_00442-RA
OG0002800	XP_026484730.1	JC_09407-RA
OG0002801	XP_026484903.1	JC_00315-RA, JC_00316-RA
OG0002802	XP_026484154.1	JC_15309-RA, JC_15323-RA
OG0002803	XP_026497367.1, XP_026497368.1	JC_13225-RA
OG0002804	XP_026489580.1	JC_14723-RA
OG0002805	XP_026493707.1	JC_09911-RA
OG0002806	XP_026496896.1	JC_08819-RA
OG0002807	XP_026493894.1	JC_11232-RA
OG0002808	XP_026489576.1	JC_14725-RA
OG0002809	XP_026485871.1	JC_04895-RA
OG0002810	XP_026495845.1	JC_10860-RA
OG0002811	XP_026501526.1	JC_04288-RA, JC_04287-RA
OG0002812	XP_026485857.1, XP_026485858.1, XP_026485859.1	JC_04894-RA
OG0002813	XP_026498304.1, XP_026498303.1	JC_13808-RA
OG0002814	XP_026489595.1	JC_14733-RA
OG0002815	XP_026491582.1	JC_02699-RA
OG0002816	XP_026486785.1	JC_07139-RA
OG0002817	XP_026495623.1	JC_10961-RA
OG0002818	XP_026486320.1, XP_026486321.1	JC_04886-RA
OG0002819	XP_026484914.1	JC_00335-RA
OG0002820	XP_026486317.1, XP_026486318.1	JC_04885-RA
OG0002821	XP_026498597.1	JC_05263-RA
OG0002822	XP_026498538.1	JC_05262-RA
OG0002823	XP_026488558.1	JC_13690-RA, JC_13694-RA, JC_13689-RA
OG0002824	XP_026493683.1	JC_01260-RA
OG0002825	XP_026495427.1	JC_09395-RA
OG0002826	XP_026495133.1, XP_026495134.1	JC_04115-RA
OG0002827	XP_026485774.1	JC_04875-RA
OG0002828	XP_026500563.1	JC_02152-RA, JC_02150-RA, JC_02151-RA
OG0002829	XP_026489604.1	JC_14754-RA, JC_14753-RA
OG0002830	XP_026494168.1	JC_13426-RA, JC_13425-RA, JC_13424-RA, JC_12282-RA
OG0002831	XP_026500550.1	JC_02157-RA
OG0002832	XP_026487790.1	JC_08332-RA
OG0002833	XP_026487727.1	JC_08334-RA
OG0002834	XP_026501371.1	JC_11993-RA, JC_11992-RA
OG0002835	XP_026492335.1	JC_07545-RA
OG0002836	XP_026501343.1	JC_11995-RA
OG0002837	XP_026495466.1	JC_10355-RA
OG0002838	XP_026491175.1	JC_02768-RA
OG0002839	XP_026487717.1	JC_08345-RA
OG0002840	XP_026499578.1	JC_07660-RA
OG0002841	XP_026487777.1	JC_08351-RA
OG0002842	XP_026499568.1	JC_07667-RA
OG0002843	XP_026497012.1	JC_08799-RA
OG0002844	XP_026495614.1	JC_10919-RA, JC_10920-RA
OG0002845	XP_026498309.1	JC_13745-RA, JC_13746-RA
OG0002846	XP_026497424.1	JC_13264-RA
OG0002847	XP_026498314.1, XP_026498315.1, XP_026498313.1	JC_13747-RA
OG0002848	XP_026484940.1	JC_00368-RA, JC_00369-RA
OG0002849	XP_026485529.1, XP_026485528.1	JC_06539-RA
OG0002850	XP_026493873.1	JC_11255-RA
OG0002851	XP_026496940.1	JC_08790-RA
OG0002852	XP_026493952.1	JC_11258-RA, JC_11257-RA
OG0002853	XP_026495741.1	JC_10927-RA
OG0002854	XP_026495435.1	JC_10367-RA
OG0002855	XP_026492037.1	JC_13664-RA
OG0002856	XP_026498678.1	JC_05241-RA
OG0002857	XP_026497004.1	JC_08787-RA
OG0002858	XP_026494164.1	JC_12297-RA
OG0002859	XP_026495944.1	JC_10930-RA
OG0002860	XP_026493550.1	JC_05696-RA, JC_05694-RA
OG0002861	XP_026491640.1	JC_02741-RA
OG0002862	XP_026498775.1, XP_026498774.1	JC_14781-RA
OG0002863	XP_026485538.1	JC_06541-RA
OG0002864	XP_026491663.1	JC_02745-RA
OG0002865	XP_026492015.1	JC_13652-RA
OG0002867	XP_026493834.1	JC_11156-RA
OG0002868	XP_026497385.1	JC_13283-RA
OG0002869	XP_026498279.1, XP_026498280.1	JC_13767-RA
OG0002870	XP_026497402.1	JC_13284-RA
OG0002871	XP_026489032.1	JC_12028-RA, JC_12030-RA
OG0002872	XP_026488388.1	JC_03238-RA, JC_03237-RA
OG0002873	XP_026491683.1	JC_02933-RA
OG0002874	XP_026496885.1	JC_08974-RA
OG0002875	XP_026487312.1	JC_08417-RA
OG0002877	XP_026496484.1, XP_026496485.1	JC_10402-RA
OG0002878	XP_026490303.1, XP_026490304.1	JC_11120-RA
OG0002879	XP_026498946.1	JC_12671-RA, JC_12670-RA
OG0002880	XP_026499844.1	JC_11121-RA
OG0002881	XP_026494028.1	JC_11126-RA
OG0002882	XP_026498920.1	JC_12656-RA
OG0002883	XP_026491678.1	JC_02919-RA
OG0002884	XP_026493377.1	JC_05752-RA
OG0002885	XP_026483206.1	JC_13309-RA, JC_13308-RA
