Orthogroup	Junonia_coenia	Vanessa_cardui
OG0000969	JC_14709-RA, JC_14711-RA, JC_14706-RA, JC_14708-RA, JC_14707-RA	Vcard_DToL16235-RA
OG0000970	JC_08841-RA	Vcard_DToL07349-RA
OG0000971	JC_09895-RA	Vcard_DToL13199-RA
OG0000971	JC_09871-RA	Vcard_DToL13200-RA
OG0000972	JC_12567-RA	Vcard_DToL14497-RA
OG0000973	JC_13726-RA	Vcard_DToL15509-RA, Vcard_DToL15511-RA
OG0000974	JC_03304-RA	Vcard_DToL04364-RA
OG0000975	JC_07557-RA	Vcard_DToL09463-RA
OG0000977	JC_05282-RA, JC_04591-RA, JC_05285-RA, JC_05287-RA	Vcard_DToL02961-RA
OG0000978	JC_15344-RA	Vcard_DToL17289-RA
OG0000979	JC_05033-RA, JC_07554-RA	Vcard_DToL09468-RA
OG0000980	JC_14740-RA, JC_14739-RA, JC_14738-RA, JC_14741-RA	Vcard_DToL16208-RA
OG0000981	JC_11973-RA	Vcard_DToL07982-RA, Vcard_DToL07981-RA
OG0000982	JC_08317-RA	Vcard_DToL05840-RA
OG0000983	JC_05255-RA	Vcard_DToL02988-RA
OG0000984	JC_11637-RA	Vcard_DToL08053-RA
OG0000984	JC_11638-RA, JC_11639-RA	Vcard_DToL08054-RA
OG0000985	JC_05252-RA	Vcard_DToL02991-RA
OG0000986	JC_01817-RA	Vcard_DToL00598-RA
OG0000986	JC_10896-RA	Vcard_DToL12663-RA
OG0000987	JC_02160-RA	Vcard_DToL00459-RA
OG0000987	JC_02162-RA	Vcard_DToL00461-RA
OG0000988	JC_08341-RA	Vcard_DToL05808-RA
OG0000989	JC_12292-RA	Vcard_DToL14421-RA
OG0000990	JC_07678-RA	Vcard_DToL09318-RA
OG0000991	JC_14778-RA, JC_14674-RA	Vcard_DToL16172-RA
OG0000991	JC_14777-RA	Vcard_DToL16173-RA
OG0000993	JC_13273-RA	Vcard_DToL15424-RA
OG0000994	JC_13758-RA	Vcard_DToL14254-RA
OG0000994	JC_13760-RA	Vcard_DToL14256-RA
OG0000995	JC_07108-RA	Vcard_DToL12035-RA
OG0000996	JC_02940-RA	Vcard_DToL03984-RA
OG0000996	JC_02939-RA	Vcard_DToL03980-RA
OG0000997	JC_04855-RA, JC_09065-RA, JC_04856-RA	Vcard_DToL05428-RA, Vcard_DToL05429-RA
OG0000998	JC_10396-RA	Vcard_DToL13749-RA
OG0000998	JC_10395-RA	Vcard_DToL13747-RA, Vcard_DToL13748-RA
OG0000999	JC_13784-RA	Vcard_DToL14275-RA
OG0001000	JC_05220-RA	Vcard_DToL03022-RA, Vcard_DToL03024-RA
OG0001001	JC_07752-RA	Vcard_DToL09234-RA
OG0001003	JC_15483-RA, JC_15475-RA, JC_15474-RA	Vcard_DToL17206-RA
OG0001004	JC_08434-RA	Vcard_DToL05705-RA
OG0001004	JC_08433-RA, JC_08432-RA	Vcard_DToL05706-RA
OG0001005	JC_09028-RA, JC_09030-RA	Vcard_DToL07512-RA
OG0001007	JC_17241-RA, JC_11004-RA, JC_17240-RA, JC_11005-RA	Vcard_DToL12540-RA
OG0001008	JC_09289-RA	Vcard_DToL06654-RA, Vcard_DToL06653-RA
OG0001009	JC_11058-RA	Vcard_DToL10865-RA
OG0001010	JC_03115-RA, JC_03116-RA, JC_03117-RA, JC_03114-RA, JC_03113-RA	Vcard_DToL04584-RA
OG0001011	JC_11015-RA	Vcard_DToL12520-RA
OG0001012	JC_04983-RA	Vcard_DToL05274-RA
OG0001013	JC_00859-RA	Vcard_DToL01696-RA
OG0001014	JC_09106-RA	Vcard_DToL07594-RA
OG0001014	JC_09105-RA	Vcard_DToL07593-RA
OG0001015	JC_11842-RA	Vcard_DToL08130-RA, Vcard_DToL08129-RA
OG0001016	JC_09108-RA	Vcard_DToL07596-RA, Vcard_DToL07595-RA
OG0001017	JC_08527-RA	Vcard_DToL05602-RA
OG0001018	JC_09123-RA	Vcard_DToL07609-RA
OG0001020	JC_03031-RA	Vcard_DToL04678-RA
OG0001021	JC_07896-RA, JC_07895-RA	Vcard_DToL09073-RA
OG0001022	JC_13441-RA	Vcard_DToL15801-RA
OG0001023	JC_08620-RA, JC_08614-RA	Vcard_DToL05483-RA, Vcard_DToL05481-RA
OG0001024	JC_00085-RA, JC_00084-RA	Vcard_DToL02640-RA
OG0001024	JC_00086-RA	Vcard_DToL02639-RA
OG0001025	JC_13404-RA, JC_13402-RA, JC_13403-RA	Vcard_DToL15824-RA
OG0001026	JC_02984-RA	Vcard_DToL04726-RA
OG0001028	JC_04253-RA	Vcard_DToL08417-RA
OG0001029	JC_08547-RA	Vcard_DToL05571-RA
OG0001029	JC_08549-RA	Vcard_DToL05570-RA
OG0001030	JC_08543-RA	Vcard_DToL05579-RA
OG0001030	JC_08541-RA, JC_08542-RA	Vcard_DToL05581-RA
OG0001031	JC_08536-RA	Vcard_DToL05591-RA
OG0001031	JC_10791-RA	Vcard_DToL12778-RA
OG0001032	JC_01040-RA	Vcard_DToL01399-RA
OG0001032	JC_01039-RA	Vcard_DToL01397-RA
OG0001033	JC_14729-RA	Vcard_DToL15010-RA
OG0001033	JC_16465-RA	Vcard_DToL15433-RA
OG0001036	JC_08637-RA, JC_08636-RA, JC_08635-RA	Vcard_DToL05461-RA
OG0001037	JC_00755-RA	Vcard_DToL01822-RA
OG0001042	JC_15877-RA	Vcard_DToL17488-RA
OG0001042	JC_15878-RA	Vcard_DToL17489-RA
OG0001043	JC_05684-RA	Vcard_DToL09971-RA
OG0001044	JC_02460-RA	Vcard_DToL03452-RA
OG0001045	JC_05591-RA, JC_05590-RA	Vcard_DToL03292-RA
OG0001046	JC_03518-RA	Vcard_DToL04003-RA
OG0001046	JC_03519-RA	Vcard_DToL04004-RA
OG0001047	JC_06323-RA	Vcard_DToL10622-RA
OG0001047	JC_06324-RA	Vcard_DToL10621-RA, Vcard_DToL10623-RA
OG0001048	JC_16446-RA	Vcard_DToL18622-RA
OG0001049	JC_16790-RA	Vcard_DToL18691-RA
OG0001050	JC_15060-RA	Vcard_DToL15889-RA
OG0001051	JC_05651-RA	Vcard_DToL10008-RA
OG0001052	JC_16083-RA	Vcard_DToL17645-RA, Vcard_DToL17646-RA
OG0001053	JC_01620-RA	Vcard_DToL00821-RA
OG0001054	JC_01990-RA	Vcard_DToL00322-RA
OG0001055	JC_00726-RA	Vcard_DToL01860-RA
OG0001056	JC_07905-RA	Vcard_DToL09064-RA
OG0001057	JC_16692-RA	Vcard_DToL18704-RA
OG0001058	JC_16232-RA	Vcard_DToL18433-RA
OG0001059	JC_13023-RA, JC_13022-RA, JC_13021-RA	Vcard_DToL15156-RA
OG0001060	JC_15044-RA	Vcard_DToL15906-RA
OG0001061	JC_03552-RA	Vcard_DToL04054-RA
OG0001061	JC_03551-RA	Vcard_DToL04052-RA
OG0001062	JC_14071-RA	Vcard_DToL14084-RA
OG0001063	JC_15712-RA	Vcard_DToL16995-RA
OG0001063	JC_13010-RA	Vcard_DToL15144-RA
OG0001064	JC_10499-RA	Vcard_DToL13086-RA
OG0001065	JC_05663-RA	Vcard_DToL09996-RA
OG0001065	JC_05661-RA	Vcard_DToL09998-RA
OG0001066	JC_15195-RA	Vcard_DToL17380-RA
OG0001066	JC_15197-RA	Vcard_DToL17381-RA
OG0001067	JC_16721-RA	Vcard_DToL18731-RA
OG0001068	JC_03666-RA, JC_03665-RA	Vcard_DToL09036-RA
OG0001069	JC_00735-RA	Vcard_DToL01847-RA
OG0001070	JC_06773-RA	Vcard_DToL12429-RA
OG0001071	JC_16156-RA	Vcard_DToL18517-RA, Vcard_DToL18519-RA
OG0001072	JC_05668-RA, JC_05671-RA, JC_05670-RA	Vcard_DToL09987-RA, Vcard_DToL09988-RA
OG0001073	JC_08532-RA	Vcard_DToL06262-RA
OG0001074	JC_15586-RA	Vcard_DToL16842-RA
OG0001075	JC_12426-RA	Vcard_DToL14653-RA
OG0001075	JC_12429-RA	Vcard_DToL14651-RA
OG0001076	JC_03083-RA	Vcard_DToL17845-RA, Vcard_DToL17844-RA
OG0001078	JC_02285-RA	Vcard_DToL00037-RA
OG0001079	JC_15175-RA	Vcard_DToL17394-RA
OG0001081	JC_10315-RA	Vcard_DToL13660-RA
OG0001081	JC_01560-RA	Vcard_DToL00872-RA
OG0001083	JC_11429-RA	Vcard_DToL11277-RA
OG0001084	JC_16259-RA	Vcard_DToL18451-RA
OG0001085	JC_16624-RA	Vcard_DToL18806-RA
OG0001085	JC_16623-RA, JC_16621-RA	Vcard_DToL18808-RA
OG0001086	JC_12975-RA, JC_12974-RA, JC_12973-RA	Vcard_DToL15097-RA
OG0001087	JC_01553-RA	Vcard_DToL00885-RA
OG0001088	JC_03630-RA, JC_03631-RA, JC_03632-RA, JC_03629-RA	Vcard_DToL04118-RA
OG0001090	JC_06822-RA	Vcard_DToL12382-RA
OG0001091	JC_07977-RA, JC_07976-RA	Vcard_DToL06248-RA, Vcard_DToL06246-RA
OG0001092	JC_06006-RA, JC_03708-RA	Vcard_DToL08992-RA
OG0001094	JC_05632-RA	Vcard_DToL10019-RA
OG0001095	JC_08721-RA	Vcard_DToL08043-RA
OG0001096	JC_14825-RA, JC_14827-RA	Vcard_DToL16124-RA
OG0001097	JC_03942-RA	Vcard_DToL17919-RA
OG0001098	JC_10872-RA, JC_10595-RA	Vcard_DToL12985-RA
OG0001099	JC_12950-RA	Vcard_DToL15120-RA, Vcard_DToL15119-RA
OG0001102	JC_12391-RA	Vcard_DToL14702-RA
OG0001103	JC_06167-RA	Vcard_DToL10762-RA
OG0001104	JC_17031-RA	Vcard_DToL17931-RA, Vcard_DToL15371-RA
OG0001104	JC_17032-RA	Vcard_DToL17933-RA
OG0001105	JC_09802-RA	Vcard_DToL06429-RA
OG0001105	JC_09801-RA	Vcard_DToL06428-RA
OG0001106	JC_16761-RA, JC_16756-RA, JC_16760-RA, JC_16758-RA	Vcard_DToL18758-RA
OG0001107	JC_10618-RA	Vcard_DToL12966-RA
OG0001107	JC_11911-RA	Vcard_DToL07890-RA
OG0001108	JC_16592-RA	Vcard_DToL18829-RA, Vcard_DToL18830-RA
OG0001109	JC_07431-RA	Vcard_DToL09599-RA
OG0001110	JC_11016-RA	Vcard_DToL12523-RA
OG0001111	JC_08736-RA	Vcard_DToL07075-RA
OG0001112	JC_01855-RA	Vcard_DToL00556-RA
OG0001112	JC_16403-RA	Vcard_DToL18308-RA
OG0001114	JC_11578-RA, JC_11577-RA	Vcard_DToL08265-RA
OG0001115	JC_12906-RA	Vcard_DToL15031-RA
OG0001116	JC_14410-RA	Vcard_DToL16553-RA
OG0001117	JC_16895-RA	Vcard_DToL18161-RA
OG0001117	JC_16896-RA	Vcard_DToL18160-RA
OG0001118	JC_04397-RA	Vcard_DToL04886-RA
OG0001120	JC_12457-RA	Vcard_DToL14620-RA
OG0001121	JC_14986-RA	Vcard_DToL15968-RA
OG0001121	JC_14987-RA	Vcard_DToL15967-RA
OG0001122	JC_16464-RA	Vcard_DToL18562-RA
OG0001123	JC_11357-RA	Vcard_DToL11203-RA
OG0001124	JC_11356-RA	Vcard_DToL11201-RA
OG0001125	JC_08070-RA	Vcard_DToL06139-RA
OG0001126	JC_00659-RA	Vcard_DToL01948-RA
OG0001127	JC_01444-RA	Vcard_DToL01027-RA
OG0001127	JC_01445-RA	Vcard_DToL01028-RA
OG0001128	JC_07471-RA	Vcard_DToL09564-RA, Vcard_DToL09559-RA
OG0001129	JC_10713-RA	Vcard_DToL12861-RA
OG0001130	JC_15008-RA	Vcard_DToL15943-RA
OG0001131	JC_13104-RA	Vcard_DToL15259-RA
OG0001132	JC_04560-RA	Vcard_DToL04923-RA
OG0001132	JC_04562-RA	Vcard_DToL04926-RA
OG0001133	JC_03810-RA	Vcard_DToL08868-RA
OG0001133	JC_10684-RA	Vcard_DToL12928-RA
OG0001134	JC_08094-RA	Vcard_DToL06107-RA
OG0001134	JC_08092-RA	Vcard_DToL06108-RA
OG0001135	JC_14345-RA	Vcard_DToL16469-RA
OG0001137	JC_03823-RA	Vcard_DToL08858-RA
OG0001137	JC_03822-RA	Vcard_DToL08859-RA
OG0001139	JC_04574-RA, JC_04573-RA	Vcard_DToL04940-RA
OG0001140	JC_15676-RA	Vcard_DToL16959-RA
OG0001141	JC_13986-RA	Vcard_DToL13995-RA
OG0001141	JC_13984-RA	Vcard_DToL13994-RA
OG0001142	JC_03318-RA, JC_03317-RA	Vcard_DToL04354-RA
OG0001143	JC_03840-RA	Vcard_DToL08839-RA
OG0001144	JC_04576-RA, JC_02778-RA	Vcard_DToL04942-RA
OG0001145	JC_13088-RA	Vcard_DToL15238-RA
OG0001146	JC_16950-RA	Vcard_DToL18101-RA
OG0001146	JC_16951-RA	Vcard_DToL18104-RA
OG0001147	JC_17234-RA	Vcard_DToL18147-RA
OG0001150	JC_04616-RA	Vcard_DToL04955-RA
OG0001151	JC_04621-RA	Vcard_DToL04964-RA
OG0001152	JC_02528-RA	Vcard_DToL03523-RA
OG0001153	JC_14315-RA	Vcard_DToL16428-RA
OG0001156	JC_01993-RA	Vcard_DToL00319-RA
OG0001157	JC_14254-RA	Vcard_DToL16411-RA
OG0001157	JC_14253-RA	Vcard_DToL16412-RA, Vcard_DToL16413-RA
OG0001158	JC_12723-RA	Vcard_DToL14834-RA
OG0001158	JC_12720-RA	Vcard_DToL14832-RA
OG0001161	JC_16508-RA, JC_16507-RA, JC_16510-RA	Vcard_DToL18601-RA
OG0001162	JC_10043-RA	Vcard_DToL13333-RA
OG0001162	JC_10039-RA	Vcard_DToL13329-RA
OG0001163	JC_14269-RA	Vcard_DToL16395-RA
OG0001165	JC_08201-RA	Vcard_DToL06007-RA
OG0001166	JC_02598-RA	Vcard_DToL03612-RA
OG0001166	JC_02595-RA	Vcard_DToL03607-RA
OG0001167	JC_02601-RA	Vcard_DToL03614-RA
OG0001168	JC_12310-RA	Vcard_DToL14813-RA
OG0001169	JC_15889-RA, JC_15888-RA	Vcard_DToL17499-RA
OG0001169	JC_15891-RA	Vcard_DToL17501-RA
OG0001170	JC_06446-RA, JC_06447-RA	Vcard_DToL10497-RA
OG0001170	JC_06449-RA	Vcard_DToL10496-RA
OG0001171	JC_05985-RA	Vcard_DToL09859-RA
OG0001172	JC_13168-RA	Vcard_DToL15334-RA
OG0001172	JC_13167-RA	Vcard_DToL15330-RA
OG0001173	JC_14815-RA	Vcard_DToL16136-RA
OG0001173	JC_14814-RA	Vcard_DToL16137-RA
OG0001174	JC_11457-RA	Vcard_DToL16514-RA, Vcard_DToL11289-RA
OG0001174	JC_11456-RA	Vcard_DToL11288-RA
OG0001175	JC_12324-RA	Vcard_DToL14796-RA
OG0001176	JC_04691-RA	Vcard_DToL05038-RA
OG0001178	JC_14797-RA	Vcard_DToL16157-RA
OG0001179	JC_08876-RA, JC_08875-RA	Vcard_DToL07308-RA
OG0001180	JC_00530-RA	Vcard_DToL02129-RA
OG0001180	JC_17217-RA	Vcard_DToL02130-RA
OG0001181	JC_14207-RA	Vcard_DToL16327-RA
OG0001182	JC_05753-RA	Vcard_DToL10139-RA
OG0001183	JC_05343-RA	Vcard_DToL02875-RA
OG0001184	JC_10779-RA	Vcard_DToL12793-RA
OG0001185	JC_02130-RA	Vcard_DToL00411-RA
OG0001185	JC_02129-RA	Vcard_DToL00412-RA
OG0001186	JC_01173-RA	Vcard_DToL01569-RA
OG0001188	JC_07164-RA	Vcard_DToL11966-RA
OG0001189	JC_10763-RA, JC_10764-RA	Vcard_DToL12802-RA
OG0001190	JC_03002-RA, JC_03003-RA	Vcard_DToL04711-RA
OG0001191	JC_12127-RA, JC_12129-RA	Vcard_DToL07856-RA
OG0001192	JC_00506-RA, JC_00505-RA	Vcard_DToL02165-RA
OG0001193	JC_15774-RA	Vcard_DToL17075-RA, Vcard_DToL17074-RA
OG0001194	JC_13215-RA	Vcard_DToL15377-RA
OG0001195	JC_13833-RA, JC_05933-RA	Vcard_DToL11061-RA
OG0001196	JC_04059-RA	Vcard_DToL08632-RA
OG0001197	JC_01213-RA	Vcard_DToL01614-RA
OG0001198	JC_10841-RA	Vcard_DToL12721-RA
OG0001199	JC_10844-RA	Vcard_DToL12716-RA
OG0001199	JC_10843-RA	Vcard_DToL12718-RA
OG0001200	JC_05915-RA	Vcard_DToL09806-RA
OG0001200	JC_05916-RA	Vcard_DToL09808-RA
OG0001201	JC_01228-RA	Vcard_DToL01282-RA
OG0001202	JC_12032-RA	Vcard_DToL07801-RA
OG0001203	JC_13823-RA	Vcard_DToL14211-RA, Vcard_DToL14212-RA
OG0001204	JC_15314-RA	Vcard_DToL17301-RA
OG0001204	JC_15315-RA	Vcard_DToL17302-RA
OG0001205	JC_07143-RA	Vcard_DToL11990-RA
OG0001205	JC_07141-RA	Vcard_DToL11991-RA
OG0001206	JC_08309-RA	Vcard_DToL05849-RA
OG0001206	JC_08310-RA	Vcard_DToL05848-RA
OG0001207	JC_04108-RA	Vcard_DToL08580-RA
OG0001207	JC_04109-RA	Vcard_DToL08579-RA
OG0001208	JC_02712-RA	Vcard_DToL03727-RA
OG0001208	JC_02715-RA	Vcard_DToL03726-RA
OG0001209	JC_01256-RA	Vcard_DToL01249-RA
OG0001209	JC_01257-RA	Vcard_DToL01248-RA
OG0001210	JC_03273-RA	Vcard_DToL04398-RA
OG0001211	JC_12285-RA	Vcard_DToL14431-RA, Vcard_DToL14432-RA
OG0001213	JC_03260-RA	Vcard_DToL04415-RA
OG0001213	JC_03261-RA	Vcard_DToL04413-RA
OG0001214	JC_13262-RA	Vcard_DToL15414-RA
OG0001215	JC_14765-RA	Vcard_DToL16181-RA
OG0001216	JC_07681-RA	Vcard_DToL09315-RA
OG0001217	JC_15240-RA	Vcard_DToL17327-RA
OG0001218	JC_12295-RA, JC_12296-RA, JC_12294-RA	Vcard_DToL14419-RA
OG0001219	JC_00372-RA	Vcard_DToL02308-RA
OG0001220	JC_12012-RA	Vcard_DToL07784-RA
OG0001221	JC_11262-RA	Vcard_DToL11086-RA
OG0001222	JC_05225-RA	Vcard_DToL03014-RA
OG0001223	JC_00378-RA	Vcard_DToL02301-RA
OG0001223	JC_00380-RA	Vcard_DToL02300-RA
OG0001224	JC_10406-RA	Vcard_DToL13760-RA
OG0001224	JC_10407-RA	Vcard_DToL13762-RA
OG0001225	JC_10404-RA	Vcard_DToL13757-RA
OG0001225	JC_10403-RA	Vcard_DToL13755-RA
OG0001226	JC_00419-RA	Vcard_DToL02259-RA
OG0001226	JC_00413-RA	Vcard_DToL02269-RA
OG0001227	JC_07717-RA	Vcard_DToL09272-RA
OG0001227	JC_07718-RA	Vcard_DToL09271-RA
OG0001228	JC_12648-RA	Vcard_DToL14378-RA
OG0001228	JC_12646-RA	Vcard_DToL14377-RA, Vcard_DToL14375-RA
OG0001230	JC_13793-RA	Vcard_DToL14284-RA
OG0001230	JC_13794-RA	Vcard_DToL14291-RA
OG0001231	JC_03218-RA	Vcard_DToL04476-RA, Vcard_DToL04477-RA
OG0001231	JC_03219-RA	Vcard_DToL04475-RA
OG0001232	JC_10954-RA	Vcard_DToL12600-RA
OG0001233	JC_13798-RA	Vcard_DToL14296-RA
OG0001233	JC_13797-RA	Vcard_DToL14295-RA
OG0001234	JC_08403-RA	Vcard_DToL05742-RA
OG0001235	JC_07013-RA	Vcard_DToL12155-RA
OG0001236	JC_07022-RA	Vcard_DToL12145-RA
OG0001236	JC_07024-RA	Vcard_DToL12142-RA
OG0001237	JC_00286-RA	Vcard_DToL02401-RA
OG0001238	JC_13559-RA	Vcard_DToL15615-RA
OG0001238	JC_13560-RA	Vcard_DToL15616-RA
OG0001239	JC_13556-RA	Vcard_DToL15613-RA
OG0001240	JC_01076-RA	Vcard_DToL01438-RA, Vcard_DToL01440-RA
OG0001241	JC_00273-RA	Vcard_DToL02421-RA
OG0001242	JC_08470-RA, JC_08469-RA, JC_08468-RA, JC_08467-RA	Vcard_DToL05669-RA, Vcard_DToL05667-RA
OG0001243	JC_11759-RA	Vcard_DToL08219-RA
OG0001244	JC_07208-RA	Vcard_DToL11910-RA
OG0001244	JC_07207-RA	Vcard_DToL11911-RA
OG0001245	JC_05840-RA	Vcard_DToL10064-RA, Vcard_DToL10065-RA
OG0001246	JC_07792-RA	Vcard_DToL09195-RA
OG0001246	JC_07793-RA	Vcard_DToL09192-RA, Vcard_DToL09193-RA
OG0001247	JC_13533-RA	Vcard_DToL15695-RA
OG0001248	JC_06602-RA	Vcard_DToL10304-RA
OG0001248	JC_06601-RA	Vcard_DToL10305-RA
OG0001249	JC_10425-RA	Vcard_DToL13785-RA
OG0001250	JC_04958-RA	Vcard_DToL05310-RA
OG0001252	JC_17076-RA	Vcard_DToL17850-RA
OG0001253	JC_08491-RA	Vcard_DToL05643-RA
OG0001253	JC_08492-RA	Vcard_DToL05642-RA
OG0001254	JC_10411-RA	Vcard_DToL13769-RA
OG0001254	JC_10413-RA, JC_10414-RA	Vcard_DToL13770-RA
OG0001255	JC_01811-RA	Vcard_DToL00604-RA
OG0001256	JC_09238-RA	Vcard_DToL06973-RA
OG0001256	JC_09235-RA	Vcard_DToL06976-RA
OG0001257	JC_11012-RA	Vcard_DToL12518-RA
OG0001257	JC_11013-RA	Vcard_DToL12519-RA
OG0001258	JC_11836-RA	Vcard_DToL08143-RA, Vcard_DToL08142-RA
OG0001260	JC_11841-RA	Vcard_DToL08131-RA
OG0001261	JC_09212-RA	Vcard_DToL07006-RA
OG0001261	JC_09211-RA	Vcard_DToL07007-RA
OG0001262	JC_02836-RA	Vcard_DToL03885-RA
OG0001263	JC_03054-RA	Vcard_DToL04653-RA
OG0001264	JC_13467-RA	Vcard_DToL15768-RA
OG0001266	JC_13456-RA, JC_13455-RA	Vcard_DToL15784-RA
OG0001267	JC_13453-RA	Vcard_DToL15787-RA
OG0001269	JC_00930-RA	Vcard_DToL01303-RA
OG0001269	JC_00931-RA	Vcard_DToL01304-RA
OG0001270	JC_00104-RA	Vcard_DToL02619-RA
OG0001270	JC_00103-RA	Vcard_DToL02621-RA
OG0001271	JC_03009-RA	Vcard_DToL04704-RA
OG0001271	JC_03013-RA, JC_03014-RA, JC_03012-RA	Vcard_DToL04702-RA
OG0001272	JC_13421-RA	Vcard_DToL15815-RA
OG0001273	JC_00953-RA	Vcard_DToL01317-RA
OG0001274	JC_00087-RA	Vcard_DToL02638-RA
OG0001275	JC_13407-RA	Vcard_DToL15821-RA
OG0001275	JC_13409-RA	Vcard_DToL15819-RA
OG0001276	JC_08593-RA	Vcard_DToL05509-RA
OG0001277	JC_11593-RA	Vcard_DToL08011-RA
OG0001277	JC_11596-RA	Vcard_DToL08012-RA
OG0001278	JC_02783-RA	Vcard_DToL03936-RA
OG0001279	JC_01683-RA	Vcard_DToL00624-RA
OG0001280	JC_11623-RA	Vcard_DToL08039-RA
OG0001281	JC_08560-RA	Vcard_DToL05558-RA, Vcard_DToL05559-RA
OG0001282	JC_13356-RA	Vcard_DToL15863-RA
OG0001283	JC_13349-RA	Vcard_DToL15878-RA
OG0001283	JC_13350-RA	Vcard_DToL15881-RA
OG0001284	JC_13347-RA	Vcard_DToL15873-RA
OG0001284	JC_13348-RA	Vcard_DToL15874-RA
OG0001285	JC_01769-RA	Vcard_DToL00671-RA
OG0001286	JC_05147-RA	Vcard_DToL02812-RA
OG0001286	JC_05148-RA, JC_05150-RA, JC_05149-RA	Vcard_DToL02814-RA, Vcard_DToL02813-RA
OG0001287	JC_16637-RA	Vcard_DToL18793-RA
OG0001289	JC_03576-RA	Vcard_DToL04086-RA
OG0001291	JC_02318-RA	Vcard_DToL03423-RA
OG0001302	JC_17054-RA	Vcard_DToL17905-RA
OG0001303	JC_11476-RA	Vcard_DToL11306-RA
OG0001304	JC_11478-RA	Vcard_DToL11309-RA
OG0001304	JC_11477-RA	Vcard_DToL11307-RA
OG0001305	JC_04416-RA	Vcard_DToL04869-RA
OG0001306	JC_05230-RA, JC_05232-RA, JC_05231-RA	Vcard_DToL03008-RA
OG0001308	JC_13129-RA	Vcard_DToL15295-RA
OG0001310	JC_17043-RA, JC_17044-RA	Vcard_DToL17892-RA
OG0001311	JC_07353-RA	Vcard_DToL09685-RA, Vcard_DToL09686-RA
OG0001312	JC_16173-RA	Vcard_DToL18492-RA
OG0001315	JC_14046-RA	Vcard_DToL14112-RA
OG0001316	JC_13134-RA	Vcard_DToL15303-RA, Vcard_DToL15302-RA
OG0001318	JC_14970-RA	Vcard_DToL15984-RA, Vcard_DToL15983-RA
OG0001319	JC_08668-RA	Vcard_DToL07164-RA
OG0001320	JC_06696-RA	Vcard_DToL12474-RA
OG0001321	JC_16215-RA	Vcard_DToL18342-RA
OG0001322	JC_16216-RA	Vcard_DToL18339-RA
OG0001323	JC_17178-RA	Vcard_DToL17809-RA
OG0001324	JC_11487-RA	Vcard_DToL11322-RA
OG0001325	JC_01899-RA	Vcard_DToL00125-RA
OG0001326	JC_05575-RA, JC_05577-RA, JC_05576-RA	Vcard_DToL03069-RA
OG0001327	JC_14357-RA	Vcard_DToL16482-RA
OG0001327	JC_14356-RA	Vcard_DToL16481-RA
OG0001328	JC_14358-RA	Vcard_DToL16491-RA
OG0001329	JC_06701-RA	Vcard_DToL12470-RA
OG0001330	JC_15054-RA	Vcard_DToL15891-RA
OG0001331	JC_11496-RA	Vcard_DToL11328-RA, Vcard_DToL11331-RA, Vcard_DToL11332-RA
OG0001332	JC_02405-RA	Vcard_DToL03321-RA, Vcard_DToL03320-RA
OG0001332	JC_02364-RA	Vcard_DToL03360-RA
OG0001333	JC_14052-RA	Vcard_DToL14108-RA
OG0001334	JC_14615-RA, JC_14614-RA	Vcard_DToL16731-RA
OG0001335	JC_07327-RA	Vcard_DToL09719-RA
OG0001337	JC_16227-RA	Vcard_DToL18436-RA
OG0001338	JC_15892-RA	Vcard_DToL17502-RA
OG0001339	JC_14061-RA	Vcard_DToL14092-RA
OG0001339	JC_14059-RA	Vcard_DToL14094-RA
OG0001341	JC_17161-RA	Vcard_DToL17793-RA
OG0001342	JC_15547-RA	Vcard_DToL16795-RA
OG0001343	JC_13012-RA	Vcard_DToL15147-RA, Vcard_DToL15148-RA
OG0001344	JC_16198-RA	Vcard_DToL18544-RA
OG0001345	JC_00712-RA	Vcard_DToL01877-RA
OG0001346	JC_07944-RA	Vcard_DToL06293-RA, Vcard_DToL06285-RA, Vcard_DToL06287-RA, Vcard_DToL06294-RA
OG0001347	JC_06764-RA	Vcard_DToL12436-RA
OG0001347	JC_06765-RA	Vcard_DToL12437-RA
OG0001348	JC_15034-RA, JC_15035-RA	Vcard_DToL15912-RA
OG0001349	JC_15032-RA	Vcard_DToL15914-RA
OG0001349	JC_15033-RA	Vcard_DToL15913-RA
OG0001350	JC_14670-RA	Vcard_DToL16245-RA
OG0001352	JC_12799-RA	Vcard_DToL14918-RA
OG0001353	JC_17095-RA	Vcard_DToL17826-RA
OG0001354	JC_17103-RA	Vcard_DToL17835-RA
OG0001355	JC_12726-RA, JC_12728-RA, JC_12730-RA, JC_12729-RA	Vcard_DToL14839-RA
OG0001356	JC_10364-RA	Vcard_DToL13705-RA
OG0001356	JC_10365-RA	Vcard_DToL13707-RA
OG0001358	JC_00761-RA	Vcard_DToL01810-RA
OG0001358	JC_00760-RA	Vcard_DToL01811-RA
OG0001360	JC_16243-RA	Vcard_DToL18419-RA
OG0001360	JC_16261-RA	Vcard_DToL18418-RA
OG0001361	JC_02346-RA	Vcard_DToL03381-RA
OG0001362	JC_08689-RA	Vcard_DToL07142-RA
OG0001362	JC_08690-RA	Vcard_DToL07139-RA
OG0001363	JC_14381-RA	Vcard_DToL16511-RA, Vcard_DToL16513-RA
OG0001364	JC_15992-RA	Vcard_DToL17729-RA
OG0001364	JC_15991-RA	Vcard_DToL17730-RA
