Orthogroup	Junonia_coenia	Heliconius_erato_lativitta
OG0002062	JC_00322-RA	HEL_001342-RA
OG0002063	JC_11965-RA	HEL_009983-RA
OG0002065	JC_08307-RA	HEL_003001-RA
OG0002066	JC_09916-RA	HEL_012761-RA
OG0002068	JC_02146-RA	HEL_010475-RA
OG0002069	JC_02700-RA	HEL_004573-RA, HEL_004576-RA
OG0002070	JC_03277-RA	HEL_007444-RA, HEL_007445-RA, HEL_007446-RA, HEL_007447-RA
OG0002071	JC_07135-RA	HEL_001082-RA
OG0002072	JC_02708-RA, JC_02710-RA	HEL_004568-RA, HEL_004567-RA
OG0002073	JC_00342-RA, JC_00340-RA	HEL_001352-RA
OG0002074	JC_14748-RA	HEL_009516-RA
OG0002075	JC_05865-RA	HEL_012919-RA
OG0002077	JC_16445-RA	HEL_013001-RA
OG0002078	JC_02719-RA	HEL_004561-RA
OG0002078	JC_02718-RA	HEL_004563-RA
OG0002079	JC_07550-RA	HEL_010746-RA, HEL_010747-RA, HEL_010745-RA
OG0002080	JC_11997-RA	HEL_010019-RA
OG0002081	JC_10357-RA	HEL_008197-RA
OG0002082	JC_05244-RA	HEL_005506-RA
OG0002083	JC_15497-RA	HEL_005930-RA
OG0002084	JC_10361-RA	HEL_008195-RA
OG0002085	JC_02738-RA	HEL_004539-RA
OG0002086	JC_05563-RA	HEL_012341-RA, HEL_012340-RA
OG0002087	JC_08788-RA	HEL_006061-RA, HEL_006057-RA, HEL_006058-RA
OG0002088	JC_13659-RA	HEL_006883-RA
OG0002089	JC_10931-RA	HEL_013652-RA
OG0002090	JC_03250-RA	HEL_007417-RA
OG0002091	JC_12019-RA	HEL_013338-RA
OG0002092	JC_13648-RA	HEL_006877-RA
OG0002093	JC_03243-RA	HEL_007413-RA
OG0002093	JC_03244-RA	HEL_007414-RA
OG0002094	JC_05704-RA	HEL_007315-RA
OG0002096	JC_12026-RA	HEL_013347-RA
OG0002097	JC_05714-RA	HEL_007305-RA
OG0002097	JC_05713-RA	HEL_007306-RA
OG0002098	JC_02942-RA	HEL_014148-RA
OG0002099	JC_01289-RA	HEL_002722-RA
OG0002101	JC_04854-RA	HEL_000006-RA
OG0002102	JC_16172-RA	HEL_001397-RA
OG0002102	JC_00392-RA	HEL_001398-RA
OG0002103	JC_10401-RA	HEL_008160-RA
OG0002103	JC_10400-RA	HEL_008161-RA
OG0002104	JC_09352-RA	HEL_006326-RA
OG0002105	JC_03236-RA	HEL_007407-RA
OG0002106	JC_09349-RA	HEL_006327-RA
OG0002107	JC_08410-RA	HEL_003087-RA
OG0002108	JC_12661-RA, JC_12660-RA, JC_12662-RA	HEL_003854-RA
OG0002109	JC_11130-RA, JC_11129-RA	HEL_008595-RA
OG0002110	JC_13628-RA	HEL_006862-RA
OG0002110	JC_13630-RA	HEL_006864-RA
OG0002111	JC_01293-RA	HEL_002718-RA
OG0002112	JC_10389-RA	HEL_008169-RA
OG0002113	JC_09345-RA, JC_09344-RA, JC_09346-RA	HEL_006331-RA
OG0002114	JC_05769-RA, JC_05767-RA, JC_05768-RA	HEL_007264-RA
OG0002116	JC_13310-RA	HEL_013479-RA, HEL_013481-RA
OG0002117	JC_04847-RA, JC_04845-RA, JC_04846-RA	HEL_011006-RA
OG0002118	JC_03225-RA	HEL_007399-RA
OG0002119	JC_04839-RA	HEL_011002-RA
OG0002120	JC_08990-RA	HEL_010598-RA, HEL_010597-RA
OG0002121	JC_12042-RA	HEL_013151-RA, HEL_013152-RA, HEL_013153-RA, HEL_013154-RA
OG0002124	JC_07733-RA	HEL_012230-RA
OG0002125	JC_09000-RA	HEL_010610-RA
OG0002125	JC_08998-RA	HEL_010609-RA
OG0002126	JC_08405-RA	HEL_003083-RA
OG0002127	JC_03215-RA, JC_03214-RA	HEL_007387-RA, HEL_007388-RA
OG0002128	JC_01856-RA	HEL_007028-RA, HEL_007027-RA
OG0002129	JC_08383-RA	HEL_003069-RA
OG0002130	JC_15385-RA	HEL_005944-RA
OG0002132	JC_05797-RA	HEL_007242-RA
OG0002133	JC_01069-RA	HEL_006797-RA, HEL_006794-RA, HEL_006795-RA
OG0002134	JC_09025-RA	HEL_010632-RA, HEL_010628-RA, HEL_010635-RA, HEL_010629-RA
OG0002135	JC_01851-RA	HEL_007033-RA
OG0002136	JC_02881-RA	HEL_004406-RA
OG0002137	JC_11116-RA	HEL_008603-RA
OG0002138	JC_05821-RA	HEL_007221-RA
OG0002139	JC_15465-RA	HEL_005904-RA
OG0002140	JC_06986-RA	HEL_000941-RA, HEL_000938-RA
OG0002141	JC_07199-RA	HEL_009782-RA, HEL_009784-RA, HEL_009783-RA, HEL_009785-RA
OG0002142	JC_09053-RA	HEL_010657-RA
OG0002143	JC_09054-RA	HEL_010660-RA, HEL_010661-RA, HEL_010659-RA, HEL_010658-RA
OG0002144	JC_09055-RA	HEL_010662-RA
OG0002145	JC_11766-RA	HEL_013365-RA, HEL_013361-RA, HEL_013363-RA, HEL_013364-RA, HEL_013362-RA
OG0002146	JC_04186-RA	HEL_011589-RA
OG0002147	JC_06625-RA	HEL_014259-RA, HEL_014260-RA
OG0002148	JC_00262-RA	HEL_001281-RA, HEL_001285-RA, HEL_001286-RA, HEL_001288-RA
OG0002149	JC_03157-RA	HEL_013430-RA, HEL_014610-RA
OG0002150	JC_03154-RA	HEL_013428-RA, HEL_014608-RA
OG0002152	JC_09282-RA	HEL_014128-RA, HEL_014129-RA
OG0002155	JC_11792-RA	HEL_014190-RA, HEL_014189-RA
OG0002156	JC_04959-RA	HEL_000111-RA
OG0002156	JC_04960-RA	HEL_000110-RA
OG0002157	JC_15395-RA, JC_15476-RA, JC_15394-RA, JC_15477-RA	HEL_005929-RA
OG0002158	JC_10419-RA	HEL_008142-RA, HEL_008143-RA
OG0002159	JC_11061-RA	HEL_008657-RA, HEL_008656-RA
OG0002160	JC_11063-RA	HEL_008654-RA
OG0002160	JC_11064-RA, JC_11065-RA	HEL_008653-RA
OG0002161	JC_07809-RA	HEL_011914-RA
OG0002164	JC_03118-RA	HEL_011502-RA
OG0002165	JC_00218-RA	HEL_001247-RA
OG0002166	JC_11076-RA	HEL_008641-RA
OG0002167	JC_08504-RA	HEL_003181-RA
OG0002168	JC_07825-RA	HEL_011925-RA
OG0002170	JC_01795-RA	HEL_007081-RA
OG0002171	JC_07833-RA, JC_07832-RA	HEL_011931-RA
OG0002173	JC_11098-RA	HEL_008623-RA
OG0002174	JC_03094-RA	HEL_011478-RA, HEL_011477-RA
OG0002175	JC_15407-RA	HEL_005863-RA
OG0002177	JC_07241-RA, JC_07240-RA	HEL_009837-RA, HEL_009836-RA
OG0002178	JC_08518-RA	HEL_003205-RA
OG0002178	JC_08519-RA	HEL_003206-RA
OG0002179	JC_08520-RA	HEL_003207-RA
OG0002180	JC_04361-RA	HEL_010034-RA
OG0002180	JC_04365-RA	HEL_010035-RA
OG0002181	JC_03066-RA	HEL_011446-RA
OG0002182	JC_11271-RA	HEL_012267-RA
OG0002183	JC_02831-RA	HEL_004440-RA
OG0002184	JC_01916-RA	HEL_011429-RA, HEL_011428-RA
OG0002185	JC_02830-RA	HEL_004445-RA, HEL_004444-RA
OG0002186	JC_03042-RA	HEL_011419-RA
OG0002188	JC_09135-RA	HEL_010343-RA
OG0002188	JC_09134-RA	HEL_010344-RA
OG0002189	JC_13454-RA	HEL_008523-RA, HEL_008525-RA, HEL_008526-RA
OG0002190	JC_13448-RA, JC_13449-RA	HEL_008518-RA
OG0002191	JC_07892-RA, JC_07893-RA	HEL_011984-RA
OG0002192	JC_01694-RA	HEL_010397-RA
OG0002193	JC_09153-RA	HEL_010356-RA, HEL_010357-RA
OG0002194	JC_07902-RA	HEL_011992-RA, HEL_011991-RA
OG0002195	JC_11907-RA	HEL_008355-RA
OG0002197	JC_00114-RA	HEL_001166-RA
OG0002200	JC_09807-RA	HEL_001149-RA
OG0002201	JC_00096-RA	HEL_001147-RA
OG0002202	JC_09164-RA	HEL_010372-RA
OG0002203	JC_01680-RA	HEL_007147-RA
OG0002205	JC_01654-RA	HEL_010422-RA
OG0002206	JC_02800-RA	HEL_004469-RA
OG0002207	JC_02797-RA	HEL_004471-RA
OG0002207	JC_02798-RA	HEL_004473-RA
OG0002208	JC_02972-RA	HEL_012815-RA, HEL_012817-RA
OG0002209	JC_00069-RA	HEL_013108-RA
OG0002211	JC_08581-RA	HEL_003281-RA
OG0002212	JC_11613-RA	HEL_008389-RA
OG0002213	JC_02774-RA	HEL_004495-RA, HEL_004493-RA, HEL_004494-RA, HEL_004492-RA
OG0002214	JC_02771-RA	HEL_004499-RA, HEL_004497-RA, HEL_004498-RA
OG0002216	JC_01728-RA	HEL_007151-RA
OG0002217	JC_08559-RA	HEL_003252-RA, HEL_003253-RA
OG0002218	JC_08554-RA	HEL_003248-RA
OG0002219	JC_13366-RA, JC_13367-RA	HEL_008469-RA
OG0002220	JC_13357-RA, JC_13355-RA	HEL_008453-RA
OG0002223	JC_01745-RA	HEL_007121-RA
OG0002224	JC_01012-RA, JC_01014-RA	HEL_006753-RA
OG0002225	JC_00001-RA	HEL_013413-RA, HEL_013410-RA, HEL_013411-RA, HEL_013412-RA
OG0002227	JC_01117-RA	HEL_002921-RA, HEL_002922-RA, HEL_002923-RA, HEL_002920-RA, HEL_002926-RA
OG0002228	JC_15695-RA	HEL_004650-RA
OG0002229	JC_15172-RA	HEL_003880-RA
OG0002230	JC_13361-RA, JC_13362-RA	HEL_008464-RA
OG0002231	JC_06501-RA	HEL_011265-RA, HEL_011264-RA
OG0002232	JC_01535-RA	HEL_012436-RA
OG0002232	JC_01532-RA	HEL_012438-RA
OG0002233	JC_05811-RA	HEL_007225-RA, HEL_007224-RA
OG0002233	JC_05812-RA	HEL_007226-RA
OG0002234	JC_07519-RA	HEL_010722-RA
OG0002235	JC_03190-RA	HEL_007365-RA, HEL_007368-RA
OG0002236	JC_07291-RA, JC_07289-RA, JC_07288-RA, JC_07292-RA, JC_07295-RA, JC_07297-RA, JC_07287-RA, JC_07299-RA	HEL_003448-RA
OG0002238	JC_10055-RA	HEL_006530-RA
OG0002239	JC_14554-RA, JC_14543-RA, JC_14556-RA, JC_14540-RA, JC_09670-RA, JC_09300-RA, JC_12872-RA, JC_11144-RA, JC_14579-RA, JC_15599-RA	HEL_009507-RA, HEL_009508-RA
OG0002240	JC_00794-RA	HEL_001772-RA, HEL_001769-RA, HEL_001768-RA, HEL_001770-RA, HEL_001771-RA
OG0002247	JC_02525-RA	HEL_008821-RA
OG0002248	JC_13936-RA	HEL_000343-RA
OG0002250	JC_05600-RA	HEL_005361-RA
OG0002251	JC_03528-RA	HEL_009472-RA
OG0002253	JC_05599-RA	HEL_005360-RA
OG0002254	JC_05679-RA	HEL_007346-RA, HEL_007345-RA
OG0002256	JC_14657-RA	HEL_003424-RA
OG0002257	JC_07357-RA	HEL_003495-RA
OG0002258	JC_06338-RA	HEL_011011-RA
OG0002259	JC_07974-RA, JC_07973-RA	HEL_002275-RA
OG0002260	JC_12826-RA	HEL_005070-RA
OG0002260	JC_12827-RA	HEL_005069-RA
OG0002261	JC_17046-RA, JC_17045-RA	HEL_004169-RA
OG0002262	JC_17120-RA	HEL_004087-RA, HEL_004088-RA
OG0002263	JC_15673-RA	HEL_004635-RA
OG0002264	JC_03515-RA	HEL_009465-RA
OG0002265	JC_13130-RA	HEL_001893-RA
OG0002266	JC_16188-RA	HEL_012686-RA
OG0002267	JC_01613-RA	HEL_006975-RA
OG0002268	JC_07344-RA	HEL_003481-RA
OG0002269	JC_10266-RA	HEL_014060-RA
OG0002270	JC_14983-RA	HEL_009290-RA, HEL_009291-RA
OG0002271	JC_00732-RA	HEL_001721-RA
OG0002272	JC_08666-RA	HEL_007742-RA
OG0002273	JC_16789-RA	HEL_013029-RA
OG0002274	JC_09729-RA	HEL_010162-RA
OG0002274	JC_09727-RA	HEL_010163-RA
OG0002275	JC_14627-RA	HEL_003401-RA
OG0002276	JC_07535-RA	HEL_010737-RA
OG0002277	JC_16220-RA	HEL_012696-RA
OG0002278	JC_15578-RA	HEL_005372-RA
OG0002279	JC_03532-RA	HEL_009478-RA, HEL_009477-RA
OG0002280	JC_03534-RA	HEL_009479-RA, HEL_008012-RA
OG0002281	JC_03533-RA	HEL_009480-RA
OG0002282	JC_14618-RA	HEL_003398-RA
OG0002283	JC_17170-RA	HEL_004037-RA, HEL_004036-RA
OG0002284	JC_03536-RA	HEL_009481-RA
OG0002286	JC_11498-RA	HEL_008943-RA, HEL_008945-RA, HEL_008944-RA
OG0002287	JC_15566-RA	HEL_005396-RA, HEL_005378-RA
OG0002288	JC_09736-RA	HEL_010155-RA
OG0002289	JC_15218-RA	HEL_002192-RA
OG0002290	JC_01957-RA	HEL_012093-RA
OG0002291	JC_06706-RA	HEL_000710-RA, HEL_000709-RA, HEL_000712-RA
OG0002293	JC_07931-RA	HEL_002242-RA
OG0002294	JC_14606-RA	HEL_003387-RA
OG0002295	JC_17154-RA	HEL_004026-RA
OG0002296	JC_02392-RA	HEL_004000-RA, HEL_003999-RA
OG0002297	JC_01599-RA	HEL_006988-RA
OG0002298	JC_15049-RA	HEL_009218-RA
OG0002299	JC_15045-RA	HEL_009224-RA, HEL_009223-RA
OG0002300	JC_00722-RA	HEL_001715-RA
OG0002302	JC_16697-RA	HEL_013056-RA
OG0002303	JC_17164-RA	HEL_004034-RA
OG0002304	JC_16700-RA	HEL_013055-RA
OG0002305	JC_02269-RA	HEL_009656-RA
OG0002306	JC_02379-RA	HEL_003987-RA
OG0002307	JC_02376-RA	HEL_003986-RA
OG0002308	JC_04449-RA	HEL_007623-RA, HEL_007622-RA, HEL_007617-RA
OG0002309	JC_11220-RA	HEL_013732-RA
OG0002310	JC_16239-RA	HEL_012662-RA
OG0002311	JC_16701-RA	HEL_013054-RA
OG0002312	JC_15550-RA	HEL_005388-RA
OG0002313	JC_15039-RA	HEL_009229-RA
OG0002314	JC_07303-RA	HEL_003449-RA
OG0002315	JC_14073-RA, JC_14074-RA	HEL_000464-RA
OG0002316	JC_14586-RA	HEL_003373-RA
OG0002317	JC_16709-RA	HEL_011297-RA
OG0002318	JC_13008-RA	HEL_002048-RA
OG0002319	JC_05722-RA	HEL_007293-RA
OG0002321	JC_10282-RA	HEL_014460-RA
OG0002322	JC_10283-RA	HEL_014462-RA
OG0002323	JC_13005-RA	HEL_002050-RA
OG0002323	JC_13004-RA	HEL_002051-RA
OG0002324	JC_04455-RA	HEL_007610-RA
OG0002325	JC_16712-RA	HEL_011675-RA
OG0002326	JC_15199-RA, JC_15200-RA	HEL_002207-RA
OG0002327	JC_04457-RA	HEL_007606-RA
OG0002328	JC_16201-RA	HEL_012652-RA
OG0002329	JC_12999-RA	HEL_002060-RA, HEL_002056-RA
OG0002330	JC_16205-RA	HEL_012647-RA
OG0002331	JC_04459-RA, JC_04458-RA	HEL_007604-RA
OG0002332	JC_11507-RA	HEL_008991-RA
OG0002333	JC_10514-RA	HEL_012567-RA
OG0002334	JC_15187-RA	HEL_002214-RA
OG0002335	JC_01589-RA, JC_01590-RA	HEL_012401-RA
OG0002336	JC_16213-RA	HEL_012640-RA
OG0002337	JC_08945-RA	HEL_007806-RA
OG0002338	JC_09759-RA	HEL_010193-RA
OG0002339	JC_01582-RA	HEL_012406-RA
OG0002340	JC_02355-RA	HEL_003974-RA
OG0002341	JC_12987-RA	HEL_002067-RA, HEL_002064-RA
OG0002342	JC_17101-RA	HEL_004069-RA
OG0002344	JC_14893-RA	HEL_013506-RA, HEL_013505-RA
OG0002346	JC_12433-RA	HEL_014590-RA
OG0002348	JC_15587-RA	HEL_005418-RA, HEL_005416-RA, HEL_005417-RA
OG0002349	JC_14560-RA	HEL_003351-RA
OG0002350	JC_12422-RA	HEL_003614-RA
OG0002351	JC_17071-RA	HEL_004077-RA, HEL_004076-RA
OG0002352	JC_14891-RA	HEL_013507-RA
OG0002354	JC_02258-RA	HEL_009661-RA
OG0002354	JC_02259-RA	HEL_009660-RA
OG0002355	JC_05518-RA	HEL_005260-RA
OG0002356	JC_16578-RA, JC_16543-RA	HEL_011767-RA, HEL_011766-RA
OG0002357	JC_16566-RA	HEL_011762-RA
OG0002358	JC_08693-RA	HEL_007777-RA, HEL_007779-RA, HEL_007778-RA
OG0002360	JC_17075-RA	HEL_004082-RA
OG0002361	JC_01559-RA	HEL_012419-RA
OG0002362	JC_14527-RA	HEL_003326-RA
OG0002363	JC_11423-RA	HEL_009011-RA, HEL_009012-RA, HEL_009013-RA
OG0002364	JC_12977-RA	HEL_002078-RA
OG0002365	JC_16626-RA	HEL_011750-RA
OG0002366	JC_05640-RA, JC_05639-RA	HEL_009705-RA
OG0002367	JC_03693-RA	HEL_010526-RA, HEL_010525-RA
OG0002369	JC_15996-RA	HEL_011246-RA, HEL_011247-RA
OG0002371	JC_14117-RA	HEL_000476-RA
OG0002371	JC_14118-RA	HEL_000477-RA
OG0002372	JC_11413-RA	HEL_009027-RA
OG0002373	JC_03702-RA	HEL_010540-RA
OG0002375	JC_10330-RA, JC_10329-RA	HEL_008217-RA
OG0002376	JC_03704-RA	HEL_010543-RA
OG0002377	JC_16268-RA	HEL_013884-RA, HEL_013883-RA
OG0002379	JC_16270-RA	HEL_010152-RA
OG0002380	JC_15723-RA	HEL_004678-RA
OG0002381	JC_15626-RA, JC_15627-RA	HEL_004598-RA
OG0002382	JC_10574-RA	HEL_005682-RA, HEL_005683-RA
OG0002383	JC_00801-RA	HEL_001778-RA
OG0002384	JC_01542-RA	HEL_012432-RA
OG0002386	JC_07410-RA	HEL_003537-RA
OG0002386	JC_07409-RA	HEL_003536-RA
OG0002387	JC_06826-RA	HEL_000793-RA, HEL_000792-RA
OG0002388	JC_00803-RA	HEL_001786-RA
OG0002389	JC_16282-RA, JC_16281-RA	HEL_010146-RA
OG0002390	JC_07971-RA	HEL_002273-RA
OG0002391	JC_01531-RA	HEL_012439-RA
OG0002392	JC_12411-RA	HEL_003601-RA, HEL_003600-RA
OG0002393	JC_07415-RA	HEL_003542-RA
OG0002394	JC_11401-RA	HEL_008876-RA, HEL_008877-RA
OG0002395	JC_06828-RA	HEL_000795-RA
OG0002397	JC_02326-RA	HEL_003953-RA
OG0002398	JC_08720-RA, JC_08719-RA	HEL_007796-RA
OG0002399	JC_14996-RA	HEL_009278-RA
OG0002400	JC_14503-RA	HEL_005038-RA
OG0002402	JC_03937-RA	HEL_004145-RA
OG0002403	JC_02297-RA	HEL_013254-RA
OG0002404	JC_07421-RA	HEL_003545-RA
OG0002405	JC_16029-RA	HEL_011279-RA
OG0002406	JC_02296-RA	HEL_013252-RA, HEL_013253-RA
OG0002407	JC_14865-RA	HEL_011821-RA
OG0002408	JC_16033-RA	HEL_011283-RA, HEL_011282-RA
OG0002409	JC_10200-RA, JC_10201-RA	HEL_006397-RA
OG0002410	JC_02425-RA	HEL_003944-RA
OG0002411	JC_12400-RA	HEL_003588-RA
OG0002412	JC_02281-RA	HEL_013235-RA
OG0002413	JC_12398-RA	HEL_003586-RA
OG0002416	JC_14903-RA	HEL_009365-RA
OG0002416	JC_14904-RA	HEL_009364-RA
OG0002417	JC_12384-RA	HEL_003627-RA
OG0002418	JC_16769-RA	HEL_011696-RA, HEL_011695-RA, HEL_011694-RA
OG0002419	JC_14474-RA	HEL_005061-RA
OG0002420	JC_14147-RA	HEL_000497-RA, HEL_000498-RA, HEL_000499-RA
OG0002421	JC_09799-RA	HEL_010222-RA
OG0002422	JC_08002-RA	HEL_002290-RA, HEL_002287-RA, HEL_002288-RA
OG0002424	JC_14158-RA	HEL_000510-RA
OG0002425	JC_17086-RA	HEL_004136-RA
OG0002426	JC_01515-RA	HEL_002518-RA
OG0002428	JC_09804-RA	HEL_010230-RA
OG0002429	JC_12938-RA, JC_12939-RA	HEL_002126-RA
OG0002430	JC_01513-RA	HEL_002521-RA
OG0002431	JC_01512-RA	HEL_002522-RA
OG0002432	JC_16588-RA	HEL_011774-RA
OG0002433	JC_03739-RA	HEL_009035-RA, HEL_009036-RA
OG0002435	JC_14894-RA	HEL_013503-RA, HEL_013502-RA
OG0002437	JC_00710-RA	HEL_001708-RA
OG0002438	JC_16402-RA	HEL_010116-RA
OG0002439	JC_16400-RA	HEL_010114-RA
OG0002440	JC_16138-RA, JC_16137-RA	HEL_011310-RA
OG0002442	JC_14030-RA	HEL_000430-RA
OG0002443	JC_08740-RA	HEL_006019-RA
OG0002444	JC_06194-RA, JC_06196-RA	HEL_011117-RA
OG0002445	JC_16683-RA	HEL_011784-RA
OG0002446	JC_16393-RA	HEL_010109-RA
OG0002447	JC_15607-RA	HEL_004589-RA
OG0002448	JC_06209-RA	HEL_011073-RA
OG0002449	JC_12898-RA	HEL_002148-RA
OG0002450	JC_10175-RA	HEL_006416-RA
OG0002451	JC_12897-RA	HEL_002150-RA
OG0002452	JC_01497-RA, JC_01498-RA	HEL_002535-RA
OG0002453	JC_16070-RA	HEL_011344-RA
OG0002455	JC_02455-RA	HEL_014049-RA
OG0002456	JC_17065-RA	HEL_004171-RA
OG0002457	JC_01943-RA	HEL_012103-RA
OG0002458	JC_14844-RA	HEL_011839-RA
OG0002459	JC_10163-RA	HEL_006426-RA
OG0002460	JC_03504-RA	HEL_009449-RA
OG0002461	JC_10161-RA	HEL_006430-RA
OG0002462	JC_16661-RA	HEL_011800-RA
OG0002464	JC_10726-RA	HEL_005814-RA, HEL_005813-RA
OG0002465	JC_10725-RA	HEL_005809-RA, HEL_005810-RA, HEL_005811-RA
OG0002466	JC_10159-RA	HEL_006431-RA
OG0002467	JC_16652-RA, JC_16651-RA	HEL_011808-RA
OG0002468	JC_15665-RA, JC_15698-RA	HEL_004651-RA
OG0002469	JC_17041-RA	HEL_004141-RA
OG0002470	JC_16559-RA	HEL_011813-RA, HEL_011814-RA, HEL_011815-RA
OG0002471	JC_06854-RA	HEL_000819-RA
OG0002472	JC_16558-RA, JC_16557-RA	HEL_011816-RA
OG0002473	JC_12882-RA	HEL_002160-RA
OG0002475	JC_08753-RA	HEL_007837-RA
OG0002477	JC_08754-RA	HEL_007836-RA
OG0002478	JC_17081-RA	HEL_004134-RA
OG0002480	JC_07483-RA	HEL_003567-RA
OG0002481	JC_14835-RA	HEL_011846-RA
OG0002482	JC_07480-RA, JC_07481-RA	HEL_003570-RA
OG0002483	JC_06547-RA, JC_12460-RA	HEL_014237-RA
OG0002484	JC_12876-RA	HEL_002163-RA, HEL_002164-RA
OG0002486	JC_14378-RA	HEL_004998-RA, HEL_004997-RA
OG0002487	JC_08048-RA	HEL_014373-RA, HEL_002328-RA
OG0002488	JC_16338-RA	HEL_010080-RA
OG0002489	JC_06352-RA	HEL_004368-RA
OG0002489	JC_06353-RA	HEL_004367-RA
OG0002490	JC_06060-RA	HEL_009748-RA, HEL_009747-RA
OG0002491	JC_10148-RA	HEL_006443-RA
OG0002492	JC_11361-RA	HEL_011205-RA
OG0002493	JC_14369-RA	HEL_005007-RA
OG0002494	JC_16116-RA	HEL_011394-RA
OG0002495	JC_01472-RA	HEL_002563-RA
OG0002497	JC_04548-RA	HEL_007707-RA
OG0002498	JC_16486-RA, JC_16485-RA	HEL_013946-RA
OG0002499	JC_14999-RA, JC_14998-RA	HEL_009276-RA
OG0002500	JC_14366-RA	HEL_005008-RA
OG0002502	JC_01465-RA	HEL_002569-RA
OG0002503	JC_12835-RA	HEL_014385-RA, HEL_014386-RA, HEL_014384-RA
OG0002504	JC_05441-RA	HEL_010825-RA
OG0002505	JC_16483-RA	HEL_013948-RA
OG0002506	JC_10143-RA	HEL_006448-RA, HEL_006447-RA
OG0002507	JC_01457-RA	HEL_002577-RA
OG0002508	JC_03485-RA	HEL_009427-RA
OG0002509	JC_12838-RA, JC_12837-RA	HEL_014383-RA
OG0002512	JC_09646-RA	HEL_008088-RA
OG0002513	JC_12845-RA	HEL_014381-RA
OG0002514	JC_11348-RA	HEL_011191-RA
OG0002515	JC_14359-RA	HEL_005016-RA
OG0002516	JC_10138-RA	HEL_006452-RA
OG0002517	JC_16081-RA	HEL_011334-RA
OG0002518	JC_07473-RA	HEL_003574-RA
OG0002519	JC_00657-RA	HEL_001658-RA
OG0002520	JC_02495-RA	HEL_008863-RA, HEL_008862-RA
OG0002521	JC_15004-RA	HEL_009265-RA, HEL_009267-RA
OG0002522	JC_06866-RA	HEL_000827-RA
OG0002523	JC_06381-RA, JC_06380-RA	HEL_004345-RA, HEL_004344-RA
OG0002524	JC_13114-RA	HEL_001928-RA
OG0002525	JC_01274-RA	HEL_002752-RA
OG0002526	JC_09600-RA	HEL_007988-RA
OG0002527	JC_15012-RA	HEL_009260-RA
OG0002528	JC_16065-RA, JC_16064-RA	HEL_011349-RA
OG0002529	JC_13097-RA	HEL_001950-RA
OG0002529	JC_13098-RA	HEL_001949-RA
OG0002530	JC_01434-RA	HEL_002592-RA, HEL_002593-RA
OG0002531	JC_16885-RA	HEL_014533-RA, HEL_014534-RA, HEL_014532-RA
OG0002532	JC_09586-RA	HEL_007995-RA, HEL_007996-RA, HEL_007998-RA
OG0002533	JC_08097-RA	HEL_002361-RA
OG0002534	JC_06901-RA	HEL_000842-RA, HEL_000841-RA
OG0002536	JC_13094-RA	HEL_001953-RA
OG0002537	JC_02512-RA	HEL_008838-RA
OG0002538	JC_06893-RA	HEL_000851-RA
OG0002539	JC_14340-RA	HEL_004928-RA
OG0002540	JC_08946-RA	HEL_007807-RA
OG0002541	JC_01952-RA	HEL_012090-RA
OG0002542	JC_16500-RA	HEL_013964-RA
OG0002543	JC_03830-RA	HEL_009126-RA
OG0002544	JC_12779-RA	HEL_005108-RA
OG0002544	JC_12778-RA	HEL_005109-RA
OG0002545	JC_08106-RA, JC_02433-RA, JC_08375-RA	HEL_002366-RA
OG0002547	JC_03838-RA	HEL_009137-RA
OG0002548	JC_03463-RA	HEL_009413-RA
OG0002549	JC_15672-RA	HEL_004634-RA
OG0002550	JC_10640-RA	HEL_005791-RA
OG0002551	JC_09609-RA	HEL_008025-RA
OG0002552	JC_00366-RA	HEL_001378-RA
OG0002553	JC_11712-RA, JC_11711-RA, JC_11713-RA	HEL_014403-RA
OG0002554	JC_13978-RA	HEL_000384-RA
OG0002555	JC_09634-RA	HEL_007959-RA
OG0002557	JC_00635-RA	HEL_001636-RA, HEL_001637-RA
OG0002558	JC_00965-RA	HEL_006716-RA
OG0002559	JC_08116-RA	HEL_002376-RA
OG0002560	JC_01398-RA	HEL_002626-RA
OG0002562	JC_08931-RA	HEL_006190-RA
OG0002563	JC_15022-RA	HEL_009244-RA
OG0002564	JC_13068-RA	HEL_001989-RA
OG0002565	JC_16964-RA	HEL_013702-RA
OG0002566	JC_10648-RA	HEL_005785-RA
OG0002567	JC_06029-RA	HEL_013778-RA, HEL_013779-RA
OG0002568	JC_12755-RA	HEL_005129-RA
OG0002569	JC_07443-RA	HEL_010709-RA
OG0002570	JC_03850-RA	HEL_009159-RA, HEL_009165-RA
OG0002571	JC_03852-RA	HEL_009166-RA
OG0002574	JC_00628-RA	HEL_001630-RA, HEL_001632-RA
OG0002575	JC_12747-RA	HEL_005135-RA
OG0002575	JC_12746-RA	HEL_005139-RA
OG0002576	JC_08144-RA	HEL_002395-RA
OG0002577	JC_09547-RA	HEL_007950-RA, HEL_007951-RA
OG0002578	JC_02527-RA	HEL_008819-RA
OG0002579	JC_16993-RA, JC_16995-RA	HEL_013710-RA
OG0002580	JC_06020-RA, JC_06021-RA	HEL_013791-RA
OG0002581	JC_14319-RA	HEL_004907-RA
OG0002582	JC_04624-RA	HEL_013304-RA
OG0002583	JC_15937-RA	HEL_000557-RA
OG0002584	JC_09536-RA	HEL_007934-RA
OG0002585	JC_00616-RA	HEL_001617-RA
OG0002586	JC_10076-RA	HEL_006514-RA
