Orthogroup	Vanessa_cardui	Bicyclus_anynana
OG0001334	Vcard_DToL16731-RA	Bany_01864-RA, Bany_01865-RA
OG0001335	Vcard_DToL09719-RA	Bany_08685-RA
OG0001336	Vcard_DToL12463-RA	Bany_13642-RA
OG0001337	Vcard_DToL18436-RA	Bany_00961-RA
OG0001338	Vcard_DToL17502-RA	Bany_06871-RA, Bany_08690-RA, Bany_12414-RA
OG0001339	Vcard_DToL14092-RA	Bany_16481-RA
OG0001339	Vcard_DToL14094-RA	Bany_16480-RA
OG0001341	Vcard_DToL17793-RA	Bany_12502-RA
OG0001342	Vcard_DToL16795-RA	Bany_17432-RA, Bany_17434-RA
OG0001343	Vcard_DToL15148-RA	Bany_16981-RA
OG0001344	Vcard_DToL18544-RA	Bany_00981-RA
OG0001345	Vcard_DToL01877-RA	Bany_00033-RA
OG0001346	Vcard_DToL06293-RA, Vcard_DToL06285-RA, Vcard_DToL06287-RA, Vcard_DToL06294-RA	Bany_03497-RA
OG0001347	Vcard_DToL12437-RA	Bany_13669-RA
OG0001348	Vcard_DToL15912-RA	Bany_17738-RA, Bany_17737-RA
OG0001349	Vcard_DToL15914-RA	Bany_17739-RA
OG0001349	Vcard_DToL15913-RA	Bany_17741-RA
OG0001350	Vcard_DToL16245-RA	Bany_18050-RA
OG0001352	Vcard_DToL14918-RA	Bany_09361-RA
OG0001353	Vcard_DToL17826-RA	Bany_12536-RA
OG0001354	Vcard_DToL17835-RA	Bany_12542-RA
OG0001355	Vcard_DToL14839-RA	Bany_09384-RA, Bany_09577-RA
OG0001356	Vcard_DToL13706-RA	Bany_09393-RA
OG0001358	Vcard_DToL01810-RA	Bany_04668-RA
OG0001358	Vcard_DToL01811-RA	Bany_00068-RA
OG0001359	Vcard_DToL09588-RA	Bany_08792-RA
OG0001360	Vcard_DToL18419-RA, Vcard_DToL18418-RA	Bany_01014-RA
OG0001361	Vcard_DToL03381-RA	Bany_05249-RA
OG0001362	Vcard_DToL07140-RA	Bany_11877-RA
OG0001363	Vcard_DToL16511-RA, Vcard_DToL16513-RA	Bany_01925-RA
OG0001364	Vcard_DToL17730-RA	Bany_06611-RA
OG0001365	Vcard_DToL09017-RA, Vcard_DToL09016-RA	Bany_02698-RA
OG0001366	Vcard_DToL00065-RA	Bany_07238-RA
OG0001367	Vcard_DToL01789-RA	Bany_00089-RA
OG0001368	Vcard_DToL00069-RA, Vcard_DToL00071-RA	Bany_07239-RA
OG0001369	Vcard_DToL04804-RA	Bany_09977-RA
OG0001369	Vcard_DToL04802-RA	Bany_09978-RA
OG0001370	Vcard_DToL16061-RA, Vcard_DToL16062-RA	Bany_17764-RA, Bany_17763-RA
OG0001371	Vcard_DToL07120-RA	Bany_11884-RA
OG0001372	Vcard_DToL13008-RA	Bany_14368-RA
OG0001373	Vcard_DToL01897-RA	Bany_00195-RA
OG0001374	Vcard_DToL00891-RA	Bany_04420-RA
OG0001375	Vcard_DToL01782-RA	Bany_00103-RA
OG0001375	Vcard_DToL01780-RA	Bany_00102-RA
OG0001376	Vcard_DToL01774-RA, Vcard_DToL06191-RA	Bany_00109-RA
OG0001377	Vcard_DToL13871-RA	Bany_16536-RA, Bany_16539-RA
OG0001378	Vcard_DToL14185-RA	Bany_09410-RA
OG0001378	Vcard_DToL14181-RA	Bany_16923-RA
OG0001379	Vcard_DToL01766-RA	Bany_00118-RA, Bany_00121-RA
OG0001380	Vcard_DToL00015-RA	Bany_07253-RA, Bany_07254-RA
OG0001382	Vcard_DToL12993-RA	Bany_14382-RA
OG0001383	Vcard_DToL03406-RA	Bany_05273-RA
OG0001384	Vcard_DToL18792-RA	Bany_16175-RA
OG0001385	Vcard_DToL07096-RA, Vcard_DToL07094-RA	Bany_11904-RA
OG0001386	Vcard_DToL04109-RA	Bany_13504-RA
OG0001387	Vcard_DToL08983-RA	Bany_02730-RA
OG0001388	Vcard_DToL04104-RA	Bany_08043-RA
OG0001390	Vcard_DToL08971-RA	Bany_02742-RA
OG0001390	Vcard_DToL08973-RA	Bany_02741-RA
OG0001391	Vcard_DToL06412-RA, Vcard_DToL06414-RA	Bany_05952-RA
OG0001392	Vcard_DToL16624-RA	Bany_01991-RA
OG0001393	Vcard_DToL04779-RA, Vcard_DToL04785-RA	Bany_10001-RA
OG0001394	Vcard_DToL03172-RA	Bany_15590-RA
OG0001396	Vcard_DToL17684-RA	Bany_06657-RA
OG0001397	Vcard_DToL18760-RA	Bany_16204-RA
OG0001398	Vcard_DToL16045-RA	Bany_17821-RA
OG0001399	Vcard_DToL18314-RA	Bany_01062-RA
OG0001400	Vcard_DToL14554-RA	Bany_09461-RA
OG0001401	Vcard_DToL10749-RA	Bany_10730-RA
OG0001404	Vcard_DToL03179-RA	Bany_15609-RA, Bany_15608-RA, Bany_15607-RA, Bany_15610-RA
OG0001405	Vcard_DToL16111-RA	Bany_17830-RA
OG0001405	Vcard_DToL16112-RA	Bany_17829-RA
OG0001406	Vcard_DToL09591-RA	Bany_08789-RA
OG0001406	Vcard_DToL09592-RA	Bany_08787-RA
OG0001407	Vcard_DToL18305-RA	Bany_01081-RA
OG0001408	Vcard_DToL18842-RA, Vcard_DToL18843-RA	Bany_16230-RA
OG0001409	Vcard_DToL03995-RA	Bany_08087-RA
OG0001412	Vcard_DToL12849-RA, Vcard_DToL12850-RA	Bany_14447-RA
OG0001413	Vcard_DToL06892-RA	Bany_06029-RA
OG0001415	Vcard_DToL04894-RA, Vcard_DToL04893-RA	Bany_10038-RA
OG0001416	Vcard_DToL18567-RA	Bany_16264-RA
OG0001417	Vcard_DToL13469-RA, Vcard_DToL13468-RA	Bany_11327-RA
OG0001418	Vcard_DToL00996-RA	Bany_04505-RA
OG0001419	Vcard_DToL00999-RA	Bany_04508-RA
OG0001421	Vcard_DToL14967-RA	Bany_17138-RA
OG0001422	Vcard_DToL14016-RA	Bany_16625-RA, Bany_16624-RA
OG0001423	Vcard_DToL10568-RA	Bany_10809-RA
OG0001424	Vcard_DToL00079-RA	Bany_07330-RA
OG0001424	Vcard_DToL00077-RA	Bany_07328-RA
OG0001426	Vcard_DToL07669-RA	Bany_01140-RA
OG0001427	Vcard_DToL06613-RA	Bany_06074-RA
OG0001428	Vcard_DToL00085-RA	Bany_07337-RA
OG0001430	Vcard_DToL15247-RA	Bany_17170-RA, Bany_17171-RA, Bany_17169-RA
OG0001431	Vcard_DToL17562-RA	Bany_06788-RA, Bany_06787-RA
OG0001432	Vcard_DToL00179-RA	Bany_07343-RA
OG0001433	Vcard_DToL15617-RA	Bany_05525-RA, Bany_10066-RA, Bany_02393-RA
OG0001434	Vcard_DToL13431-RA	Bany_07741-RA, Bany_11366-RA
OG0001435	Vcard_DToL08845-RA	Bany_02865-RA
OG0001436	Vcard_DToL17557-RA	Bany_06791-RA
OG0001437	Vcard_DToL06635-RA	Bany_06103-RA
OG0001438	Vcard_DToL08591-RA	Bany_02871-RA, Bany_03095-RA
OG0001439	Vcard_DToL04947-RA	Bany_10073-RA
OG0001440	Vcard_DToL14880-RA, Vcard_DToL14879-RA	Bany_09546-RA
OG0001441	Vcard_DToL04229-RA	Bany_02130-RA, Bany_02126-RA
OG0001442	Vcard_DToL09536-RA, Vcard_DToL09535-RA	Bany_08840-RA
OG0001443	Vcard_DToL01109-RA, Vcard_DToL01108-RA	Bany_04586-RA
OG0001443	Vcard_DToL01106-RA	Bany_04584-RA
OG0001445	Vcard_DToL18139-RA	Bany_12843-RA, Bany_12842-RA
OG0001446	Vcard_DToL12205-RA	Bany_13846-RA
OG0001447	Vcard_DToL04970-RA	Bany_10109-RA
OG0001448	Vcard_DToL15202-RA	Bany_17202-RA
OG0001449	Vcard_DToL06535-RA	Bany_06152-RA
OG0001450	Vcard_DToL13376-RA, Vcard_DToL13377-RA	Bany_11411-RA
OG0001451	Vcard_DToL04223-RA	Bany_08175-RA, Bany_08174-RA
OG0001452	Vcard_DToL13362-RA	Bany_11425-RA
OG0001452	Vcard_DToL13359-RA	Bany_11426-RA
OG0001453	Vcard_DToL18154-RA	Bany_12866-RA
OG0001454	Vcard_DToL15185-RA	Bany_17215-RA, Bany_17216-RA
OG0001455	Vcard_DToL03554-RA	Bany_05425-RA
OG0001456	Vcard_DToL12239-RA	Bany_13874-RA
OG0001457	Vcard_DToL02036-RA	Bany_00311-RA
OG0001458	Vcard_DToL12241-RA	Bany_13875-RA
OG0001459	Vcard_DToL12244-RA	Bany_13878-RA
OG0001460	Vcard_DToL00297-RA	Bany_07390-RA, Bany_07391-RA
OG0001462	Vcard_DToL06513-RA	Bany_06178-RA, Bany_06177-RA
OG0001463	Vcard_DToL12915-RA, Vcard_DToL12916-RA, Vcard_DToL12914-RA	Bany_14515-RA
OG0001464	Vcard_DToL08795-RA	Bany_02914-RA
OG0001465	Vcard_DToL12920-RA	Bany_14518-RA
OG0001466	Vcard_DToL01151-RA	Bany_04621-RA
OG0001467	Vcard_DToL17466-RA, Vcard_DToL17465-RA	Bany_06839-RA
OG0001468	Vcard_DToL13967-RA, Vcard_DToL13968-RA	Bany_16673-RA
OG0001469	Vcard_DToL12933-RA	Bany_14525-RA
OG0001469	Vcard_DToL12934-RA	Bany_14527-RA
OG0001470	Vcard_DToL12117-RA	Bany_13288-RA
OG0001471	Vcard_DToL03591-RA, Vcard_DToL03590-RA	Bany_05451-RA
OG0001472	Vcard_DToL06502-RA	Bany_06189-RA
OG0001473	Vcard_DToL18090-RA, Vcard_DToL18089-RA	Bany_12929-RA
OG0001474	Vcard_DToL17493-RA	Bany_06861-RA
OG0001475	Vcard_DToL13950-RA	Bany_16686-RA, Bany_11063-RA
OG0001476	Vcard_DToL17495-RA	Bany_06863-RA
OG0001479	Vcard_DToL01519-RA	Bany_04651-RA
OG0001480	Vcard_DToL12741-RA	Bany_14564-RA
OG0001481	Vcard_DToL14805-RA	Bany_09610-RA, Bany_09611-RA
OG0001482	Vcard_DToL16374-RA, Vcard_DToL16373-RA	Bany_02196-RA
OG0001483	Vcard_DToL02077-RA, Vcard_DToL02075-RA	Bany_00356-RA
OG0001484	Vcard_DToL11297-RA, Vcard_DToL11295-RA	Bany_13320-RA
OG0001486	Vcard_DToL10483-RA	Bany_10894-RA
OG0001487	Vcard_DToL06866-RA, Vcard_DToL06867-RA	Bany_06222-RA
OG0001488	Vcard_DToL16150-RA	Bany_17992-RA
OG0001490	Vcard_DToL17003-RA	Bany_17611-RA
OG0001491	Vcard_DToL11830-RA	Bany_14248-RA
OG0001491	Vcard_DToL08728-RA	Bany_02981-RA
OG0001492	Vcard_DToL00233-RA	Bany_07480-RA
OG0001494	Vcard_DToL14143-RA	Bany_16726-RA
OG0001495	Vcard_DToL15360-RA	Bany_17276-RA
OG0001498	Vcard_DToL11963-RA	Bany_13964-RA
OG0001499	Vcard_DToL14467-RA	Bany_09673-RA
OG0001500	Vcard_DToL09827-RA	Bany_15155-RA, Bany_15156-RA
OG0001501	Vcard_DToL16298-RA	Bany_02258-RA
OG0001502	Vcard_DToL09420-RA, Vcard_DToL09421-RA	Bany_08972-RA
OG0001503	Vcard_DToL07844-RA	Bany_01310-RA, Bany_01312-RA
OG0001505	Vcard_DToL01576-RA	Bany_04706-RA
OG0001506	Vcard_DToL14469-RA, Vcard_DToL14470-RA	Bany_09676-RA
OG0001507	Vcard_DToL15368-RA, Vcard_DToL15367-RA	Bany_17285-RA
OG0001508	Vcard_DToL05107-RA	Bany_10219-RA
OG0001509	Vcard_DToL01578-RA	Bany_04711-RA
OG0001511	Vcard_DToL01580-RA, Vcard_DToL01581-RA	Bany_04712-RA
OG0001512	Vcard_DToL04336-RA	Bany_08280-RA
OG0001513	Vcard_DToL16220-RA	Bany_18069-RA
OG0001514	Vcard_DToL02938-RA	Bany_15766-RA
OG0001515	Vcard_DToL01605-RA	Bany_04730-RA
OG0001516	Vcard_DToL11984-RA	Bany_13982-RA
OG0001517	Vcard_DToL14479-RA, Vcard_DToL14481-RA	Bany_09683-RA
OG0001518	Vcard_DToL05150-RA	Bany_10256-RA
OG0001518	Vcard_DToL05149-RA	Bany_10255-RA
OG0001519	Vcard_DToL02942-RA	Bany_15768-RA
OG0001520	Vcard_DToL07900-RA, Vcard_DToL07899-RA	Bany_01357-RA
OG0001521	Vcard_DToL07903-RA	Bany_01359-RA, Bany_01360-RA, Bany_01361-RA
OG0001522	Vcard_DToL05882-RA	Bany_03875-RA
OG0001523	Vcard_DToL01292-RA	Bany_04744-RA
OG0001524	Vcard_DToL14501-RA	Bany_09696-RA
OG0001525	Vcard_DToL07364-RA	Bany_12133-RA
OG0001526	Vcard_DToL09797-RA	Bany_15188-RA
OG0001528	Vcard_DToL05349-RA	Bany_10276-RA
OG0001529	Vcard_DToL15383-RA	Bany_17306-RA
OG0001530	Vcard_DToL02295-RA	Bany_00464-RA
OG0001531	Vcard_DToL17044-RA	Bany_17672-RA
OG0001532	Vcard_DToL07918-RA	Bany_01383-RA
OG0001534	Vcard_DToL11036-RA	Bany_13404-RA
OG0001534	Vcard_DToL11037-RA	Bany_13405-RA
OG0001535	Vcard_DToL01261-RA	Bany_04769-RA
OG0001536	Vcard_DToL06720-RA	Bany_06303-RA
OG0001537	Vcard_DToL00424-RA	Bany_07562-RA
OG0001538	Vcard_DToL05360-RA, Vcard_DToL05362-RA	Bany_10289-RA
OG0001539	Vcard_DToL02363-RA	Bany_00475-RA
OG0001540	Vcard_DToL03711-RA	Bany_05576-RA
OG0001541	Vcard_DToL04389-RA	Bany_08330-RA
OG0001542	Vcard_DToL16209-RA	Bany_18078-RA
OG0001543	Vcard_DToL07985-RA	Bany_01407-RA
OG0001544	Vcard_DToL04391-RA	Bany_08333-RA
OG0001546	Vcard_DToL11992-RA	Bany_13991-RA
OG0001547	Vcard_DToL16203-RA, Vcard_DToL16204-RA	Bany_18082-RA
OG0001548	Vcard_DToL07385-RA	Bany_12151-RA
OG0001549	Vcard_DToL05390-RA	Bany_10314-RA
OG0001550	Vcard_DToL00446-RA	Bany_07576-RA
OG0001551	Vcard_DToL14439-RA	Bany_09895-RA, Bany_09741-RA
OG0001552	Vcard_DToL02323-RA, Vcard_DToL02321-RA	Bany_00513-RA
OG0001553	Vcard_DToL07965-RA	Bany_01425-RA
OG0001554	Vcard_DToL13687-RA	Bany_11645-RA
OG0001554	Vcard_DToL13688-RA	Bany_11646-RA
OG0001555	Vcard_DToL05816-RA	Bany_03932-RA
OG0001556	Vcard_DToL05804-RA	Bany_03937-RA
OG0001557	Vcard_DToL09491-RA	Bany_09035-RA
OG0001558	Vcard_DToL15411-RA	Bany_17323-RA
OG0001559	Vcard_DToL09331-RA	Bany_09045-RA
OG0001560	Vcard_DToL12030-RA	Bany_14025-RA
OG0001561	Vcard_DToL08543-RA	Bany_03134-RA
OG0001561	Vcard_DToL08548-RA	Bany_03130-RA
OG0001562	Vcard_DToL09312-RA	Bany_09061-RA
OG0001562	Vcard_DToL09310-RA	Bany_09063-RA
OG0001563	Vcard_DToL12616-RA	Bany_14724-RA
OG0001563	Vcard_DToL12614-RA	Bany_14725-RA
OG0001564	Vcard_DToL14249-RA	Bany_16824-RA
OG0001565	Vcard_DToL10212-RA	Bany_15267-RA
OG0001566	Vcard_DToL07805-RA	Bany_01499-RA
OG0001567	Vcard_DToL10392-RA	Bany_10976-RA
OG0001568	Vcard_DToL15592-RA	Bany_02367-RA
OG0001570	Vcard_DToL10379-RA	Bany_10983-RA
OG0001572	Vcard_DToL05435-RA	Bany_10350-RA
OG0001573	Vcard_DToL14280-RA	Bany_16862-RA
OG0001573	Vcard_DToL14279-RA	Bany_16859-RA
OG0001574	Vcard_DToL08517-RA	Bany_03167-RA
OG0001574	Vcard_DToL08516-RA	Bany_03161-RA
OG0001575	Vcard_DToL15464-RA	Bany_17373-RA
OG0001575	Vcard_DToL15465-RA	Bany_17374-RA
OG0001576	Vcard_DToL04467-RA, Vcard_DToL04466-RA, Vcard_DToL04470-RA	Bany_08396-RA
OG0001577	Vcard_DToL02245-RA	Bany_00588-RA
OG0001578	Vcard_DToL01409-RA	Bany_04863-RA
OG0001579	Vcard_DToL02239-RA	Bany_00592-RA
OG0001580	Vcard_DToL10093-RA	Bany_15332-RA
OG0001581	Vcard_DToL02374-RA, Vcard_DToL02373-RA	Bany_00601-RA
OG0001582	Vcard_DToL02376-RA	Bany_00603-RA
OG0001583	Vcard_DToL17236-RA	Bany_07053-RA
OG0001584	Vcard_DToL02382-RA, Vcard_DToL02381-RA	Bany_00606-RA
OG0001586	Vcard_DToL17223-RA	Bany_07060-RA
OG0001587	Vcard_DToL13816-RA	Bany_11738-RA
OG0001591	Vcard_DToL10939-RA	Bany_13499-RA
OG0001591	Vcard_DToL10938-RA	Bany_13498-RA
OG0001592	Vcard_DToL10362-RA, Vcard_DToL10359-RA, Vcard_DToL10360-RA, Vcard_DToL10361-RA	Bany_11001-RA
OG0001593	Vcard_DToL01433-RA	Bany_04886-RA
OG0001594	Vcard_DToL05174-RA, Vcard_DToL05175-RA	Bany_10384-RA
OG0001595	Vcard_DToL14337-RA	Bany_09842-RA
OG0001597	Vcard_DToL05684-RA	Bany_04042-RA
OG0001598	Vcard_DToL04528-RA	Bany_08433-RA
OG0001600	Vcard_DToL09212-RA	Bany_09167-RA
OG0001601	Vcard_DToL07526-RA, Vcard_DToL07527-RA	Bany_12288-RA
OG0001602	Vcard_DToL10072-RA, Vcard_DToL10071-RA	Bany_15348-RA
OG0001603	Vcard_DToL18545-RA, Vcard_DToL18549-RA	Bany_09886-RA
OG0001604	Vcard_DToL08203-RA	Bany_01593-RA
OG0001605	Vcard_DToL08193-RA	Bany_01598-RA
OG0001607	Vcard_DToL02483-RA	Bany_00672-RA
OG0001608	Vcard_DToL11904-RA, Vcard_DToL11905-RA	Bany_14168-RA
OG0001609	Vcard_DToL17130-RA	Bany_07118-RA
OG0001610	Vcard_DToL05644-RA	Bany_04086-RA
OG0001611	Vcard_DToL07575-RA	Bany_12335-RA, Bany_12338-RA, Bany_12337-RA
OG0001612	Vcard_DToL04574-RA	Bany_08476-RA
OG0001614	Vcard_DToL17113-RA, Vcard_DToL17112-RA	Bany_07137-RA
OG0001615	Vcard_DToL15714-RA	Bany_02442-RA
OG0001615	Vcard_DToL15712-RA	Bany_02441-RA
OG0001616	Vcard_DToL12507-RA	Bany_14851-RA
OG0001616	Vcard_DToL12508-RA	Bany_14852-RA
OG0001617	Vcard_DToL07583-RA	Bany_12348-RA
OG0001618	Vcard_DToL07584-RA	Bany_12349-RA, Bany_12350-RA
OG0001619	Vcard_DToL06963-RA	Bany_06447-RA
OG0001621	Vcard_DToL09129-RA	Bany_09245-RA
OG0001622	Vcard_DToL10149-RA	Bany_15420-RA
OG0001623	Vcard_DToL02567-RA	Bany_00751-RA
OG0001624	Vcard_DToL07013-RA	Bany_06487-RA
OG0001625	Vcard_DToL10265-RA	Bany_11098-RA
OG0001625	Vcard_DToL10264-RA	Bany_11099-RA
OG0001626	Vcard_DToL05607-RA	Bany_04133-RA
OG0001626	Vcard_DToL05604-RA	Bany_04136-RA
OG0001627	Vcard_DToL07015-RA	Bany_06492-RA, Bany_06491-RA
OG0001629	Vcard_DToL01668-RA	Bany_04989-RA, Bany_04990-RA, Bany_04991-RA
OG0001630	Vcard_DToL04657-RA	Bany_08557-RA
OG0001631	Vcard_DToL01660-RA	Bany_04998-RA
OG0001632	Vcard_DToL15767-RA	Bany_02480-RA
OG0001634	Vcard_DToL07035-RA	Bany_06515-RA
OG0001635	Vcard_DToL09096-RA	Bany_09282-RA
OG0001635	Vcard_DToL09094-RA	Bany_09283-RA
OG0001636	Vcard_DToL01628-RA, Vcard_DToL01626-RA	Bany_05025-RA
OG0001638	Vcard_DToL08065-RA	Bany_01709-RA
OG0001638	Vcard_DToL08067-RA	Bany_01707-RA
OG0001639	Vcard_DToL00771-RA	Bany_07801-RA
OG0001640	Vcard_DToL07641-RA	Bany_12410-RA
OG0001641	Vcard_DToL08059-RA	Bany_01717-RA
OG0001642	Vcard_DToL08049-RA	Bany_01723-RA
OG0001643	Vcard_DToL02634-RA	Bany_00822-RA
OG0001644	Vcard_DToL00619-RA	Bany_07851-RA
OG0001645	Vcard_DToL15830-RA	Bany_02551-RA
OG0001648	Vcard_DToL15834-RA	Bany_02554-RA, Bany_02556-RA
OG0001649	Vcard_DToL03934-RA	Bany_05818-RA
OG0001650	Vcard_DToL05529-RA	Bany_04234-RA
OG0001651	Vcard_DToL08038-RA	Bany_01791-RA, Bany_01790-RA
OG0001652	Vcard_DToL08040-RA	Bany_01794-RA
OG0001653	Vcard_DToL08426-RA	Bany_03430-RA
OG0001654	Vcard_DToL01488-RA	Bany_05167-RA
OG0001654	Vcard_DToL01486-RA	Bany_05166-RA, Bany_05168-RA
OG0001670	Vcard_DToL18281-RA, Vcard_DToL18280-RA	Bany_18177-RA
OG0001671	Vcard_DToL15964-RA	Bany_17862-RA, Bany_18175-RA
OG0001673	Vcard_DToL16408-RA	Bany_02162-RA
OG0001673	Vcard_DToL16409-RA	Bany_18164-RA
OG0001674	Vcard_DToL17574-RA	Bany_18140-RA, Bany_06772-RA, Bany_06774-RA
OG0001675	Vcard_DToL11304-RA	Bany_13022-RA
OG0001676	Vcard_DToL16135-RA	Bany_17690-RA
OG0001677	Vcard_DToL15281-RA	Bany_16928-RA
OG0001677	Vcard_DToL15280-RA	Bany_14907-RA
OG0001678	Vcard_DToL01906-RA, Vcard_DToL01905-RA	Bany_00003-RA
OG0001680	Vcard_DToL13129-RA	Bany_14262-RA
OG0001680	Vcard_DToL13126-RA	Bany_14263-RA
OG0001681	Vcard_DToL17899-RA	Bany_12450-RA
OG0001682	Vcard_DToL09969-RA	Bany_14890-RA
OG0001683	Vcard_DToL10614-RA	Bany_10547-RA
OG0001685	Vcard_DToL17339-RA	Bany_06549-RA
OG0001686	Vcard_DToL16117-RA	Bany_17698-RA, Bany_17696-RA
OG0001687	Vcard_DToL10615-RA	Bany_10550-RA
OG0001688	Vcard_DToL09966-RA	Bany_14891-RA
OG0001689	Vcard_DToL18718-RA, Vcard_DToL18716-RA	Bany_16086-RA, Bany_07180-RA
OG0001690	Vcard_DToL14933-RA	Bany_09345-RA
OG0001691	Vcard_DToL18483-RA, Vcard_DToL18485-RA	Bany_00938-RA
OG0001692	Vcard_DToL18348-RA	Bany_00943-RA
OG0001693	Vcard_DToL15042-RA	Bany_13031-RA, Bany_17085-RA, Bany_17084-RA
OG0001695	Vcard_DToL09701-RA	Bany_08671-RA
OG0001696	Vcard_DToL13592-RA	Bany_11147-RA, Bany_11148-RA
OG0001697	Vcard_DToL04011-RA	Bany_07942-RA
OG0001698	Vcard_DToL03314-RA	Bany_05196-RA
OG0001700	Vcard_DToL18210-RA	Bany_16460-RA, Bany_16458-RA
OG0001701	Vcard_DToL16739-RA	Bany_01853-RA
OG0001702	Vcard_DToL18333-RA	Bany_00955-RA
OG0001703	Vcard_DToL00164-RA	Bany_07194-RA, Bany_07196-RA
OG0001704	Vcard_DToL18701-RA	Bany_00873-RA, Bany_00036-RA, Bany_16064-RA, Bany_00874-RA
OG0001705	Vcard_DToL16729-RA	Bany_01868-RA
OG0001706	Vcard_DToL17783-RA	Bany_08429-RA
OG0001707	Vcard_DToL18702-RA	Bany_16065-RA, Bany_05334-RA
OG0001708	Vcard_DToL10686-RA	Bany_10636-RA
OG0001708	Vcard_DToL10644-RA	Bany_10613-RA, Bany_10578-RA
OG0001709	Vcard_DToL13102-RA	Bany_14297-RA, Bany_14298-RA
OG0001710	Vcard_DToL15901-RA	Bany_17720-RA, Bany_17628-RA
OG0001711	Vcard_DToL16806-RA	Bany_17421-RA
OG0001713	Vcard_DToL17367-RA	Bany_06570-RA
OG0001714	Vcard_DToL16802-RA, Vcard_DToL16799-RA	Bany_17426-RA
OG0001715	Vcard_DToL04845-RA	Bany_09937-RA
OG0001716	Vcard_DToL04843-RA	Bany_09939-RA
OG0001717	Vcard_DToL03086-RA	Bany_15495-RA
OG0001718	Vcard_DToL14925-RA	Bany_09353-RA
OG0001719	Vcard_DToL18721-RA	Bany_16084-RA
OG0001720	Vcard_DToL13619-RA	Bany_11161-RA
OG0001722	Vcard_DToL03091-RA	Bany_15501-RA
OG0001723	Vcard_DToL03100-RA	Bany_15507-RA
OG0001724	Vcard_DToL09045-RA	Bany_02669-RA
OG0001725	Vcard_DToL16699-RA	Bany_01904-RA, Bany_01901-RA, Bany_01902-RA
OG0001726	Vcard_DToL16787-RA	Bany_17444-RA, Bany_17443-RA
OG0001727	Vcard_DToL18524-RA, Vcard_DToL18522-RA	Bany_00998-RA
OG0001728	Vcard_DToL03110-RA	Bany_15521-RA
OG0001729	Vcard_DToL16783-RA	Bany_17447-RA
OG0001730	Vcard_DToL16698-RA	Bany_01906-RA, Bany_01905-RA
OG0001731	Vcard_DToL14903-RA	Bany_09371-RA
OG0001733	Vcard_DToL00034-RA	Bany_07218-RA
OG0001734	Vcard_DToL16780-RA	Bany_17450-RA
OG0001735	Vcard_DToL03112-RA	Bany_15523-RA
OG0001736	Vcard_DToL04073-RA	Bany_07991-RA
OG0001737	Vcard_DToL16562-RA	Bany_02019-RA
OG0001738	Vcard_DToL03366-RA	Bany_05239-RA
OG0001739	Vcard_DToL14898-RA	Bany_09374-RA
OG0001740	Vcard_DToL00853-RA	Bany_04382-RA
OG0001742	Vcard_DToL13071-RA	Bany_14326-RA
OG0001743	Vcard_DToL13066-RA	Bany_14330-RA
OG0001743	Vcard_DToL13069-RA	Bany_14327-RA
OG0001744	Vcard_DToL06392-RA, Vcard_DToL06394-RA	Bany_05925-RA
OG0001745	Vcard_DToL16776-RA	Bany_17455-RA
OG0001746	Vcard_DToL08393-RA	Bany_06600-RA, Bany_02825-RA
OG0001747	Vcard_DToL08388-RA	Bany_06603-RA, Bany_06602-RA
OG0001748	Vcard_DToL17838-RA	Bany_12550-RA
OG0001749	Vcard_DToL13641-RA	Bany_11184-RA
OG0001750	Vcard_DToL18509-RA	Bany_01007-RA
OG0001751	Vcard_DToL18742-RA	Bany_16120-RA
OG0001752	Vcard_DToL10827-RA	Bany_10663-RA
OG0001753	Vcard_DToL01250-RA	Bany_04780-RA, Bany_08818-RA, Bany_14947-RA, Bany_01471-RA
OG0001754	Vcard_DToL11281-RA	Bany_13110-RA
OG0001755	Vcard_DToL15086-RA	Bany_17006-RA, Bany_17008-RA
OG0001757	Vcard_DToL07143-RA	Bany_11876-RA
OG0001758	Vcard_DToL10815-RA	Bany_10671-RA
OG0001759	Vcard_DToL04126-RA	Bany_08009-RA
OG0001760	Vcard_DToL16059-RA	Bany_17758-RA
OG0001761	Vcard_DToL10807-RA	Bany_10677-RA
OG0001762	Vcard_DToL13016-RA	Bany_14355-RA
OG0001763	Vcard_DToL06397-RA	Bany_05934-RA
OG0001764	Vcard_DToL16670-RA	Bany_01934-RA
OG0001765	Vcard_DToL13890-RA	Bany_16521-RA
OG0001766	Vcard_DToL15098-RA	Bany_17019-RA
OG0001767	Vcard_DToL12387-RA	Bany_13735-RA
OG0001767	Vcard_DToL12390-RA, Vcard_DToL12388-RA	Bany_13732-RA
OG0001768	Vcard_DToL11262-RA	Bany_13137-RA
OG0001769	Vcard_DToL13673-RA	Bany_11222-RA
OG0001770	Vcard_DToL11255-RA	Bany_13145-RA
OG0001771	Vcard_DToL00188-RA	Bany_12602-RA, Bany_07510-RA
OG0001772	Vcard_DToL18778-RA	Bany_16163-RA
OG0001773	Vcard_DToL00014-RA	Bany_07249-RA
OG0001774	Vcard_DToL13007-RA	Bany_14371-RA
OG0001776	Vcard_DToL09301-RA	Bany_06629-RA, Bany_09070-RA
OG0001777	Vcard_DToL07112-RA	Bany_11892-RA
OG0001778	Vcard_DToL18470-RA	Bany_01040-RA
OG0001779	Vcard_DToL01769-RA	Bany_00114-RA
