Orthogroup	Heliconius_melpomene_melpomene	Junonia_coenia
OG0001954	HMEL012441g1.t1	JC_08191-RA
OG0001956	HMEL008474g1.t1	JC_13042-RA, JC_13039-RA
OG0001958	HMEL016327g1.t1	JC_15635-RA
OG0001959	HMEL012089g1.t1	JC_01847-RA
OG0001960	HMEL032775g1.t1	JC_03326-RA
OG0001961	HMEL009328g1.t1	JC_15872-RA
OG0001961	HMEL037414g1.t1	JC_15873-RA
OG0001962	HMEL013414g1.t1	JC_10032-RA
OG0001963	HMEL017513g1.t1, HMEL017517g1.t1	JC_05409-RA
OG0001964	HMEL011141-RA	JC_11278-RA
OG0001965	HMEL005669g1.t1	JC_14278-RA
OG0001966	HMEL003054g1.t1	JC_13943-RA, JC_13945-RA
OG0001967	HMEL005351g1.t1	JC_08894-RA
OG0001968	HMEL018043g1.t1	JC_02602-RA, JC_02603-RA
OG0001970	HMEL020917g1.t1	JC_02604-RA, JC_02605-RA
OG0001971	HMEL007961g1.t1	JC_14295-RA, JC_14293-RA
OG0001972	HMEL032578g1.t1	JC_09997-RA
OG0001974	HMEL033647g1.t1	JC_11465-RA
OG0001975	HMEL033191g1.t1	JC_12229-RA
OG0001976	HMEL034805g1.t1, HMEL016101g1.t1	JC_09490-RA
OG0001977	HMEL032824g1.t1, HMEL032797g1.t1	JC_03389-RA
OG0001978	HMEL009356g1.t1	JC_15853-RA, JC_15852-RA
OG0001979	HMEL021151g1.t1, HMEL007544g1.t1	JC_13878-RA
OG0001980	HMEL017906g1.t1	JC_06909-RA, JC_06908-RA
OG0001981	HMEL007526g1.t1	JC_14241-RA, JC_14240-RA
OG0001983	HMEL003068g1.t1	JC_05391-RA
OG0001984	HMEL017910g1.t1	JC_06872-RA
OG0001985	HMEL016154g1.t1	JC_03961-RA
OG0001986	HMEL037547g1.t1	JC_06874-RA
OG0001988	HMEL005364g1.t1	JC_08878-RA
OG0001989	HMEL007794g1.t1	JC_16847-RA
OG0001990	HMEL021710g1.t1	JC_06885-RA
OG0001991	HMEL014070g1.t1	JC_03972-RA, JC_03971-RA
OG0001992	HMEL013594g1.t1	JC_13185-RA
OG0001993	HMEL005607g1.t1	JC_09967-RA
OG0001993	HMEL032570g1.t1	JC_09965-RA
OG0001994	HMEL005368g1.t1, HMEL005367g1.t1	JC_08872-RA
OG0001995	HMEL005529g1.t1	JC_09961-RA
OG0001996	HMEL011003g1.t1	JC_14217-RA
OG0001997	HMEL003590g1.t1	JC_07597-RA, JC_07599-RA, JC_07598-RA
OG0001999	HMEL011006g1.t1	JC_14213-RA, JC_14214-RA
OG0002000	HMEL008264g1.t1	JC_03379-RA
OG0002001	HMEL012854g1.t1	JC_09457-RA
OG0002002	HMEL008335g1.t1	JC_11681-RA
OG0002003	HMEL033494g1.t1	JC_11172-RA
OG0002004	HMEL031911g1.t1	JC_04721-RA, JC_04723-RA
OG0002005	HMEL010583g1.t1	JC_03374-RA
OG0002006	HMEL012212g1.t1, HMEL012211g1.t1	JC_09460-RA, JC_09461-RA, JC_09459-RA
OG0002008	HMEL006931g1.t1, HMEL007805g1.t1	JC_01153-RA
OG0002009	HMEL012240g1.t1	JC_10785-RA, JC_10783-RA, JC_10784-RA
OG0002010	HMEL037951g1.t1	JC_12359-RA, JC_12360-RA
OG0002011	HMEL011575g1.t1	JC_09447-RA
OG0002012	HMEL037706g1.t1	JC_07177-RA
OG0002013	HMEL038023g1.t1	JC_12367-RA
OG0002014	HMEL015879g1.t1	JC_15808-RA, JC_15807-RA
OG0002015	HMEL032149g1.t1	JC_13905-RA
OG0002016	HMEL037031g1.t1	JC_08856-RA
OG0002017	HMEL036515g1.t1	JC_05943-RA
OG0002018	HMEL017112g1.t1	JC_15783-RA
OG0002019	HMEL016868g1.t1	JC_14686-RA, JC_14687-RA
OG0002021	HMEL006268g1.t1	JC_00515-RA
OG0002022	HMEL016873g1.t1	JC_14679-RA
OG0002023	HMEL021562g1.t1	JC_11197-RA, JC_11196-RA
OG0002024	HMEL012675g1.t1	JC_07589-RA
OG0002025	HMEL008945g1.t1	JC_10759-RA
OG0002026	HMEL006266g1.t1	JC_00512-RA
OG0002027	HMEL014853g1.t1	JC_02669-RA
OG0002028	HMEL033820g1.t1	JC_02671-RA
OG0002029	HMEL021227g1.t1	JC_06497-RA
OG0002030	HMEL020272g1.t1, HMEL032634g1.t1	JC_09837-RA
OG0002031	HMEL006254g1.t1	JC_00499-RA, JC_04734-RA
OG0002032	HMEL012124g1.t1	JC_04044-RA
OG0002033	HMEL011647-RA	JC_08276-RA
OG0002034	HMEL036076g1.t1	JC_06499-RA
OG0002035	HMEL016779g1.t1	JC_08842-RA
OG0002036	HMEL031312g1.t1	JC_14165-RA
OG0002038	HMEL012870g1.t1	JC_09432-RA
OG0002039	HMEL005388g1.t1	JC_03323-RA
OG0002040	HMEL022231g1.t1	JC_09891-RA
OG0002041	HMEL012865g1.t1	JC_09429-RA
OG0002042	HMEL016787g1.t1	JC_08833-RA
OG0002043	HMEL006241g1.t1	JC_00481-RA, JC_00482-RA, JC_00483-RA
OG0002044	HMEL030832g1.t1	JC_01214-RA
OG0002045	HMEL030680g1.t1, HMEL005868g1.t1	JC_13728-RA
OG0002046	HMEL013335g1.t1	JC_01215-RA
OG0002047	HMEL013334g1.t1	JC_01216-RA
OG0002049	HMEL035893g1.t1	JC_04076-RA
OG0002050	HMEL013326g1.t1	JC_01231-RA
OG0002051	HMEL007271g1.t1	JC_02131-RA
OG0002052	HMEL011633g1.t1	JC_08293-RA
OG0002053	HMEL005616g1.t1	JC_09413-RA
OG0002054	HMEL009730g1.t1	JC_04908-RA
OG0002055	HMEL011631g1.t1	JC_08296-RA
OG0002056	HMEL004981g1.t1	JC_09411-RA
OG0002057	HMEL008270g1.t1	JC_09408-RA
OG0002058	HMEL030284g1.t1	JC_08298-RA
OG0002060	HMEL013312g1.t1	JC_01250-RA
OG0002061	HMEL038050g1.t1	JC_12547-RA
OG0002062	HMEL031067g1.t1	JC_00322-RA
OG0002063	HMEL033282g1.t1	JC_11965-RA
OG0002064	HMEL006571g1.t1	JC_11235-RA
OG0002065	HMEL002293g1.t1	JC_08307-RA
OG0002066	HMEL032592g1.t1	JC_09916-RA
OG0002067	HMEL006889g1.t1	JC_13700-RA
OG0002068	HMEL003963g1.t1	JC_02147-RA
OG0002069	HMEL016682g1.t1	JC_02700-RA
OG0002070	HMEL004550g1.t1	JC_03277-RA
OG0002071	HMEL008260g1.t1	JC_07136-RA
OG0002071	HMEL037658g1.t1	JC_07135-RA
OG0002072	HMEL016685g1.t1	JC_02708-RA, JC_02710-RA
OG0002073	HMEL015157g1.t1	JC_00342-RA
OG0002074	HMEL034653g1.t1	JC_14748-RA
OG0002075	HMEL005005g1.t1	JC_05865-RA
OG0002077	HMEL011513g1.t1	JC_16445-RA
OG0002078	HMEL016690g1.t1	JC_02719-RA, JC_02718-RA
OG0002079	HMEL003482g1.t1, HMEL003481g1.t1	JC_07550-RA
OG0002080	HMEL016095g1.t1	JC_11997-RA
OG0002081	HMEL007605g1.t1	JC_10357-RA
OG0002082	HMEL014936g1.t1	JC_05244-RA
OG0002083	HMEL015005g1.t1	JC_15497-RA
OG0002084	HMEL004540g1.t1	JC_10361-RA
OG0002085	HMEL016705-RA	JC_02738-RA
OG0002086	HMEL007020g1.t1	JC_13267-RA, JC_05563-RA
OG0002087	HMEL003891g1.t1	JC_08788-RA
OG0002088	HMEL011840g1.t1	JC_13659-RA
OG0002091	HMEL014358g1.t1	JC_12019-RA
OG0002092	HMEL004372g1.t1	JC_13648-RA
OG0002093	HMEL032747g1.t1	JC_03243-RA, JC_03244-RA
OG0002094	HMEL017805g1.t1, HMEL036372g1.t1	JC_05704-RA
OG0002095	HMEL011964g1.t1	JC_07694-RA
OG0002096	HMEL014363g1.t1	JC_12026-RA
OG0002097	HMEL036368g1.t1	JC_05713-RA
OG0002098	HMEL005887g1.t1	JC_02942-RA
OG0002099	HMEL030804g1.t1	JC_01289-RA
OG0002101	HMEL006685g1.t1	JC_04854-RA
OG0002103	HMEL014250g1.t1	JC_10401-RA
OG0002103	HMEL004897-RA	JC_10400-RA
OG0002104	HMEL012803g1.t1	JC_09352-RA
OG0002105	HMEL016726g1.t1	JC_03236-RA
OG0002106	HMEL012804g1.t1	JC_09349-RA
OG0002107	HMEL012833g1.t1	JC_08410-RA
OG0002108	HMEL004952g1.t1	JC_12661-RA, JC_12660-RA, JC_12662-RA
OG0002109	HMEL009393g1.t1	JC_11130-RA, JC_11129-RA
OG0002110	HMEL007597g1.t1	JC_13630-RA
OG0002111	HMEL005949g1.t1	JC_01293-RA
OG0002112	HMEL004687g1.t1, HMEL022313g1.t1	JC_10390-RA
OG0002112	HMEL016292g1.t1	JC_10389-RA
OG0002113	HMEL004387g1.t1	JC_09345-RA, JC_09344-RA, JC_09346-RA
OG0002114	HMEL036347g1.t1	JC_05769-RA, JC_05767-RA, JC_05768-RA
OG0002115	HMEL002409g1.t1	JC_07090-RA
OG0002116	HMEL005276g1.t1	JC_13310-RA
OG0002117	HMEL015651g1.t1	JC_04847-RA, JC_04845-RA, JC_04846-RA
OG0002118	HMEL009851g1.t1	JC_03225-RA
OG0002119	HMEL015647g1.t1	JC_04839-RA
OG0002120	HMEL014671g1.t1	JC_08990-RA
OG0002121	HMEL003153g1.t1	JC_12042-RA
OG0002122	HMEL007697g1.t1	JC_04154-RA
OG0002123	HMEL008048g1.t1	JC_01867-RA
OG0002124	HMEL015301g1.t1	JC_07733-RA
OG0002125	HMEL037068g1.t1	JC_09000-RA, JC_08998-RA
OG0002126	HMEL012836g1.t1	JC_08405-RA, JC_08406-RA
OG0002127	HMEL032735g1.t1	JC_03215-RA, JC_03214-RA
OG0002128	HMEL003979g1.t1	JC_01856-RA
OG0002129	HMEL033019g1.t1, HMEL016407g1.t1	JC_08383-RA
OG0002130	HMEL014993g1.t1	JC_15385-RA
OG0002132	HMEL003676g1.t1	JC_05797-RA
OG0002133	HMEL015948g1.t1	JC_01069-RA
OG0002134	HMEL037079g1.t1	JC_09025-RA
OG0002135	HMEL012100g1.t1	JC_01851-RA
OG0002136	HMEL017704g1.t1	JC_02881-RA
OG0002137	HMEL010590g1.t1	JC_11117-RA, JC_11116-RA
OG0002138	HMEL017420g1.t1	JC_05821-RA
OG0002139	HMEL030034g1.t1	JC_15465-RA
OG0002140	HMEL007789g1.t1	JC_06986-RA
OG0002141	HMEL037722g1.t1	JC_07199-RA
OG0002142	HMEL004758g1.t1	JC_09053-RA
OG0002143	HMEL004757g1.t1	JC_09054-RA
OG0002144	HMEL004756g1.t1	JC_09055-RA
OG0002146	HMEL037777g1.t1	JC_04186-RA
OG0002147	HMEL035959g1.t1, HMEL035958g1.t1	JC_06625-RA
OG0002148	HMEL003317g1.t1	JC_00262-RA
OG0002149	HMEL006365g1.t1	JC_03157-RA
OG0002150	HMEL032713g1.t1, HMEL037780g1.t1	JC_03154-RA
OG0002152	HMEL003642g1.t1	JC_09283-RA, JC_09282-RA
OG0002154	HMEL003863g1.t1	JC_05123-RA
OG0002154	HMEL034210g1.t1	JC_05128-RA
OG0002155	HMEL010625g1.t1	JC_11792-RA
OG0002156	HMEL032028g1.t1	JC_04959-RA, JC_04960-RA
OG0002158	HMEL032326g1.t1	JC_10419-RA, JC_10418-RA
OG0002159	HMEL032990g1.t1	JC_11061-RA
OG0002160	HMEL032989g1.t1	JC_11063-RA
OG0002161	HMEL011476g1.t1	JC_07809-RA
OG0002162	HMEL032104g1.t1	JC_05474-RA, JC_05473-RA, JC_05472-RA, JC_13800-RA, JC_13803-RA, JC_13804-RA, JC_13801-RA, JC_13802-RA, JC_13805-RA, JC_13806-RA
OG0002163	HMEL030968g1.t1	JC_00840-RA
OG0002165	HMEL015269g1.t1	JC_00218-RA
OG0002166	HMEL014304g1.t1	JC_11076-RA
OG0002167	HMEL011434-RA	JC_08503-RA, JC_08504-RA
OG0002168	HMEL031694g1.t1, HMEL012626g1.t1	JC_07825-RA
OG0002169	HMEL035969g1.t1	JC_06592-RA
OG0002170	HMEL016640g1.t1	JC_01795-RA
OG0002170	HMEL016641g1.t1	JC_01794-RA
OG0002171	HMEL031696g1.t1	JC_07833-RA
OG0002171	HMEL012634g1.t1	JC_07832-RA
OG0002173	HMEL032980g1.t1	JC_11098-RA
OG0002174	HMEL032681g1.t1	JC_03094-RA
OG0002175	HMEL022585g1.t1	JC_15407-RA
OG0002176	HMEL033973g1.t1, HMEL035397g1.t1, HMEL034174g1.t1	JC_09950-RA, JC_12998-RA, JC_16283-RA, JC_14180-RA
OG0002177	HMEL037751g1.t1	JC_07241-RA, JC_07240-RA
OG0002178	HMEL033078g1.t1	JC_08519-RA
OG0002179	HMEL033080g1.t1, HMEL033079g1.t1	JC_08520-RA
OG0002180	HMEL035297g1.t1	JC_04365-RA
OG0002181	HMEL000015g1.t1	JC_03066-RA
OG0002182	HMEL011150g1.t1	JC_11271-RA
OG0002184	HMEL000003g1.t1	JC_01916-RA, JC_03052-RA
OG0002185	HMEL003098g1.t1	JC_02830-RA
OG0002186	HMEL002012g1.t1	JC_03044-RA, JC_03042-RA, JC_03043-RA
OG0002188	HMEL037148g1.t1	JC_09135-RA, JC_09134-RA
OG0002189	HMEL007380g1.t1	JC_13454-RA
OG0002190	HMEL007376g1.t1	JC_13448-RA, JC_13449-RA
OG0002191	HMEL007291g1.t1	JC_07892-RA, JC_07893-RA
OG0002192	HMEL011042g1.t1	JC_01691-RA, JC_01692-RA, JC_01693-RA
OG0002193	HMEL037152g1.t1	JC_09153-RA
OG0002194	HMEL007296g1.t1	JC_07902-RA
OG0002195	HMEL031146g1.t1, HMEL031147g1.t1, HMEL031141g1.t1, HMEL013278g1.t1	JC_11907-RA
OG0002196	HMEL035286g1.t1	JC_04329-RA
OG0002197	HMEL010893g1.t1	JC_00113-RA, JC_00114-RA
OG0002198	HMEL010885g1.t1	JC_00106-RA
OG0002199	HMEL005344g1.t1	JC_08629-RA
OG0002199	HMEL033145g1.t1	JC_08631-RA
OG0002200	HMEL010880g1.t1	JC_09807-RA
OG0002201	HMEL010878g1.t1	JC_00096-RA
OG0002202	HMEL020446g1.t1	JC_09164-RA
OG0002204	HMEL020781g1.t1	JC_05069-RA
OG0002205	HMEL003136g1.t1, HMEL013531g1.t1	JC_01654-RA
OG0002206	HMEL006211g1.t1	JC_02800-RA
OG0002207	HMEL033781g1.t1	JC_02796-RA, JC_02797-RA, JC_02798-RA
OG0002208	HMEL013114g1.t1	JC_02972-RA
OG0002209	HMEL030996g1.t1	JC_00069-RA, JC_00068-RA, JC_00067-RA
OG0002210	HMEL030994g1.t1	JC_00054-RA, JC_00056-RA, JC_00045-RA, JC_00061-RA, JC_00042-RA, JC_00055-RA
OG0002211	HMEL033124g1.t1	JC_08581-RA
OG0002212	HMEL009606g1.t1	JC_11613-RA
OG0002213	HMEL007106g1.t1	JC_02774-RA
OG0002214	HMEL033791g1.t1	JC_02771-RA
OG0002216	HMEL008790g1.t1	JC_01728-RA
OG0002217	HMEL033114g1.t1, HMEL010908g1.t1	JC_08559-RA
OG0002218	HMEL033112g1.t1	JC_08555-RA, JC_08554-RA
OG0002219	HMEL013670g1.t1	JC_13366-RA, JC_13367-RA
OG0002220	HMEL013657g1.t1	JC_13355-RA
OG0002221	HMEL015485g1.t1	JC_01001-RA
OG0002223	HMEL012071g1.t1	JC_01742-RA
OG0002224	HMEL015505g1.t1	JC_01012-RA, JC_01014-RA
OG0002225	HMEL030982g1.t1	JC_00001-RA
OG0002226	HMEL030896g1.t1	JC_01019-RA
OG0002229	HMEL034154g1.t1	JC_15172-RA
OG0002231	HMEL016116g1.t1, HMEL017913g1.t1	JC_06501-RA
OG0002232	HMEL009651g1.t1	JC_01535-RA
OG0002233	HMEL017417g1.t1	JC_05811-RA, JC_05812-RA
OG0002234	HMEL031568g1.t1	JC_07519-RA
OG0002235	HMEL022056g1.t1, HMEL011883g1.t1	JC_03190-RA
OG0002238	HMEL032523g1.t1, HMEL004043g1.t1	JC_10055-RA
OG0002240	HMEL008281g1.t1	JC_00794-RA
OG0002247	HMEL005164g1.t1	JC_02525-RA
OG0002248	HMEL032181g1.t1	JC_13936-RA
OG0002250	HMEL003243g1.t1	JC_05600-RA
OG0002251	HMEL007830g1.t1	JC_03528-RA, JC_03527-RA
OG0002253	HMEL003244g1.t1	JC_05599-RA
OG0002254	HMEL036379g1.t1	JC_05679-RA
OG0002256	HMEL008586g1.t1	JC_14657-RA
OG0002257	HMEL017124g1.t1	JC_07357-RA
OG0002259	HMEL015824g1.t1	JC_07974-RA, JC_07973-RA
OG0002260	HMEL016499g1.t1, HMEL037812g1.t1	JC_12826-RA, JC_12827-RA
OG0002261	HMEL013218g1.t1	JC_17046-RA, JC_17045-RA
OG0002262	HMEL008108g1.t1	JC_17120-RA
OG0002263	HMEL015851g1.t1	JC_15673-RA
OG0002264	HMEL032878g1.t1	JC_03515-RA
OG0002264	HMEL005024g1.t1	JC_03517-RA
OG0002265	HMEL030379g1.t1	JC_13130-RA
OG0002266	HMEL037762g1.t1, HMEL032424g1.t1, HMEL035402g1.t1	JC_16188-RA
OG0002267	HMEL030693g1.t1	JC_01612-RA, JC_01613-RA
OG0002268	HMEL017134g1.t1	JC_07344-RA
OG0002269	HMEL032410g1.t1	JC_10266-RA
OG0002270	HMEL016966g1.t1	JC_14983-RA
OG0002271	HMEL031240g1.t1	JC_00732-RA
OG0002272	HMEL012153g1.t1	JC_08666-RA
OG0002273	HMEL022594g1.t1	JC_16789-RA
OG0002274	HMEL034895g1.t1	JC_09727-RA
OG0002276	HMEL011943g1.t1	JC_07535-RA
OG0002277	HMEL008227g1.t1	JC_16220-RA
OG0002278	HMEL034416g1.t1	JC_15578-RA
OG0002279	HMEL032884g1.t1, HMEL032885g1.t1	JC_03532-RA
OG0002280	HMEL016064g1.t1, HMEL008749g1.t1	JC_03534-RA
OG0002281	HMEL032888g1.t1	JC_03533-RA
OG0002282	HMEL016384g1.t1	JC_14618-RA
OG0002283	HMEL010165g1.t1	JC_17170-RA
OG0002284	HMEL020190g1.t1	JC_03536-RA
OG0002287	HMEL034420g1.t1	JC_15566-RA
OG0002288	HMEL034893g1.t1	JC_09734-RA
OG0002289	HMEL002604g1.t1	JC_15218-RA
OG0002290	HMEL013405g1.t1	JC_01957-RA
OG0002291	HMEL037459g1.t1	JC_06706-RA
OG0002293	HMEL011608g1.t1	JC_07931-RA
OG0002294	HMEL016374g1.t1	JC_14606-RA
OG0002295	HMEL010153g1.t1	JC_17154-RA
OG0002296	HMEL034000g1.t1	JC_02392-RA
OG0002297	HMEL030699g1.t1	JC_01600-RA, JC_01599-RA
OG0002298	HMEL034558g1.t1	JC_15049-RA
OG0002299	HMEL003233g1.t1	JC_15045-RA
OG0002300	HMEL004914g1.t1	JC_00723-RA, JC_00722-RA
OG0002302	HMEL010818g1.t1	JC_16697-RA
OG0002303	HMEL010163g1.t1	JC_17164-RA
OG0002304	HMEL010817g1.t1	JC_16700-RA
OG0002305	HMEL002096g1.t1	JC_02269-RA
OG0002306	HMEL021856g1.t1, HMEL003467g1.t1, HMEL033996g1.t1	JC_02379-RA
OG0002307	HMEL033992g1.t1	JC_02376-RA
OG0002308	HMEL031786g1.t1	JC_04449-RA
OG0002309	HMEL008839g1.t1	JC_11220-RA
OG0002310	HMEL006484g1.t1	JC_16239-RA
OG0002311	HMEL037248g1.t1	JC_16701-RA
OG0002312	HMEL015561g1.t1	JC_15550-RA
OG0002313	HMEL012018g1.t1	JC_15040-RA, JC_15039-RA
OG0002314	HMEL015903g1.t1	JC_07303-RA
OG0002315	HMEL032253g1.t1	JC_14073-RA, JC_14074-RA
OG0002316	HMEL031452g1.t1	JC_14586-RA
OG0002317	HMEL009525g1.t1	JC_16709-RA
OG0002318	HMEL008860g1.t1	JC_13008-RA
OG0002319	HMEL036364g1.t1	JC_05722-RA
OG0002320	HMEL031472g1.t1	JC_12157-RA
OG0002321	HMEL007937g1.t1	JC_10282-RA
OG0002322	HMEL032402g1.t1	JC_10283-RA
OG0002323	HMEL008862g1.t1	JC_13004-RA
OG0002324	HMEL031784g1.t1	JC_04455-RA, JC_04456-RA
OG0002326	HMEL004276g1.t1	JC_15199-RA, JC_15200-RA
OG0002327	HMEL002983g1.t1	JC_04457-RA
OG0002328	HMEL010610g1.t1	JC_16201-RA
OG0002329	HMEL008868g1.t1	JC_12999-RA
OG0002330	HMEL035410g1.t1	JC_16205-RA
OG0002331	HMEL002982g1.t1	JC_04459-RA, JC_04458-RA
OG0002333	HMEL015999g1.t1	JC_10514-RA
OG0002334	HMEL022587g1.t1	JC_15187-RA
OG0002335	HMEL009011g1.t1	JC_01589-RA, JC_01590-RA
OG0002336	HMEL022221g1.t1, HMEL012880g1.t1	JC_16213-RA
OG0002337	HMEL008977g1.t1	JC_08945-RA
OG0002338	HMEL011814g1.t1	JC_09759-RA
OG0002339	HMEL030711g1.t1	JC_01582-RA
OG0002340	HMEL022206g1.t1	JC_02355-RA
OG0002341	HMEL010768-RA	JC_12987-RA
OG0002342	HMEL034028g1.t1	JC_17101-RA
OG0002344	HMEL003523g1.t1	JC_14893-RA
OG0002346	HMEL016482g1.t1	JC_12433-RA
OG0002347	HMEL003506g1.t1	JC_07966-RA, JC_07967-RA
OG0002348	HMEL034438g1.t1	JC_15587-RA
OG0002349	HMEL014490g1.t1	JC_14560-RA
OG0002350	HMEL038058g1.t1	JC_12422-RA
OG0002351	HMEL014811g1.t1	JC_17071-RA
OG0002352	HMEL003917g1.t1	JC_14891-RA
OG0002353	HMEL034088g1.t1	JC_17021-RA
OG0002354	HMEL035668g1.t1	JC_02258-RA, JC_02259-RA
OG0002355	HMEL017841g1.t1	JC_05518-RA
OG0002356	HMEL003810g1.t1	JC_16578-RA, JC_16543-RA
OG0002358	HMEL003926g1.t1	JC_08693-RA
OG0002360	HMEL008101g1.t1	JC_17075-RA
OG0002361	HMEL009633g1.t1	JC_01559-RA
OG0002362	HMEL012753g1.t1	JC_14527-RA
OG0002363	HMEL011800g1.t1	JC_11423-RA
OG0002364	HMEL022641-RA	JC_12977-RA
OG0002365	HMEL009560g1.t1	JC_16626-RA
OG0002366	HMEL017923g1.t1	JC_05640-RA, JC_05639-RA
OG0002367	HMEL017022g1.t1	JC_03693-RA
OG0002368	HMEL008412g1.t1	JC_08695-RA
OG0002369	HMEL037342g1.t1	JC_15997-RA, JC_15996-RA
OG0002371	HMEL017670g1.t1	JC_14117-RA
OG0002372	HMEL007888g1.t1	JC_11413-RA
OG0002373	HMEL017034g1.t1	JC_03702-RA
OG0002375	HMEL006361g1.t1	JC_10330-RA, JC_10329-RA
OG0002376	HMEL017036g1.t1	JC_03704-RA
OG0002377	HMEL035361g1.t1	JC_16268-RA
OG0002378	HMEL034456g1.t1	JC_15628-RA
OG0002378	HMEL036002g1.t1	JC_15629-RA
OG0002379	HMEL035360g1.t1	JC_16270-RA
OG0002380	HMEL013924g1.t1	JC_15723-RA
OG0002381	HMEL005842g1.t1	JC_15626-RA, JC_15627-RA
OG0002382	HMEL016271g1.t1	JC_10574-RA
OG0002383	HMEL010021g1.t1	JC_00801-RA
OG0002384	HMEL009647g1.t1	JC_01542-RA
OG0002385	HMEL016265g1.t1	JC_10578-RA
OG0002386	HMEL031523g1.t1	JC_07409-RA
OG0002387	HMEL037490g1.t1	JC_06826-RA
OG0002388	HMEL010017g1.t1	JC_00803-RA
OG0002389	HMEL035354g1.t1	JC_16282-RA, JC_16281-RA
OG0002390	HMEL015826g1.t1	JC_07971-RA
OG0002391	HMEL009652g1.t1	JC_01531-RA
OG0002392	HMEL020079g1.t1, HMEL038001g1.t1, HMEL038000g1.t1	JC_12411-RA
OG0002393	HMEL012591g1.t1	JC_07415-RA
OG0002394	HMEL017534g1.t1	JC_11401-RA
OG0002395	HMEL017797g1.t1, HMEL037491g1.t1	JC_06828-RA
OG0002397	HMEL002225g1.t1	JC_02326-RA
OG0002398	HMEL008987g1.t1	JC_08719-RA
OG0002399	HMEL016957g1.t1	JC_14996-RA
OG0002400	HMEL031408g1.t1	JC_14503-RA
OG0002401	HMEL020811g1.t1	JC_10223-RA
OG0002402	HMEL013239g1.t1	JC_03937-RA
OG0002403	HMEL035834g1.t1	JC_02297-RA
OG0002404	HMEL012587-RA	JC_07421-RA
OG0002405	HMEL016133g1.t1	JC_16029-RA
OG0002406	HMEL013047g1.t1	JC_02296-RA
OG0002407	HMEL003436g1.t1	JC_14865-RA
OG0002408	HMEL016136g1.t1	JC_16033-RA
OG0002409	HMEL032448g1.t1	JC_10200-RA
OG0002409	HMEL032447g1.t1	JC_10201-RA
OG0002410	HMEL033952g1.t1	JC_02425-RA
OG0002411	HMEL037992g1.t1	JC_12400-RA
OG0002412	HMEL035803g1.t1	JC_02281-RA
OG0002413	HMEL037985g1.t1	JC_12396-RA, JC_12398-RA
OG0002414	HMEL031259g1.t1	JC_00825-RA
OG0002415	HMEL038031g1.t1, HMEL038032g1.t1	JC_12389-RA
OG0002416	HMEL013960g1.t1	JC_14903-RA, JC_14904-RA
OG0002417	HMEL009905g1.t1	JC_12384-RA
OG0002418	HMEL037258g1.t1	JC_16769-RA
OG0002419	HMEL005535g1.t1	JC_14474-RA
OG0002420	HMEL032270g1.t1	JC_14147-RA
OG0002421	HMEL005329g1.t1	JC_09799-RA
OG0002422	HMEL015802g1.t1	JC_08002-RA
OG0002423	HMEL031264g1.t1, HMEL031267g1.t1	JC_00808-RA
OG0002424	HMEL009454g1.t1	JC_14159-RA, JC_14158-RA
OG0002425	HMEL013248g1.t1	JC_17084-RA, JC_17086-RA
OG0002426	HMEL004065g1.t1	JC_01515-RA
OG0002427	HMEL036626g1.t1	JC_10615-RA
OG0002428	HMEL004501g1.t1	JC_09804-RA
OG0002429	HMEL009258g1.t1	JC_12938-RA, JC_12939-RA
OG0002430	HMEL004069g1.t1	JC_01513-RA
OG0002431	HMEL004070g1.t1	JC_01512-RA
OG0002432	HMEL014409g1.t1	JC_16587-RA, JC_16588-RA
OG0002433	HMEL035017g1.t1	JC_03739-RA
OG0002435	HMEL003521g1.t1	JC_14894-RA
OG0002436	HMEL036247g1.t1	JC_06179-RA, JC_06180-RA
OG0002437	HMEL015097g1.t1	JC_00710-RA
OG0002438	HMEL035345g1.t1	JC_16402-RA
OG0002439	HMEL012322g1.t1, HMEL035344g1.t1	JC_16400-RA
OG0002440	HMEL011161g1.t1	JC_16137-RA
OG0002441	HMEL035342g1.t1	JC_16397-RA
OG0002442	HMEL013913g1.t1	JC_14030-RA
OG0002443	HMEL006762-RA, HMEL013859-RA	JC_08740-RA
OG0002444	HMEL036256g1.t1	JC_06194-RA, JC_06196-RA
OG0002445	HMEL014417g1.t1	JC_16683-RA
OG0002446	HMEL004695g1.t1, HMEL021546g1.t1	JC_16393-RA
OG0002447	HMEL005852g1.t1	JC_15607-RA
OG0002448	HMEL012901g1.t1	JC_06209-RA
OG0002449	HMEL030490g1.t1	JC_12898-RA
OG0002450	HMEL017820g1.t1	JC_10175-RA
OG0002451	HMEL003867g1.t1	JC_12897-RA
OG0002452	HMEL004081g1.t1	JC_01498-RA
OG0002453	HMEL011192g1.t1	JC_16070-RA
OG0002455	HMEL033927g1.t1	JC_02455-RA
OG0002456	HMEL013216g1.t1	JC_17066-RA, JC_17065-RA
OG0002457	HMEL035770g1.t1	JC_01943-RA
OG0002459	HMEL032470g1.t1	JC_10163-RA
OG0002460	HMEL014181g1.t1	JC_03504-RA
OG0002461	HMEL032473g1.t1	JC_10161-RA
OG0002463	HMEL005076g1.t1	JC_14023-RA
OG0002464	HMEL015051g1.t1, HMEL015049g1.t1	JC_10726-RA
OG0002465	HMEL015052g1.t1	JC_10725-RA
