Orthogroup	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
OG0016437	Bany_05137-RA								
OG0016438	Bany_00899-RA								
OG0016439	Bany_00901-RA								
OG0016440	Bany_00902-RA								
OG0016441	Bany_07895-RA								
OG0016442	Bany_00904-RA								
OG0016443	Bany_00905-RA								
OG0016444	Bany_00906-RA								
OG0016445	Bany_00907-RA								
OG0016446	Bany_00909-RA								
OG0016447	Bany_00911-RA								
OG0016448	Bany_00912-RA								
OG0016449	Bany_05158-RA								
OG0016450	Bany_07912-RA								
OG0016451		DPOGS210290-PA							
OG0016452		DPOGS214821-PA							
OG0016453		DPOGS201219-PA							
OG0016454		DPOGS208305-PA							
OG0016455		DPOGS203873-PA							
OG0016456		DPOGS206244-PA							
OG0016457		DPOGS204177-PA							
OG0016458		DPOGS212890-PA							
OG0016459		DPOGS202091-PA							
OG0016460		DPOGS210638-PA							
OG0016461		DPOGS202873-PA							
OG0016462		DPOGS205775-PA							
OG0016463		DPOGS204593-PA							
OG0016464		DPOGS209430-PA							
OG0016465		DPOGS201214-PA							
OG0016466		DPOGS200012-PA							
OG0016467		DPOGS205022-PA							
OG0016468		DPOGS202389-PA							
OG0016469		DPOGS210637-PA							
OG0016470		DPOGS213312-PA							
OG0016471		DPOGS208090-PA							
OG0016472		DPOGS212247-PA							
OG0016473		DPOGS208135-PA							
OG0016474		DPOGS208063-PA							
OG0016475		DPOGS200815-PA							
OG0016476		DPOGS204009-PA							
OG0016477		DPOGS207320-PA							
OG0016478		DPOGS214004-PA							
OG0016479		DPOGS203462-PA							
OG0016480		DPOGS210884-PA							
OG0016481		DPOGS201128-PA							
OG0016482		DPOGS212298-PA							
OG0016483		DPOGS209663-PA							
OG0016484		DPOGS214441-PA							
OG0016485		DPOGS209525-PA							
OG0016486		DPOGS210206-PA							
OG0016487		DPOGS213405-PA							
OG0016488		DPOGS205575-PA							
OG0016489		DPOGS205128-PA							
OG0016490		DPOGS201267-PA							
OG0016491		DPOGS204863-PA							
OG0016492		DPOGS203234-PA							
OG0016493		DPOGS211740-PA							
OG0016494		DPOGS202725-PA							
OG0016495		DPOGS204967-PA							
OG0016496		DPOGS205252-PA							
OG0016497		DPOGS208108-PA							
OG0016498		DPOGS210881-PA							
OG0016499		DPOGS203869-PA							
OG0016500		DPOGS201218-PA							
OG0016501		DPOGS200664-PA							
OG0016502		DPOGS215151-PA							
OG0016503		DPOGS211260-PA							
OG0016504		DPOGS202545-PA							
OG0016505		DPOGS207367-PA							
OG0016506		DPOGS211265-PA							
OG0016507		DPOGS201099-PA							
OG0016508		DPOGS204210-PA							
OG0016509		DPOGS214683-PA							
OG0016510		DPOGS205259-PA							
OG0016511		DPOGS211064-PA							
OG0016512		DPOGS209436-PA							
OG0016513		DPOGS204012-PA							
OG0016514		DPOGS212982-PA							
OG0016515		DPOGS201268-PA							
OG0016516		DPOGS209022-PA							
OG0016517		DPOGS201629-PA							
OG0016518		DPOGS213406-PA							
OG0016519		DPOGS209937-PA							
OG0016520		DPOGS209651-PA							
OG0016521		DPOGS210207-PA							
OG0016522		DPOGS206367-PA							
OG0016523		DPOGS200667-PA							
OG0016524		DPOGS210170-PA							
OG0016525		DPOGS210566-PA							
OG0016526		DPOGS211739-PA							
OG0016527		DPOGS216152-PA							
OG0016528		DPOGS215368-PA							
OG0016529		DPOGS214296-PA							
OG0016530		DPOGS202238-PA							
OG0016531		DPOGS216090-PA							
OG0016532		DPOGS206765-PA							
OG0016533		DPOGS215367-PA							
OG0016534		DPOGS200880-PA							
OG0016535		DPOGS203886-PA							
OG0016536		DPOGS209120-PA							
OG0016537		DPOGS203999-PA							
OG0016538		DPOGS209565-PA							
OG0016539		DPOGS205922-PA							
OG0016540		DPOGS201646-PA							
OG0016541		DPOGS203423-PA							
OG0016542		DPOGS211609-PA							
OG0016543		DPOGS215952-PA							
OG0016544		DPOGS205250-PA							
OG0016545		DPOGS213455-PA							
OG0016546		DPOGS209272-PA							
OG0016547		DPOGS207919-PA							
OG0016548		DPOGS210449-PA							
OG0016549		DPOGS209434-PA							
OG0016550		DPOGS214881-PA							
OG0016551		DPOGS210938-PA							
OG0016552		DPOGS207369-PA							
OG0016553		DPOGS209300-PA							
OG0016554		DPOGS203001-PA							
OG0016555		DPOGS213229-PA							
OG0016556		DPOGS205335-PA							
OG0016557		DPOGS215852-PA							
OG0016558		DPOGS213566-PA							
OG0016559		DPOGS205940-PA							
OG0016560		DPOGS214923-PA							
OG0016561		DPOGS205701-PA							
OG0016562		DPOGS201215-PA							
OG0016563		DPOGS203002-PA							
OG0016564		DPOGS205561-PA							
OG0016565		DPOGS208363-PA							
OG0016566		DPOGS214882-PA							
OG0016567		DPOGS207315-PA							
OG0016568		DPOGS214894-PA							
OG0016569		DPOGS202475-PA							
OG0016570		DPOGS204849-PA							
OG0016571		DPOGS211042-PA							
OG0016572		DPOGS209939-PA							
OG0016573		DPOGS203473-PA							
OG0016574		DPOGS213857-PA							
OG0016575		DPOGS207411-PA							
OG0016576		DPOGS207997-PA							
OG0016577		DPOGS215530-PA							
OG0016578		DPOGS214898-PA							
OG0016579		DPOGS200851-PA							
OG0016580		DPOGS201478-PA							
OG0016581		DPOGS200389-PA							
OG0016582		DPOGS214897-PA							
OG0016583		DPOGS208142-PA							
OG0016584		DPOGS201592-PA							
OG0016585		DPOGS203945-PA							
OG0016586		DPOGS212834-PA							
OG0016587		DPOGS204093-PA							
OG0016588		DPOGS209807-PA							
OG0016589		DPOGS213947-PA							
OG0016590		DPOGS202516-PA							
OG0016591		DPOGS204612-PA							
OG0016592		DPOGS212422-PA							
OG0016593		DPOGS205319-PA							
OG0016594		DPOGS211601-PA							
OG0016595		DPOGS216179-PA							
OG0016596		DPOGS203003-PA							
OG0016597		DPOGS208143-PA							
OG0016598		DPOGS208332-PA							
OG0016599		DPOGS205363-PA							
OG0016600		DPOGS211066-PA							
OG0016601		DPOGS204124-PA							
OG0016602		DPOGS202478-PA							
OG0016603		DPOGS200430-PA							
OG0016604		DPOGS213296-PA							
OG0016605		DPOGS211735-PA							
OG0016606		DPOGS205759-PA							
OG0016607		DPOGS214969-PA							
OG0016608		DPOGS215993-PA							
OG0016609		DPOGS210235-PA							
OG0016610		DPOGS214452-PA							
OG0016611		DPOGS200009-PA							
OG0016612		DPOGS200040-PA							
OG0016613		DPOGS205962-PA							
OG0016614		DPOGS212230-PA							
OG0016615		DPOGS214541-PA							
OG0016616		DPOGS207679-PA							
OG0016617		DPOGS200696-PA							
OG0016618		DPOGS204007-PA							
OG0016619		DPOGS205704-PA							
OG0016620		DPOGS210293-PA							
OG0016621		DPOGS214904-PA							
OG0016622		DPOGS211268-PA							
OG0016623		DPOGS207631-PA							
OG0016624		DPOGS201155-PA							
OG0016625		DPOGS206503-PA							
OG0016626		DPOGS209043-PA							
OG0016627		DPOGS211062-PA							
OG0016628		DPOGS205698-PA							
OG0016629		DPOGS212074-PA							
OG0016630		DPOGS205981-PA							
OG0016631		DPOGS214486-PA							
OG0016632		DPOGS210503-PA							
OG0016633		DPOGS204860-PA							
OG0016634		DPOGS213186-PA							
OG0016635		DPOGS204800-PA							
OG0016636		DPOGS211060-PA							
OG0016637		DPOGS202594-PA							
OG0016638		DPOGS211034-PA							
OG0016639		DPOGS203750-PA							
OG0016640		DPOGS211443-PA							
OG0016641		DPOGS201825-PA							
OG0016642		DPOGS203883-PA							
OG0016643		DPOGS202715-PA							
OG0016644		DPOGS201183-PA							
OG0016645		DPOGS213189-PA							
OG0016646		DPOGS213185-PA							
OG0016647		DPOGS202040-PA							
OG0016648		DPOGS205444-PA							
OG0016649		DPOGS201151-PA							
OG0016650		DPOGS205280-PA							
OG0016651		DPOGS212491-PA							
OG0016652		DPOGS214022-PA							
OG0016653		DPOGS212306-PA							
OG0016654		DPOGS215575-PA							
OG0016655		DPOGS204757-PA							
OG0016656		DPOGS206575-PA							
OG0016657		DPOGS215574-PA							
OG0016658		DPOGS209042-PA							
OG0016659		DPOGS210501-PA							
OG0016660		DPOGS200852-PA							
OG0016661		DPOGS203083-PA							
OG0016662		DPOGS205018-PA							
OG0016663		DPOGS205378-PA							
OG0016664		DPOGS204912-PA							
OG0016665		DPOGS213190-PA							
OG0016666		DPOGS204616-PA							
OG0016667		DPOGS214404-PA							
OG0016668		DPOGS213988-PA							
OG0016669		DPOGS203042-PA							
OG0016670		DPOGS202473-PA							
OG0016671		DPOGS215284-PA							
OG0016672		DPOGS212351-PA							
OG0016673		DPOGS200683-PA							
OG0016674		DPOGS208605-PA							
OG0016675		DPOGS205762-PA							
OG0016676		DPOGS203192-PA							
OG0016677		DPOGS207541-PA							
OG0016678		DPOGS205705-PA							
OG0016679		DPOGS211991-PA							
OG0016680		DPOGS209229-PA							
OG0016681		DPOGS209090-PA							
OG0016682		DPOGS201272-PA							
OG0016683		DPOGS201863-PA							
OG0016684		DPOGS200093-PA							
OG0016685		DPOGS201918-PA							
OG0016686		DPOGS204029-PA							
OG0016687		DPOGS213990-PA							
OG0016688		DPOGS205706-PA							
OG0016689		DPOGS213991-PA							
OG0016690		DPOGS213183-PA							
OG0016691		DPOGS211449-PA							
OG0016692		DPOGS202408-PA							
OG0016693		DPOGS215161-PA							
OG0016694		DPOGS213291-PA							
OG0016695		DPOGS204439-PA							
OG0016696		DPOGS206501-PA							
OG0016697		DPOGS209049-PA							
OG0016698		DPOGS205697-PA							
OG0016699		DPOGS210532-PA							
OG0016700		DPOGS200779-PA							
OG0016701		DPOGS209811-PA							
OG0016702		DPOGS203102-PA							
OG0016703		DPOGS211706-PA							
OG0016704		DPOGS210168-PA							
OG0016705		DPOGS200688-PA							
OG0016706		DPOGS208931-PA							
OG0016707		DPOGS203352-PA							
OG0016708		DPOGS201561-PA							
OG0016709		DPOGS211233-PA							
OG0016710		DPOGS202481-PA							
OG0016711		DPOGS200197-PA							
OG0016712		DPOGS213572-PA							
OG0016713		DPOGS203058-PA							
OG0016714		DPOGS200550-PA							
OG0016715		DPOGS214859-PA							
OG0016716		DPOGS204763-PA							
OG0016717		DPOGS213802-PA							
OG0016718		DPOGS206500-PA							
OG0016719		DPOGS200787-PA							
OG0016720		DPOGS214672-PA							
OG0016721		DPOGS213993-PA							
OG0016722		DPOGS212489-PA							
OG0016723		DPOGS216192-PA							
OG0016724		DPOGS200200-PA							
OG0016725		DPOGS214727-PA							
OG0016726		DPOGS208373-PA							
OG0016727		DPOGS201042-PA							
OG0016728		DPOGS209315-PA							
OG0016729		DPOGS210141-PA							
OG0016730		DPOGS209333-PA							
OG0016731		DPOGS212204-PA							
OG0016732		DPOGS205695-PA							
OG0016733		DPOGS204607-PA							
OG0016734		DPOGS208104-PA							
OG0016735		DPOGS203057-PA							
OG0016736		DPOGS212362-PA							
OG0016737		DPOGS204600-PA							
OG0016738		DPOGS204764-PA							
OG0016739		DPOGS200793-PA							
OG0016740		DPOGS200788-PA							
OG0016741		DPOGS200800-PA							
OG0016742		DPOGS209970-PA							
OG0016743		DPOGS208151-PA							
OG0016744		DPOGS210652-PA							
OG0016745		DPOGS201274-PA							
OG0016746		DPOGS203064-PA							
OG0016747		DPOGS209340-PA							
OG0016748		DPOGS202710-PA							
OG0016749		DPOGS210545-PA							
OG0016750		DPOGS207921-PA							
OG0016751		DPOGS213681-PA							
OG0016752		DPOGS208105-PA							
OG0016753		DPOGS214186-PA							
OG0016754		DPOGS207781-PA							
OG0016755		DPOGS214057-PA							
OG0016756		DPOGS211782-PA							
OG0016757		DPOGS207900-PA							
OG0016758		DPOGS209170-PA							
OG0016759		DPOGS200947-PA							
OG0016760		DPOGS210510-PA							
OG0016761		DPOGS210551-PA							
OG0016762		DPOGS201189-PA							
OG0016763		DPOGS206333-PA							
OG0016764		DPOGS210134-PA							
OG0016765		DPOGS209321-PA							
OG0016766		DPOGS215201-PA							
OG0016767		DPOGS204002-PA							
OG0016768		DPOGS206508-PA							
OG0016769		DPOGS202210-PA							
OG0016770		DPOGS209008-PA							
OG0016771		DPOGS212126-PA							
OG0016772		DPOGS214729-PA							
OG0016773		DPOGS209084-PA							
OG0016774		DPOGS200900-PA							
OG0016775		DPOGS205711-PA							
OG0016776		DPOGS209881-PA							
OG0016777		DPOGS213640-PA							
OG0016778		DPOGS204766-PA							
OG0016779		DPOGS213195-PA							
OG0016780		DPOGS204000-PA							
OG0016781		DPOGS204085-PA							
OG0016782		DPOGS204269-PA							
OG0016783		DPOGS201147-PA							
OG0016784		DPOGS200899-PA							
OG0016785		DPOGS209454-PA							
OG0016786		DPOGS213558-PA							
OG0016787		DPOGS213767-PA							
OG0016788		DPOGS209085-PA							
OG0016789		DPOGS212193-PA							
OG0016790		DPOGS204788-PA							
OG0016791		DPOGS209456-PA							
OG0016792		DPOGS204768-PA							
OG0016793		DPOGS213937-PA							
OG0016794		DPOGS213197-PA							
OG0016795		DPOGS213181-PA							
OG0016796		DPOGS214611-PA							
OG0016797		DPOGS209168-PA							
OG0016798		DPOGS213198-PA							
OG0016799		DPOGS200729-PA							
OG0016800		DPOGS208118-PA							
OG0016801		DPOGS209295-PA							
OG0016802		DPOGS207880-PA							
OG0016803		DPOGS202483-PA							
OG0016804		DPOGS208178-PA							
OG0016805		DPOGS206509-PA							
OG0016806		DPOGS211988-PA							
OG0016807		DPOGS210003-PA							
OG0016808		DPOGS200682-PA							
OG0016809		DPOGS206510-PA							
OG0016810		DPOGS206456-PA							
OG0016811		DPOGS201866-PA							
OG0016812		DPOGS201747-PA							
OG0016813		DPOGS212668-PA							
OG0016814		DPOGS207673-PA							
OG0016815		DPOGS210266-PA							
OG0016816		DPOGS209450-PA							
OG0016817		DPOGS213833-PA							
OG0016818		DPOGS211651-PA							
OG0016819		DPOGS204796-PA							
OG0016820		DPOGS211728-PA							
OG0016821		DPOGS212837-PA							
OG0016822		DPOGS210721-PA							
OG0016823		DPOGS201077-PA							
OG0016824		DPOGS208180-PA							
OG0016825		DPOGS202996-PA							
OG0016826		DPOGS205401-PA							
OG0016827		DPOGS213180-PA							
OG0016828		DPOGS213199-PA							
OG0016829		DPOGS212838-PA							
OG0016830		DPOGS212347-PA							
OG0016831		DPOGS209227-PA							
OG0016832		DPOGS210543-PA							
OG0016833		DPOGS210189-PA							
OG0016834		DPOGS206718-PA							
OG0016835		DPOGS209958-PA							
OG0016836		DPOGS205729-PA							
OG0016837		DPOGS204634-PA							
OG0016838		DPOGS213481-PA							
OG0016839		DPOGS213016-PA							
OG0016840		DPOGS209926-PA							
OG0016841		DPOGS204115-PA							
OG0016842		DPOGS203344-PA							
OG0016843		DPOGS211479-PA							
OG0016844		DPOGS207784-PA							
OG0016845		DPOGS208181-PA							
OG0016846		DPOGS205939-PA							
OG0016847		DPOGS209422-PA							
OG0016848		DPOGS213201-PA							
OG0016849		DPOGS212346-PA							
OG0016850		DPOGS212544-PA							
OG0016851		DPOGS209753-PA							
OG0016852		DPOGS208182-PA							
OG0016853		DPOGS208177-PA							
OG0016854		DPOGS206732-PA							
OG0016855		DPOGS210541-PA							
OG0016856		DPOGS205526-PA							
OG0016857		DPOGS201989-PA							
OG0016858		DPOGS210554-PA							
OG0016859		DPOGS203465-PA							
OG0016860		DPOGS212554-PA							
OG0016861		DPOGS207670-PA							
OG0016862		DPOGS202737-PA							
OG0016863		DPOGS205712-PA							
OG0016864		DPOGS201046-PA							
OG0016865		DPOGS201857-PA							
OG0016866		DPOGS213202-PA							
OG0016867		DPOGS200502-PA							
OG0016868		DPOGS200555-PA							
OG0016869		DPOGS216189-PA							
OG0016870		DPOGS208938-PA							
OG0016871		DPOGS200763-PA							
OG0016872		DPOGS213650-PA							
OG0016873		DPOGS213179-PA							
OG0016874		DPOGS205107-PA							
OG0016875		DPOGS211786-PA							
OG0016876		DPOGS212841-PA							
OG0016877		DPOGS214676-PA							
OG0016878		DPOGS213872-PA							
OG0016879		DPOGS201009-PA							
OG0016880		DPOGS204869-PA							
OG0016881		DPOGS209404-PA							
OG0016882		DPOGS201002-PA							
OG0016883		DPOGS210656-PA							
OG0016884		DPOGS208002-PA							
OG0016885		DPOGS204770-PA							
OG0016886		DPOGS206659-PA							
OG0016887		DPOGS205169-PA							
OG0016888		DPOGS215084-PA							
OG0016889		DPOGS205528-PA							
OG0016890		DPOGS212962-PA							
OG0016891		DPOGS203364-PA							
OG0016892		DPOGS211457-PA							
OG0016893		DPOGS204867-PA							
OG0016894		DPOGS209459-PA							
OG0016895		DPOGS200307-PA							
OG0016896		DPOGS208925-PA							
OG0016897		DPOGS200611-PA							
OG0016898		DPOGS205977-PA							
OG0016899		DPOGS202755-PA							
OG0016900		DPOGS206223-PA							
OG0016901		DPOGS201943-PA							
OG0016902		DPOGS213809-PA							
OG0016903		DPOGS206179-PA							
OG0016904		DPOGS205150-PA							
OG0016905		DPOGS212843-PA							
OG0016906		DPOGS210731-PA							
OG0016907		DPOGS204058-PA							
OG0016908		DPOGS205882-PA							
OG0016909		DPOGS201730-PA							
OG0016910		DPOGS201000-PA							
OG0016911		DPOGS200099-PA							
OG0016912		DPOGS215366-PA							
OG0016913		DPOGS200500-PA							
OG0016914		DPOGS213204-PA							
OG0016915		DPOGS208028-PA							
OG0016916		DPOGS205130-PA							
OG0016917		DPOGS204040-PA							
OG0016918		DPOGS201721-PA							
OG0016919		DPOGS206378-PA							
OG0016920		DPOGS201467-PA							
OG0016921		DPOGS214992-PA							
OG0016922		DPOGS200033-PA							
OG0016923		DPOGS206389-PA							
OG0016924		DPOGS214938-PA							
OG0016925		DPOGS203339-PA							
OG0016926		DPOGS209611-PA							
OG0016927		DPOGS201572-PA							
OG0016928		DPOGS215009-PA							
OG0016929		DPOGS210659-PA							
OG0016930		DPOGS205209-PA							
OG0016931		DPOGS201040-PA							
OG0016932		DPOGS215058-PA							
OG0016933		DPOGS201703-PA							
OG0016934		DPOGS213637-PA							
OG0016935		DPOGS200579-PA							
OG0016936		DPOGS206390-PA							
OG0016937		DPOGS200323-PA							
OG0016938		DPOGS204982-PA							
OG0016939		DPOGS204842-PA							
OG0016940		DPOGS209497-PA							
OG0016941		DPOGS210164-PA							
OG0016942		DPOGS203010-PA							
OG0016943		DPOGS213869-PA							
OG0016944		DPOGS214721-PA							
OG0016945		DPOGS202970-PA							
OG0016946		DPOGS206391-PA							
OG0016947		DPOGS209034-PA							
OG0016948		DPOGS211054-PA							
OG0016949		DPOGS214655-PA							
OG0016950		DPOGS202117-PA							
OG0016951		DPOGS212573-PA							
OG0016952		DPOGS201699-PA							
OG0016953		DPOGS205341-PA							
OG0016954		DPOGS208815-PA							
OG0016955		DPOGS209339-PA							
OG0016956		DPOGS209993-PA							
OG0016957		DPOGS210454-PA							
OG0016958		DPOGS208085-PA							
OG0016959		DPOGS213356-PA							
OG0016960		DPOGS206376-PA							
OG0016961		DPOGS200742-PA							
OG0016962		DPOGS208322-PA							
OG0016963		DPOGS202923-PA							
OG0016964		DPOGS213432-PA							
OG0016965		DPOGS201551-PA							
OG0016966		DPOGS204266-PA							
OG0016967		DPOGS210081-PA							
OG0016968		DPOGS201157-PA							
OG0016969		DPOGS213484-PA							
OG0016970		DPOGS213442-PA							
OG0016971		DPOGS215012-PA							
OG0016972		DPOGS204073-PA							
OG0016973		DPOGS210155-PA							
OG0016974		DPOGS201697-PA							
OG0016975		DPOGS204436-PA							
OG0016976		DPOGS213905-PA							
OG0016977		DPOGS210280-PA							
OG0016978		DPOGS214866-PA							
OG0016979		DPOGS210443-PA							
OG0016980		DPOGS201236-PA							
OG0016981		DPOGS209380-PA							
OG0016982		DPOGS211689-PA							
OG0016983		DPOGS204996-PA							
OG0016984		DPOGS209465-PA							
OG0016985		DPOGS200541-PA							
OG0016986		DPOGS208367-PA							
OG0016987		DPOGS204285-PA							
OG0016988		DPOGS212533-PA							
OG0016989		DPOGS210353-PA							
OG0016990		DPOGS205023-PA							
OG0016991		DPOGS209954-PA							
OG0016992		DPOGS211924-PA							
OG0016993		DPOGS210442-PA							
OG0016994		DPOGS207334-PA							
OG0016995		DPOGS212499-PA							
OG0016996		DPOGS209978-PA							
OG0016997		DPOGS207333-PA							
OG0016998		DPOGS203236-PA							
OG0016999		DPOGS212119-PA							
OG0017000		DPOGS205986-PA							
OG0017001		DPOGS211140-PA							
OG0017002		DPOGS214734-PA							
OG0017003		DPOGS213308-PA							
OG0017004		DPOGS202299-PA							
OG0017005		DPOGS209466-PA							
OG0017006		DPOGS212500-PA							
OG0017007		DPOGS204108-PA							
OG0017008		DPOGS215267-PA							
OG0017009		DPOGS210200-PA							
OG0017010		DPOGS209443-PA							
OG0017011		DPOGS204074-PA							
OG0017012		DPOGS202457-PA							
OG0017013		DPOGS205987-PA							
OG0017014		DPOGS208026-PA							
OG0017015		DPOGS209979-PA							
OG0017016		DPOGS216198-PA							
OG0017017		DPOGS213004-PA							
OG0017018		DPOGS205972-PA							
OG0017019		DPOGS206395-PA							
OG0017020		DPOGS203013-PA							
OG0017021		DPOGS204730-PA							
OG0017022		DPOGS202300-PA							
OG0017023		DPOGS213003-PA							
OG0017024		DPOGS209303-PA							
OG0017025		DPOGS211307-PA							
OG0017026		DPOGS201876-PA							
OG0017027		DPOGS211462-PA							
OG0017028		DPOGS212547-PA							
OG0017029		DPOGS200839-PA							
OG0017030		DPOGS200018-PA							
OG0017031		DPOGS206396-PA							
OG0017032		DPOGS213863-PA							
OG0017033		DPOGS200083-PA							
OG0017034		DPOGS207648-PA							
OG0017035		DPOGS211306-PA							
OG0017036		DPOGS204838-PA							
OG0017037		DPOGS205756-PA							
OG0017038		DPOGS204106-PA							
OG0017039		DPOGS213763-PA							
OG0017040		DPOGS205770-PA							
OG0017041		DPOGS212594-PA							
OG0017042		DPOGS212849-PA							
OG0017043		DPOGS210082-PA							
OG0017044		DPOGS213377-PA							
OG0017045		DPOGS202908-PA							
OG0017046		DPOGS214917-PA							
OG0017047		DPOGS209441-PA							
OG0017048		DPOGS210458-PA							
OG0017049		DPOGS213209-PA							
OG0017050		DPOGS213887-PA							
OG0017051		DPOGS203079-PA							
OG0017052		DPOGS205755-PA							
OG0017053		DPOGS207607-PA							
OG0017054		DPOGS202724-PA							
OG0017055		DPOGS207458-PA							
OG0017056		DPOGS209366-PA							
OG0017057		DPOGS205912-PA							
OG0017058		DPOGS205234-PA							
OG0017059		DPOGS205934-PA							
OG0017060		DPOGS211525-PA							
OG0017061		DPOGS212507-PA							
OG0017062		DPOGS208112-PA							
OG0017063		DPOGS213904-PA							
OG0017064		DPOGS209921-PA							
OG0017065		DPOGS210342-PA							
OG0017066		DPOGS202522-PA							
OG0017067		DPOGS209951-PA							
OG0017068		DPOGS212677-PA							
OG0017069		DPOGS205413-PA							
OG0017070		DPOGS206410-PA							
OG0017071		DPOGS210737-PA							
OG0017072		DPOGS213688-PA							
OG0017073		DPOGS211047-PA							
OG0017074		DPOGS214985-PA							
OG0017075		DPOGS201315-PA							
OG0017076		DPOGS203539-PA							
OG0017077		DPOGS205774-PA							
OG0017078		DPOGS211496-PA							
OG0017079		DPOGS205204-PA							
OG0017080		DPOGS205064-PA							
OG0017081		DPOGS214846-PA							
OG0017082		DPOGS203436-PA							
OG0017083		DPOGS205203-PA							
OG0017084		DPOGS212212-PA							
OG0017085		DPOGS209472-PA							
OG0017086		DPOGS203458-PA							
OG0017087		DPOGS204079-PA							
OG0017088		DPOGS204837-PA							
OG0017089		DPOGS214068-PA							
OG0017090		DPOGS204362-PA							
OG0017091		DPOGS200607-PA							
OG0017092		DPOGS204291-PA							
OG0017093		DPOGS210523-PA							
OG0017094		DPOGS212508-PA							
OG0017095		DPOGS216163-PA							
OG0017096		DPOGS203014-PA							
OG0017097		DPOGS203460-PA							
OG0017098		DPOGS203015-PA							
OG0017099		DPOGS202554-PA							
OG0017100		DPOGS210923-PA							
OG0017101		DPOGS213774-PA							
OG0017102		DPOGS207621-PA							
OG0017103		DPOGS206409-PA							
OG0017104		DPOGS214544-PA							
OG0017105		DPOGS200255-PA							
OG0017106		DPOGS209981-PA							
OG0017107		DPOGS212304-PA							
OG0017108		DPOGS206399-PA							
OG0017109		DPOGS208248-PA							
OG0017110		DPOGS212854-PA							
OG0017111		DPOGS209438-PA							
OG0017112		DPOGS209475-PA							
OG0017113		DPOGS206289-PA							
OG0017114		DPOGS210844-PA							
OG0017115		DPOGS207798-PA							
OG0017116		DPOGS214807-PA							
OG0017117		DPOGS211929-PA							
OG0017118		DPOGS204186-PA							
OG0017119		DPOGS209919-PA							
OG0017120		DPOGS201462-PA							
OG0017121		DPOGS207407-PA							
OG0017122		DPOGS205951-PA							
OG0017123		DPOGS204348-PA							
OG0017124		DPOGS209950-PA							
OG0017125		DPOGS203017-PA							
OG0017126		DPOGS203176-PA							
OG0017127		DPOGS209361-PA							
OG0017128		DPOGS211464-PA							
OG0017129		DPOGS200257-PA							
OG0017130		DPOGS200628-PA							
OG0017131		DPOGS209685-PA							
OG0017132		DPOGS207620-PA							
OG0017133		DPOGS215895-PA							
OG0017134		DPOGS210740-PA							
OG0017135		DPOGS205118-PA							
OG0017136		DPOGS205953-PA							
OG0017137		DPOGS206368-PA							
OG0017138		DPOGS209437-PA							
OG0017139		DPOGS208351-PA							
OG0017140		DPOGS210527-PA							
OG0017141		DPOGS208195-PA							
OG0017142		DPOGS205160-PA							
OG0017143		DPOGS201550-PA							
OG0017144		DPOGS203370-PA							
OG0017145		DPOGS215305-PA							
OG0017146		DPOGS211486-PA							
OG0017147		DPOGS210183-PA							
OG0017148		DPOGS200077-PA							
OG0017149		DPOGS201978-PA							
OG0017150		DPOGS209389-PA							
OG0017151		DPOGS205185-PA							
OG0017152		DPOGS210286-PA							
OG0017153		DPOGS206660-PA							
OG0017154		DPOGS208736-PA							
OG0017155		DPOGS202891-PA							
OG0017156		DPOGS211588-PA							
OG0017157		DPOGS207329-PA							
OG0017158		DPOGS211618-PA							
OG0017159		DPOGS201487-PA							
OG0017160		DPOGS208194-PA							
OG0017161		DPOGS207328-PA							
OG0017162		DPOGS201786-PA							
OG0017163		DPOGS211053-PA							
OG0017164		DPOGS205090-PA							
OG0017165		DPOGS213023-PA							
OG0017166		DPOGS201977-PA							
OG0017167		DPOGS213634-PA							
OG0017168		DPOGS214535-PA							
OG0017169		DPOGS214890-PA							
OG0017170		DPOGS201019-PA							
OG0017171		DPOGS207646-PA							
OG0017172		DPOGS201976-PA							
OG0017173		DPOGS201817-PA							
OG0017174		DPOGS209494-PA							
OG0017175		DPOGS211589-PA							
OG0017176		DPOGS202197-PA							
OG0017177		DPOGS208738-PA							
OG0017178		DPOGS211170-PA							
OG0017179		DPOGS213024-PA							
OG0017180		DPOGS206661-PA							
OG0017181		DPOGS215468-PA							
OG0017182		DPOGS212580-PA							
OG0017183		DPOGS213817-PA							
OG0017184		DPOGS204454-PA							
OG0017185		DPOGS200331-PA							
OG0017186		DPOGS206103-PA							
OG0017187		DPOGS202667-PA							
OG0017188		DPOGS211895-PA							
OG0017189		DPOGS212008-PA							
OG0017190		DPOGS209561-PA							
OG0017191		DPOGS204187-PA							
OG0017192		DPOGS203544-PA							
OG0017193		DPOGS215390-PA							
OG0017194		DPOGS215898-PA							
OG0017195		DPOGS201580-PA							
OG0017196		DPOGS215330-PA							
OG0017197		DPOGS212738-PA							
OG0017198		DPOGS204530-PA							
OG0017199		DPOGS215830-PA							
OG0017200		DPOGS208191-PA							
OG0017201		DPOGS201783-PA							
OG0017202		DPOGS209492-PA							
OG0017203		DPOGS209935-PA							
OG0017204		DPOGS202888-PA							
OG0017205		DPOGS200584-PA							
OG0017206		DPOGS209987-PA							
OG0017207		DPOGS201972-PA							
OG0017208		DPOGS200634-PA							
